series,scope,scope_value,n,mean,std,skewness,kurtosis_excess,kurtosis_excess_trimmed,min,max,q0.001,q0.01,q0.05,q0.25,q0.5,q0.75,q0.95,q0.99,q0.999,hac_se,hac_l,hac_ci_lo,hac_ci_hi,boot_mean_ci_lo,boot_mean_ci_hi,threshold_v,diff_0_1pct,diff_0_1pct_ci_lo,diff_0_1pct_ci_hi,diff_1pct,diff_1pct_ci_lo,diff_1pct_ci_hi,freq_left,freq_right,freq_diff,freq_diff_ci_lo,freq_diff_ci_hi,mean_ticks,hac_ci_lo_ticks,hac_ci_hi_ticks
r_tilde,YEAR,2023,349636,7.92272212532072e-07,0.000266580973755578,-0.28604150753872676,61.467843753864344,3.8862600253229784,-0.014996685547393442,0.008451297792907826,-0.0014182772505237824,-0.0006912024373112535,-0.00038938068750695684,-0.00013281756969583296,0.0,0.00013596113526858166,0.0003875893218265686,0.0006755693533541978,0.0014053791799677382,4.3065074769397173e-07,24,-5.1803252948112583e-08,1.6363476780122566e-06,-1.0226575479152128e-08,1.5740826102830559e-06,0.0008543780245599475,-1.28980705560442e-05,-6.305071183636427e-05,4.555472479500235e-05,-1.563308395705575e-05,-2.6529827719651042e-05,-4.787316710802752e-06,0.005234014803967555,0.004767815671155144,-0.00046619913281241085,-0.0007546958830468212,-0.00010678674350246725,,,
r_tilde,YEAR,2024,352261,7.72843481741707e-07,0.0002660747333349151,-0.7726061152961999,62.445221162957935,6.611321062905594,-0.01268580911540194,0.008206326294612912,-0.0016259030640832703,-0.0007140719090161646,-0.00037003433555210876,-0.00011752569716983343,0.0,0.00012405227726813457,0.00036317274316264236,0.0006797676504512752,0.0014903907144124156,4.3589025138575477e-07,24,-8.15014109743723e-08,1.6271883744577864e-06,-1.919590977037026e-07,1.7982473086264845e-06,0.0009000414949514901,-0.00013551234967085473,-0.00022100182312864098,-6.455055344286609e-05,-3.430425856488942e-05,-4.612475401849965e-05,-2.3289044773406052e-05,0.005427793596225526,0.004573313537405504,-0.0008544800588200221,-0.0011707800420717952,-0.0005637848511295374,,,
r_tilde,YEAR,2025,163544,-6.165606839768717e-07,0.0004747863290478547,-0.6074985923079204,101.82068109428391,13.54833185715254,-0.019106646061257268,0.01860068705630909,-0.0033506495478853445,-0.001284879610850355,-0.0005987127726704528,-0.00016924193598415654,0.0,0.00017306002288788294,0.0005788139814964427,0.0012494356001875593,0.0032546291704644258,1.177875218893853e-06,20,-2.9251961130088233e-06,1.69207474505508e-06,-2.895093130388031e-06,1.5505144591140742e-06,0.0017232482296738601,-9.602037742091878e-05,-0.00030694591146918884,0.00013021881695334808,-3.544401066279566e-05,-7.288178553469916e-05,4.846557422585951e-06,0.0052034926380668195,0.00479993151690065,-0.0004035611211661693,-0.0010283310766253193,0.00010067256935337508,,,
r_tilde,SEGMENT,00:00-02:00,168922,2.7160168522804383e-06,0.0005009231556666867,0.5639616169592943,95.29846744144552,16.792523504251893,-0.015615546332560277,0.01579614303645707,-0.0034646710156125363,-0.0013200288280249258,-0.0005904825855878039,-0.00016094817909350937,0.0,0.0001643879258709509,0.0005941400734372559,0.0013373274692923811,0.00367707848074527,1.2010080934204884e-06,20,3.6204098917628113e-07,5.069992715384595e-06,2.615122745131365e-07,5.150215696866758e-06,0.001802047891102786,0.0002124074651327335,-4.248255384990455e-05,0.0006363601444932345,1.729864126745538e-05,-2.057282567132841e-05,6.256542999963203e-05,0.004854311457359018,0.005150306058417494,0.00029599460105847637,-0.00021883213140614532,0.0008501567655871437,,,
r_tilde,SEGMENT,02:00-03:00,84663,2.7268378544552313e-06,0.00041747084468508726,0.5348139796064285,30.67538824726475,10.538365639938458,-0.008795501637756232,0.009310818745022726,-0.002616197874168335,-0.0011509252484909313,-0.0005554075392472407,-0.00015826997428964234,0.0,0.0001624941241373082,0.0005673039825763763,0.0011756892902022727,0.002933247728476329,1.386311518711351e-06,17,9.667277780983305e-09,5.44400843112948e-06,-1.9415471820668876e-07,5.510455045553814e-06,0.0015489506948706993,0.00031704985430799394,-1.5708901982214368e-05,0.0008664940427392815,2.4764041711341448e-05,-1.91724589478689e-05,6.782293948937538e-05,0.004949033225848364,0.005055337042155369,0.00010630381630700493,-0.0005379443897516651,0.0007918732640373068,,,
r_tilde,SEGMENT,03:00-08:30,465442,-2.828356469798119e-08,0.0003838736603457862,0.29909125076439397,42.552012028967525,8.237686844223685,-0.01093943762032792,0.013325967800843844,-0.0024206344663147443,-0.0010706847860077224,-0.0005306995211332546,-0.00015618313573598545,0.0,0.0001586820136895406,0.0005237153755123954,0.0010380894991277145,0.0023806592824606523,5.536128908209689e-07,26,-1.1133648307070801e-06,1.056797701311118e-06,-1.1980398464390692e-06,8.920577133681457e-07,0.0013642992169949134,-3.9975183854091927e-05,-0.00013895255649794237,5.190348897184371e-05,-3.259528688000788e-05,-4.7587736871736165e-05,-1.3093812566666198e-05,0.005210101366013381,0.004791144761323645,-0.0004189566046897356,-0.0006894709222759806,-0.00017053627328734723,,,
r_tilde,SEGMENT,08:30-09:30,84694,-1.5587770096490048e-07,0.0004129139540274672,-1.7748669619415716,151.01553224806986,9.940813665776407,-0.016677475365059084,0.01379821647578412,-0.0025326672193022293,-0.0010884861774850308,-0.000525980482636888,-0.00015127602828649296,0.0,0.00015169938116618527,0.0005257413035940686,0.0010951843107052236,0.002637696758866665,1.388659586034177e-06,17,-2.8776504895918874e-06,2.565895087662086e-06,-3.0112056933254896e-06,2.5077936898404877e-06,0.0014480734587075125,0.00010502953956443564,-0.00019153109512309014,0.00027227806682320586,6.698133220192767e-06,-3.265478832178006e-05,5.455900903891701e-05,0.004982643398587857,0.005018065034122842,3.542163553498477e-05,-0.0006680350642806029,0.0007270737665453027,,,
r_tilde,SEGMENT,09:30-16:02,537786,7.404017529007545e-07,0.0003408469063911177,0.2705654798817529,41.98722973227653,6.124490440131774,-0.011921617080653275,0.01860068705630909,-0.0019368482123354978,-0.0009492371116463507,-0.0004964966737931793,-0.00014736319039945333,0.0,0.00015285327942393274,0.00047812960018810786,0.0009310088327741968,0.002018939477065182,4.635565080672962e-07,26,-1.6816900291114607e-07,1.648972508712655e-06,-1.8761893551900304e-07,1.630634049386643e-06,0.0011983083629954908,8.20912647296842e-05,9.817558225271132e-06,0.00019427133735002978,-1.82282788721539e-05,-2.8691860900010287e-05,-3.2638082025274977e-06,0.004983394881979077,0.005016865444619235,3.3470562640158276e-05,-0.00026913285043727046,0.00027280330697684033,,,
r_tilde,SEGMENT,16:02-20:00,237735,1.0334410502559274e-06,0.0005026790441796728,-0.9496296439852393,89.72038148478566,18.67723691428786,-0.019106646061257268,0.013388226497054786,-0.003836135274399568,-0.0014034707728551165,-0.0005844523073043917,-0.0001531520351428727,0.0,0.00015862718814405865,0.0005888011523817496,0.0013566037769312564,0.0036757096755214427,1.0083443376616523e-06,22,-9.42913851560911e-07,3.0097959520727657e-06,-1.0249610296866294e-06,2.991037218649021e-06,0.0018762781215696715,-0.0001604255988781251,-0.00043258370839322836,8.824251389633041e-05,-4.68669959238601e-05,-8.965014260120616e-05,-5.439061357816716e-06,0.00515279618062128,0.004849937956127621,-0.00030285822449365937,-0.000722862596932438,0.0001430336259574812,,,
r_tilde,SEGMENT,20:00-24:00,335288,-6.383229577418255e-08,0.0004555806554274647,-0.511754362624775,65.05425479056262,13.56371832207697,-0.01748760189053474,0.014242848001808906,-0.003330205667769774,-0.0012959622147959372,-0.0005744621166843659,-0.0001552236070537763,0.0,0.00015930184823231017,0.0005738390777462535,0.0012428122797479358,0.0030671605523410533,7.790455366789509e-07,24,-1.5907615476649262e-06,1.4630969561165613e-06,-1.8431208533756628e-06,1.8045033242029654e-06,0.001704783123082306,-0.0002630451154287208,-0.0004420601482430588,-7.413314639436068e-05,-5.314993504800143e-05,-8.963368130979961e-05,-1.9053798466264975e-05,0.005311851303953616,0.004688506597313354,-0.0006233447066402616,-0.0010314107667701205,-0.0002042646882259804,,,
