config,n_boot,n,kurt_r_full_point,kurt_r_full_ci_lo,kurt_r_full_ci_hi,kurt_z_full_point,kurt_z_full_ci_lo,kurt_z_full_ci_hi,fraction_removed_full_point,fraction_removed_full_ci_lo,fraction_removed_full_ci_hi,kurt_r_trimmed_point,kurt_r_trimmed_ci_lo,kurt_r_trimmed_ci_hi,kurt_z_trimmed_point,kurt_z_trimmed_ci_lo,kurt_z_trimmed_ci_hi,fraction_removed_trimmed_point,fraction_removed_trimmed_ci_lo,fraction_removed_trimmed_ci_hi
ewma_60_raw,300,1914350,111.54538214724022,70.02805359162157,163.8843135771318,154.3495515718042,97.54093749816509,229.54700560714363,-0.3837377092676266,-1.3461200916699798,0.23556079736879185,11.489737907652255,9.86192791246928,13.32172320681565,2.8215415149137106,2.764237719781382,2.8905322214132427,0.7544294275821086,0.7145929363469624,0.7889894486140349
ewma_60_clock_adjusted,300,1914350,78.28118815236593,56.773862165217864,96.71249693765715,25.429270361957133,16.649930887232486,38.8972457334035,0.6751547726580007,0.4679169915124135,0.8017264509671319,11.36012968958756,8.94121271265464,14.231805514889466,1.6461618260132944,1.6007099439639856,1.7039135424351397,0.8550930428618144,0.8156970106917193,0.8853331176949393
