window,n,n_minutes,mean_per_bar,mean_per_bar_ci_lo,mean_per_bar_ci_hi,mean_per_bar_ticks,mean_per_bar_ci_lo_ticks,mean_per_bar_ci_hi_ticks,rho_1,n_pairs_rho_1
09:31-09:35,6960,5,1.8581185679576275e-06,-2.2784471291107398e-05,2.5641428887201945e-05,0.10686225695861147,-1.3103577283836432,1.474664216687717,-0.0308224760720429,5567
15:52-16:02,14817,11,1.710784700254993e-05,2.7593039244292876e-06,2.9793182249713043e-05,0.9802881871398771,0.15810949451696443,1.7071642394478987,-0.022862554282472584,13470
