source_file,timestamp_utc,timestamp_ny,reason
03_mnq_12_20.Last.txt,2020-10-18 10:51:00+00:00,2020-10-18 06:51:00-04:00,NO_SESSION
03_mnq_12_20.Last.txt,2020-10-18 10:52:00+00:00,2020-10-18 06:52:00-04:00,NO_SESSION
03_mnq_12_20.Last.txt,2020-10-18 10:53:00+00:00,2020-10-18 06:53:00-04:00,NO_SESSION
03_mnq_12_20.Last.txt,2020-10-18 10:54:00+00:00,2020-10-18 06:54:00-04:00,NO_SESSION
03_mnq_12_20.Last.txt,2020-10-18 10:55:00+00:00,2020-10-18 06:55:00-04:00,NO_SESSION
03_mnq_12_20.Last.txt,2020-10-18 10:56:00+00:00,2020-10-18 06:56:00-04:00,NO_SESSION
03_mnq_12_20.Last.txt,2020-10-18 10:57:00+00:00,2020-10-18 06:57:00-04:00,NO_SESSION
03_mnq_12_20.Last.txt,2020-10-18 10:58:00+00:00,2020-10-18 06:58:00-04:00,NO_SESSION
03_mnq_12_20.Last.txt,2020-10-18 10:59:00+00:00,2020-10-18 06:59:00-04:00,NO_SESSION
03_mnq_12_20.Last.txt,2020-10-18 11:00:00+00:00,2020-10-18 07:00:00-04:00,NO_SESSION
03_mnq_12_20.Last.txt,2020-10-18 11:01:00+00:00,2020-10-18 07:01:00-04:00,NO_SESSION
03_mnq_12_20.Last.txt,2020-10-18 11:02:00+00:00,2020-10-18 07:02:00-04:00,NO_SESSION
03_mnq_12_20.Last.txt,2020-10-18 11:03:00+00:00,2020-10-18 07:03:00-04:00,NO_SESSION
03_mnq_12_20.Last.txt,2020-10-18 11:04:00+00:00,2020-10-18 07:04:00-04:00,NO_SESSION
03_mnq_12_20.Last.txt,2020-10-18 11:05:00+00:00,2020-10-18 07:05:00-04:00,NO_SESSION
03_mnq_12_20.Last.txt,2020-10-18 11:06:00+00:00,2020-10-18 07:06:00-04:00,NO_SESSION
03_mnq_12_20.Last.txt,2020-10-18 11:07:00+00:00,2020-10-18 07:07:00-04:00,NO_SESSION
03_mnq_12_20.Last.txt,2020-10-18 11:08:00+00:00,2020-10-18 07:08:00-04:00,NO_SESSION
03_mnq_12_20.Last.txt,2020-10-18 11:09:00+00:00,2020-10-18 07:09:00-04:00,NO_SESSION
