year_ny,hour_ny,n,zero_fraction,sigma_delta_close_points,tick_to_sigma_points,sigma_r_1m,tick_return_representative,tick_to_sigma_return,close_representative,median_range_points,tick_to_median_range,median_abs_ticks,prop_0_ticks,prop_abs_1_tick,prop_abs_le_2_ticks,prop_abs_le_5_ticks,n_distinct_r1m_central,n_distinct_ticks_central
2020,9,15107,0.031574766664460185,7.971809982580376,0.03136050665360668,0.0008533131753726182,2.4105969844614e-05,0.0282498507468698,10370.75,7.5,0.03333333333333333,11.0,0.031574766664460185,0.059773614880518966,0.14390679817303237,0.2914542927119878,3816,11
2020,10,15177,0.020820979113131712,8.048936195065949,0.031060005190903572,0.0008591915660807666,2.4175319417639824e-05,0.02813728669139109,10341.0,9.25,0.02702702702702703,15.0,0.020820979113131712,0.04085128813335969,0.10133755024049548,0.2109771364564802,2830,11
2020,11,15180,0.025230566534914362,6.663280565828634,0.037519056496296645,0.0007110211714284079,2.4189354266363097e-05,0.034020582281351526,10335.0,7.5,0.03333333333333333,12.0,0.025230566534914362,0.05111989459815547,0.1287220026350461,0.2627140974967062,3508,11
2020,12,15179,0.028987416825877858,5.797989731096738,0.043118393028390274,0.0006325910902064108,2.417298185938057e-05,0.03821264989915218,10342.0,6.0,0.041666666666666664,10.0,0.028987416825877858,0.05883128005797483,0.14790170630476315,0.30785954278938005,4114,11
2020,13,14694,0.031237239689669252,5.850261170779414,0.04273313493228084,0.0006563300284549704,2.430931168311345e-05,0.0370382439156999,10284.0,5.75,0.043478260869565216,10.0,0.031237239689669252,0.06301891928678371,0.15550564856403976,0.32155982033483055,4143,11
2020,14,14729,0.028515174146242106,6.289210912219583,0.03975061474155113,0.0006918817726801436,2.4356085978259213e-05,0.03520267036940575,10264.25,6.25,0.04,11.0,0.028515174146242106,0.05832032045624279,0.14237219091588024,0.2973725303822391,3846,11
2020,15,14747,0.024682986370109176,7.914658968439291,0.031586957946881454,0.0008980929288759619,2.434896943102103e-05,0.027111859639620803,10267.25,7.75,0.03225806451612903,13.0,0.024682986370109176,0.04455143419000475,0.11242964670780498,0.23937071946836644,3111,11
2020,16,10861,0.0516527023294356,5.4069387675270395,0.046236883891019535,0.0006304212965620786,2.4353713333566504e-05,0.03863085442445606,10265.25,3.5,0.07142857142857142,6.0,0.0516527023294356,0.1010035908295737,0.24491299143725256,0.4733449958567351,4399,11
2020,17,242,0.0371900826446281,3.155341285660043,0.07923073207204726,0.0003369991334890727,2.446992035155761e-05,0.07261122632041145,10216.5,3.5,0.07142857142857142,7.0,0.0371900826446281,0.07024793388429752,0.2190082644628099,0.44214876033057854,99,11
2020,18,14671,0.055960738872605824,4.946454108477153,0.050541255314904075,0.0005814612555297662,2.434778374414312e-05,0.04187344128708969,10267.75,3.25,0.07692307692307693,6.0,0.055960738872605824,0.1072864835389544,0.2614682025765115,0.48817394860609364,5996,11
2020,19,15178,0.06140466464619845,3.485356918000667,0.07172866535098205,0.00039613731788635864,2.415342254110397e-05,0.06097234835126781,10350.375,3.0,0.08333333333333333,5.0,0.06140466464619845,0.1097641322967453,0.2702595862432468,0.5213466859928845,6616,11
2020,20,15123,0.05203993916550949,3.7492187519958997,0.06668055841417957,0.0004145934393244526,2.4153714238496733e-05,0.058258795117099076,10350.25,3.75,0.06666666666666667,6.0,0.05203993916550949,0.09105336242808966,0.23176618395820936,0.4538781987700853,5822,11
2020,21,15121,0.05079029164737782,3.806142370104647,0.06568330232826432,0.000427982446000157,2.4126325441191803e-05,0.05637223130684887,10362.0,3.75,0.06666666666666667,6.0,0.05079029164737782,0.10091925137226374,0.24264268236227762,0.47265392500496,6010,11
2020,22,15059,0.06594063350820108,3.699394864043749,0.06757862006834518,0.0004060793245647884,2.3876890752426954e-05,0.058798587635597505,10470.25,3.0,0.08333333333333333,5.0,0.06594063350820108,0.12245169001925758,0.29829337937446043,0.5488412245169002,6769,11
2020,23,15178,0.07471340097509553,3.196438593553512,0.07821204527569935,0.00035640158903616035,2.3873185638964683e-05,0.06698394836994545,10471.875,2.5,0.1,4.0,0.07471340097509553,0.13835814995388063,0.3342996442219001,0.5948741599683752,7223,11
2021,0,15413,0.09219490040874587,2.0567300164373776,0.12155217165208902,0.00014792850964469133,1.7170182261878726e-05,0.11607081219921496,14560.0,1.75,0.14285714285714285,3.0,0.09219490040874587,0.17387919288911957,0.41198987867384673,0.7047946538636216,8476,11
2021,1,15445,0.06668824862415021,2.4839590611874014,0.10064578112671996,0.0001767427421081275,1.717549057532392e-05,0.09717791163846669,14555.5,2.5,0.1,4.0,0.06668824862415021,0.12198122369698931,0.3059889932016834,0.5783101327290385,7372,11
2021,2,15486,0.05404881828748547,2.9319159481417416,0.08526847441122958,0.0002100964148485836,1.7180949763237358e-05,0.08177650140112891,14550.875,3.0,0.08333333333333333,5.0,0.05404881828748547,0.10596667958155753,0.258362391837789,0.5092341469714581,6643,11
2021,3,15502,0.040510901819120114,3.8029623150659395,0.06573822701571137,0.00027004381543145085,1.71805069972489e-05,0.06362118299135822,14551.25,4.25,0.058823529411764705,7.0,0.040510901819120114,0.0793446006966843,0.19571668171848794,0.4010450264482002,5365,11
2021,4,15470,0.049062702003878474,3.27848097912614,0.07625482703475561,0.00023197647828550604,1.717165646419396e-05,0.0740232655961777,14558.75,3.5,0.07142857142857142,6.0,0.049062702003878474,0.09372979961215255,0.23128636069812541,0.4574660633484163,6014,11
2021,5,15496,0.055627258647392874,2.876423027548654,0.08691350250142277,0.00020429039857753237,1.7192913081572137e-05,0.08415918320824596,14540.75,3.0,0.08333333333333333,5.0,0.055627258647392874,0.10092927207021167,0.25238771295818274,0.5075503355704698,6601,11
2021,6,15497,0.05162289475382332,2.913335377883644,0.08581229675713113,0.0002072372127086957,1.7206521271900455e-05,0.08302814464160407,14529.25,3.0,0.08333333333333333,5.0,0.05162289475382332,0.1006001161515132,0.25211331225398464,0.5008066077305285,6569,11
2021,7,15510,0.04719535783365571,3.1959052911378842,0.07822509656129042,0.00022812774080098076,1.72017855458514e-05,0.07540418138300103,14533.25,3.25,0.07692307692307693,6.0,0.04719535783365571,0.09922630560928433,0.23455834945196646,0.4647324306898775,6132,11
2021,8,15532,0.043136749935616794,4.388921768692175,0.056961598582901105,0.000313952660359293,1.7201637596301386e-05,0.05479054573583013,14533.375,4.0,0.0625,7.0,0.043136749935616794,0.08298995621941797,0.20776461498841103,0.418490857584342,5603,11
2021,9,15380,0.03081924577373212,7.7963150903750105,0.032066431012856195,0.0005481052881128785,1.7193060881023868e-05,0.03136817187117354,14540.625,8.0,0.03125,12.0,0.03081924577373212,0.05260078023407022,0.1343302990897269,0.27620286085825746,3696,11
2021,10,15240,0.01811023622047244,7.834105495677213,0.03191174795105168,0.0005532005632626121,1.7188775729848547e-05,0.0310715080051153,14544.25,9.75,0.02564102564102564,16.0,0.01811023622047244,0.034973753280839896,0.08930446194225722,0.19520997375328084,2657,11
2021,11,15238,0.023756398477490483,6.212649669862412,0.040240479229458406,0.00043883043216342194,1.71805069972489e-05,0.0391506735586898,14551.25,7.5,0.03333333333333333,12.0,0.023756398477490483,0.047775298595616224,0.11779761123507022,0.2534453340333377,3422,11
2021,12,15240,0.029330708661417324,5.235166982932594,0.047753968653728975,0.0003722691852413007,1.7194391189995387e-05,0.046188059263756076,14539.5,5.75,0.043478260869565216,10.0,0.029330708661417324,0.06148293963254593,0.14849081364829397,0.30498687664041996,4094,11
2021,13,14825,0.029949409780775718,5.056087205312862,0.04944534970387847,0.00036097754188884316,1.718848028104337e-05,0.04761648104506254,14544.5,5.5,0.045454545454545456,9.0,0.029949409780775718,0.060775716694772344,0.15271500843170321,0.32202360876897135,4212,11
2021,14,14820,0.0310391363022942,5.5605103069792,0.04495990227483543,0.00039313400416251176,1.7189662137546812e-05,0.04372468917860648,14543.5,5.5,0.045454545454545456,9.0,0.0310391363022942,0.062348178137651825,0.15620782726045884,0.3269230769230769,4243,11
2021,15,14807,0.02316471938947795,5.87582155083433,0.042547241749454005,0.0004155045960590691,1.718316393645177e-05,0.04135493108723392,14549.0,6.75,0.037037037037037035,11.0,0.02316471938947795,0.05125953940703721,0.12757479570473423,0.2627811170392382,3469,11
2021,16,12910,0.06498838109992254,3.7521230562026817,0.0666289448014563,0.00026526473082791617,1.6922191762675043e-05,0.06379359860566194,14773.375,2.75,0.09090909090909091,5.0,0.06498838109992254,0.12323780015491867,0.29876065065840435,0.5539116963594113,5926,11
2021,17,247,0.05263157894736842,2.2292665735416084,0.11214450661359358,0.00016111061862674307,1.7143983747929524e-05,0.10641125888572411,14582.25,3.0,0.08333333333333333,5.0,0.05263157894736842,0.145748987854251,0.29959514170040485,0.5789473684210527,131,11
2021,18,14634,0.07154571545715457,2.6804356419169966,0.09326842103218892,0.0001930277423018509,1.7184049765516713e-05,0.08902373078914647,14548.25,2.25,0.1111111111111111,4.0,0.07154571545715457,0.13755637556375563,0.3286866201995353,0.5986743200765341,7111,11
2021,19,15144,0.07309825673534073,2.3436581451939453,0.10667084724479375,0.00016734653213831762,1.7174900600729197e-05,0.10263075297272103,14556.0,2.25,0.1111111111111111,4.0,0.07309825673534073,0.1376782884310618,0.33571051241415745,0.6110670892762811,7532,11
2021,20,15222,0.055708842464853504,2.829915871811974,0.08834184877726661,0.00020288933659267562,1.7168855696260725e-05,0.08462177453282937,14561.125,3.0,0.08333333333333333,5.0,0.055708842464853504,0.11246879516489292,0.2731572723689397,0.5331099724083563,6850,11
2021,21,15230,0.05732107682206172,2.7096821428862485,0.09226174393049277,0.00019383220952945852,1.7158397749171612e-05,0.08852191176494786,14570.0,3.0,0.08333333333333333,5.0,0.05732107682206172,0.11201575837163492,0.2756401838476691,0.5325016414970453,6834,11
2021,22,15294,0.06983130639466457,2.3084321384262054,0.10829861352148726,0.00016630328559556762,1.7157956144668566e-05,0.10317268286806396,14570.375,2.25,0.1111111111111111,4.0,0.06983130639466457,0.13175101346933438,0.3190793775336733,0.6008892376095201,7527,11
2021,23,15457,0.08300446399689461,2.0148240781288793,0.12408031188120862,0.00014578789157088071,1.7164877228613995e-05,0.11773870273903092,14564.5,2.0,0.125,3.0,0.08300446399689461,0.1607685838131591,0.38623277479459145,0.6785275279808501,8369,11
2022,0,15380,0.056697009102730817,2.7849265490506228,0.0897689743685429,0.00021862272753349395,2.0094645782204575e-05,0.09191471540453629,12441.0,2.75,0.09090909090909091,5.0,0.056697009102730817,0.11384915474642393,0.27594278283485046,0.5449934980494148,7129,11
2022,1,15388,0.042825578372757994,3.321172097763348,0.07527462975145527,0.0002594010683459008,2.0078910117323837e-05,0.07740488597583348,12450.75,3.75,0.06666666666666667,7.0,0.042825578372757994,0.08851052768390955,0.2087990642058747,0.42598128411749414,5665,11
2022,2,15405,0.033690360272638754,4.3154678964400945,0.057931145822270956,0.00033824911030871035,2.0086169668597867e-05,0.05938277162138222,12446.25,5.0,0.05,9.0,0.033690360272638754,0.0629016553067186,0.15715676728334957,0.3363842908146706,4540,11
2022,3,15416,0.020822522055007783,5.903769928642533,0.042345823604525705,0.0004628079806145118,2.0106564793986492e-05,0.04344472359203745,12433.625,7.5,0.03333333333333333,13.0,0.020822522055007783,0.04443435391800726,0.10547483134405812,0.22904774260508562,3172,11
2022,4,15418,0.026916590997535347,4.960256350750117,0.05040062091996387,0.0003873575428063863,2.0073065960698565e-05,0.05182051139438306,12454.375,6.0,0.041666666666666664,11.0,0.026916590997535347,0.05694642625502659,0.13309119211311454,0.2830457906343235,3882,11
2022,5,15435,0.031810819565921605,4.248893280677216,0.05883885131616047,0.0003315900025534105,2.0051532438983573e-05,0.06047085944864636,12467.75,5.25,0.047619047619047616,9.0,0.031810819565921605,0.06213151927437642,0.15607385811467445,0.3263362487852284,4440,11
2022,6,15469,0.02999547482060896,4.577222945666719,0.054618270284753405,0.00035728366144708164,2.0035462769741547e-05,0.056077187209158344,12477.75,5.25,0.047619047619047616,9.0,0.02999547482060896,0.06348180231430603,0.15353287219600492,0.3161807485939621,4330,11
2022,7,15470,0.0286360698125404,4.697850537083396,0.053215826690648504,0.0003655398391683122,2.006923887470447e-05,0.05490301391051284,12456.75,5.5,0.045454545454545456,10.0,0.0286360698125404,0.058888170652876534,0.14285714285714285,0.30168067226890755,4126,11
2022,8,15474,0.022683210546723537,9.638983716252302,0.025936344261944827,0.0007973210894613381,2.0084555981407295e-05,0.02519004733083909,12447.25,7.0,0.03571428571428571,12.0,0.022683210546723537,0.04491404937314204,0.1152255396148378,0.24699495928654516,3413,11
2022,9,15362,0.015753157140997266,11.381902182405273,0.02196469412524585,0.0008974150877328123,2.008153101659503e-05,0.022377082011545046,12449.125,12.75,0.0196078431372549,20.0,0.015753157140997266,0.029162869418044527,0.07336284337976826,0.16091654732456712,2201,11
2022,10,15240,0.011942257217847769,11.71725836329624,0.02133604912076644,0.0009184725247145597,2.012234385129194e-05,0.021908487526663366,12423.875,15.5,0.016129032258064516,26.0,0.011942257217847769,0.023753280839895013,0.05498687664041995,0.11640419947506561,1578,11
2022,11,15238,0.014503215645097782,9.060100660580984,0.027593512408499953,0.0007149113881664005,2.0110406130373895e-05,0.02812992835650991,12431.25,12.0,0.020833333333333332,21.0,0.014503215645097782,0.026184538653366583,0.06962856017850111,0.14956030975193596,2030,11
2022,12,15238,0.015553222207638797,7.860836217095979,0.03180323226380071,0.0006166058486824334,2.0095049585296826e-05,0.032589781021759745,12440.75,10.0,0.025,17.0,0.015553222207638797,0.03576584853655335,0.08426302664391652,0.1771229820186376,2433,11
2022,13,14768,0.016386782231852654,7.492647634776579,0.03336604257747865,0.0005881056941657839,2.010575627877879e-05,0.034187317820988626,12434.125,9.75,0.02564102564102564,16.0,0.016386782231852654,0.031960996749729145,0.08125677139761647,0.177546045503792,2351,11
2022,14,14760,0.01510840108401084,9.649893708046617,0.025907021109624877,0.0007602504759881468,2.0076088375627385e-05,0.02640720263875296,12452.5,10.25,0.024390243902439025,18.0,0.01510840108401084,0.028523035230352302,0.07615176151761517,0.1698509485094851,2258,11
2022,15,14760,0.012669376693766938,9.422000838737084,0.026533642299432204,0.0007351672756411298,2.0053140823908598e-05,0.027276976938915724,12466.75,11.75,0.02127659574468085,20.0,0.012669376693766938,0.027168021680216804,0.06436314363143632,0.1443089430894309,1933,11
2022,16,14760,0.05210027100271003,5.654757335737572,0.04421056203774154,0.00043757707236003634,2.0117283765054603e-05,0.0459742638172372,12427.0,3.75,0.06666666666666667,6.0,0.05210027100271003,0.09789972899728998,0.24132791327913278,0.46158536585365856,5777,11
2022,17,246,0.036585365853658534,2.8821432709148884,0.08674100365615817,0.0002268015312511692,2.011647438745167e-05,0.08869637817909559,12427.5,3.75,0.06666666666666667,5.5,0.036585365853658534,0.10975609756097561,0.2886178861788618,0.5,115,11
2022,18,14711,0.04581605601250765,4.1304498268051795,0.06052609533653869,0.00031812672615732336,2.0070850101492875e-05,0.06309073853658943,12455.75,3.5,0.07142857142857142,6.0,0.04581605601250765,0.0907484195499966,0.2268370607028754,0.44816803752294204,5692,11
2022,19,15153,0.04949514947535141,3.397971939526846,0.07357329738126428,0.0002619408750346513,2.0090608645650785e-05,0.07669902088779793,12443.5,3.25,0.07692307692307693,6.0,0.04949514947535141,0.09212697155678744,0.2346070085131657,0.46960997822213424,6085,11
2022,20,15160,0.035224274406332454,4.213682215031081,0.05933053022085955,0.0003273234878900282,2.0100704530286877e-05,0.06140929470066067,12437.25,4.5,0.05555555555555555,8.0,0.035224274406332454,0.07216358839050131,0.17770448548812665,0.36992084432717676,4938,11
2022,21,15165,0.03903725684141114,3.610995142109399,0.06923299261321077,0.00028410401754364555,2.012092677048743e-05,0.07082239436264343,12424.75,4.25,0.058823529411764705,7.0,0.03903725684141114,0.07807451368282228,0.19498846027035938,0.4054071876030333,5360,11
2022,22,15205,0.051364682670174286,3.3186953794862237,0.07533080666135232,0.00025965458986708915,2.0114451228096928e-05,0.07746618782434396,12428.75,3.5,0.07142857142857142,6.0,0.051364682670174286,0.09694179546201907,0.24228872081552122,0.4776718184807629,6178,11
2022,23,15375,0.05515447154471545,2.828331972979733,0.08839132124105553,0.00022129371512840458,2.0101512639609286e-05,0.09083634674371788,12436.75,3.0,0.08333333333333333,5.0,0.05515447154471545,0.111869918699187,0.272,0.5259837398373983,6859,11
2023,0,15450,0.09190938511326861,1.4470532886155245,0.17276488845769375,0.00010523910564408715,1.6883336147692175e-05,0.16042835070064818,14807.375,1.5,0.16666666666666666,3.0,0.09190938511326861,0.17715210355987054,0.4286731391585761,0.749967637540453,9325,11
2023,1,15445,0.0703787633538362,1.7117339132071525,0.1460507372501565,0.00012328248176689328,1.6886899987801803e-05,0.13697728781719473,14804.25,2.0,0.125,4.0,0.0703787633538362,0.14250566526383943,0.34069278083522175,0.6551634833279378,8414,11
2023,2,15466,0.05515323936376568,2.254983036489526,0.11086557901082518,0.0001654248997578707,1.6893889480635586e-05,0.10212422377382639,14798.125,2.75,0.09090909090909091,5.0,0.05515323936376568,0.1078494762705289,0.2649036596405017,0.5316177421440579,7016,11
2023,3,15470,0.036393018745959925,3.3564692984183897,0.07448302897267767,0.00024295449494465387,1.688005874293969e-05,0.06947827306831694,14810.25,4.25,0.058823529411764705,8.0,0.036393018745959925,0.06819650937297995,0.17407886231415642,0.3657401422107304,4978,11
2023,4,15474,0.039162466072120976,3.0817191089281897,0.08112355187587134,0.00022516597351939353,1.6853033124949038e-05,0.07484715768342985,14834.0,3.75,0.06666666666666667,7.0,0.039162466072120976,0.07754943776657619,0.1985911852139072,0.4108181465684374,5529,11
2023,5,15464,0.04591308846352819,2.679480283690801,0.09330167552330039,0.0001970406454005,1.6842388924903034e-05,0.08547672431071066,14843.375,3.25,0.07692307692307693,6.0,0.04591308846352819,0.09208484221417486,0.2259441282979824,0.4642395240558717,6220,11
2023,6,15465,0.047138700290979635,2.600906041427024,0.09612035037714547,0.00019259644153108894,1.6841963436430522e-05,0.08744690868918203,14843.75,3.25,0.07692307692307693,6.0,0.047138700290979635,0.09046233430326543,0.2298092466860653,0.4688651794374394,6262,11
2023,7,15474,0.03890396794623239,2.8937585230383047,0.08639283409781968,0.00021211628805196082,1.6841679789438957e-05,0.07939833354670696,14844.0,3.5,0.07142857142857142,7.0,0.03890396794623239,0.0804575416828228,0.20182241178751453,0.42083494894662016,5711,11
2023,8,15480,0.03074935400516796,5.862587173108549,0.042643289151714434,0.0004377892159600234,1.6857436658648572e-05,0.03850582893341051,14830.125,4.75,0.05263157894736842,9.0,0.03074935400516796,0.06311369509043928,0.15704134366925065,0.33662790697674416,4636,11
2023,9,15320,0.02454308093994778,7.4915560617217665,0.03337090424743389,0.0005467672049074684,1.687635538276666e-05,0.030865705242183857,14813.5,8.5,0.029411764705882353,13.0,0.02454308093994778,0.04092689295039165,0.10633159268929504,0.2323107049608355,3124,11
2023,10,15180,0.01310935441370224,7.959473444414878,0.03140911289495208,0.0005775333746437484,1.6913033183846254e-05,0.02928494512421739,14781.375,11.0,0.022727272727272728,19.0,0.01310935441370224,0.032279314888010543,0.07595520421607378,0.1642951251646904,2270,11
2023,11,15180,0.018642951251646903,5.9757903095370954,0.04183547063239671,0.0004302814928362468,1.6912747137945506e-05,0.03930623886810309,14781.625,8.25,0.030303030303030304,14.0,0.018642951251646903,0.038866930171278,0.09591567852437417,0.21152832674571806,2885,11
