population,n,mean,std,skewness,kurtosis_excess,kurtosis_excess_trimmed,min,max,q0.001,q0.01,q0.05,q0.25,q0.5,q0.75,q0.95,q0.99,q0.999
A_r_1m_valid,1914530,6.211672350043219e-07,0.0004191587723174421,-0.2090968692340692,111.55600433248864,11.491079308573783,-0.030979850962524223,0.025631378887479704,-0.0027469778229836078,-0.001230809173638682,-0.0005528770913682167,-0.00012803625383478134,0.0,0.0001322746950559521,0.0005440400547657413,0.0011942144900794465,0.002785878709065153
B_r_naive_global,1918049,4.791355180906053e-07,0.0004377475610668536,-8.822814271800548,1790.8629726659326,11.840426031033031,-0.10065931533647487,0.025631378887479704,-0.002786442363231104,-0.0012353837815735815,-0.0005537338278035194,-0.00012809837973066588,0.0,0.0001323305619364483,0.0005450361788066447,0.0011997133294892272,0.002830451226967713
