source_file,timestamp,open,close,volume
00_mnq_03_20.Last.txt,2020-03-09 02:16:00,8093.25,8093.25,7
00_mnq_03_20.Last.txt,2020-03-09 02:17:00,8093.25,8093.25,1
00_mnq_03_20.Last.txt,2020-03-09 02:18:00,8093.25,8093.25,3
00_mnq_03_20.Last.txt,2020-03-09 02:19:00,8093.25,8093.25,3
00_mnq_03_20.Last.txt,2020-03-09 02:20:00,8093.25,8093.25,5
00_mnq_03_20.Last.txt,2020-03-09 02:21:00,8093.25,8093.25,4
00_mnq_03_20.Last.txt,2020-03-09 02:22:00,8093.25,8093.25,2
00_mnq_03_20.Last.txt,2020-03-09 02:23:00,8093.25,8093.25,10
00_mnq_03_20.Last.txt,2020-03-09 02:24:00,8093.25,8093.25,6
00_mnq_03_20.Last.txt,2020-03-09 02:25:00,8093.25,8093.25,3
00_mnq_03_20.Last.txt,2020-03-09 02:26:00,8093.25,8093.25,6
00_mnq_03_20.Last.txt,2020-03-09 02:27:00,8093.25,8093.25,2
00_mnq_03_20.Last.txt,2020-03-09 02:28:00,8093.25,8093.25,2
00_mnq_03_20.Last.txt,2020-03-09 02:29:00,8093.25,8093.25,2
00_mnq_03_20.Last.txt,2020-03-09 02:31:00,8093.25,8093.25,1
00_mnq_03_20.Last.txt,2020-03-09 02:32:00,8093.25,8093.25,1
00_mnq_03_20.Last.txt,2020-03-09 02:33:00,8093.25,8093.25,2
00_mnq_03_20.Last.txt,2020-03-09 02:34:00,8093.25,8093.25,1
00_mnq_03_20.Last.txt,2020-03-09 02:35:00,8093.25,8093.25,4
00_mnq_03_20.Last.txt,2020-03-09 02:36:00,8093.25,8093.25,5
00_mnq_03_20.Last.txt,2020-03-09 02:37:00,8093.25,8093.25,1
00_mnq_03_20.Last.txt,2020-03-09 02:38:00,8093.25,8093.25,2
00_mnq_03_20.Last.txt,2020-03-09 03:38:00,8093.25,8093.25,6
00_mnq_03_20.Last.txt,2020-03-09 03:39:00,8093.25,8093.25,8
00_mnq_03_20.Last.txt,2020-03-09 03:40:00,8093.25,8093.25,1
00_mnq_03_20.Last.txt,2020-03-09 03:41:00,8093.25,8093.25,6
00_mnq_03_20.Last.txt,2020-03-09 03:42:00,8093.25,8093.25,2
00_mnq_03_20.Last.txt,2020-03-09 03:43:00,8093.25,8093.25,8
00_mnq_03_20.Last.txt,2020-03-09 03:44:00,8093.25,8093.25,30
00_mnq_03_20.Last.txt,2020-03-09 03:45:00,8093.25,8093.25,3
00_mnq_03_20.Last.txt,2020-03-09 04:23:00,8093.25,8093.25,4
00_mnq_03_20.Last.txt,2020-03-09 04:24:00,8093.25,8093.25,1
00_mnq_03_20.Last.txt,2020-03-09 04:25:00,8093.25,8093.25,3
00_mnq_03_20.Last.txt,2020-03-09 04:26:00,8093.25,8093.25,3
00_mnq_03_20.Last.txt,2020-03-09 04:27:00,8093.25,8093.25,2
00_mnq_03_20.Last.txt,2020-03-09 04:28:00,8093.25,8093.25,2
00_mnq_03_20.Last.txt,2020-03-09 04:34:00,8093.25,8093.25,2
00_mnq_03_20.Last.txt,2020-03-09 04:35:00,8093.25,8093.25,2
00_mnq_03_20.Last.txt,2020-03-09 04:36:00,8093.25,8093.25,4
00_mnq_03_20.Last.txt,2020-03-09 04:37:00,8093.25,8093.25,1
00_mnq_03_20.Last.txt,2020-03-09 04:38:00,8093.25,8093.25,1
00_mnq_03_20.Last.txt,2020-03-09 04:39:00,8093.25,8093.25,1
00_mnq_03_20.Last.txt,2020-03-12 12:01:00,7601.5,7601.5,21
00_mnq_03_20.Last.txt,2020-03-12 12:02:00,7601.5,7601.5,97
00_mnq_03_20.Last.txt,2020-03-12 12:03:00,7601.5,7601.5,4
00_mnq_03_20.Last.txt,2020-03-12 12:04:00,7601.5,7601.5,5
00_mnq_03_20.Last.txt,2020-03-12 12:05:00,7601.5,7601.5,3
00_mnq_03_20.Last.txt,2020-03-12 12:06:00,7601.5,7601.5,11
00_mnq_03_20.Last.txt,2020-03-12 12:07:00,7601.5,7601.5,13
00_mnq_03_20.Last.txt,2020-03-12 12:08:00,7601.5,7601.5,10
00_mnq_03_20.Last.txt,2020-03-12 12:09:00,7601.5,7601.5,1
00_mnq_03_20.Last.txt,2020-03-12 12:10:00,7601.5,7601.5,1
00_mnq_03_20.Last.txt,2020-03-12 12:11:00,7601.5,7601.5,3
00_mnq_03_20.Last.txt,2020-03-12 12:40:00,7601.5,7601.5,1
00_mnq_03_20.Last.txt,2020-03-12 12:41:00,7601.5,7601.5,1
00_mnq_03_20.Last.txt,2020-03-12 12:42:00,7601.5,7601.5,114
00_mnq_03_20.Last.txt,2020-03-12 12:43:00,7601.5,7601.5,6
00_mnq_03_20.Last.txt,2020-03-12 12:44:00,7601.5,7601.5,1
00_mnq_03_20.Last.txt,2020-03-12 12:45:00,7601.5,7601.5,10
00_mnq_03_20.Last.txt,2020-03-12 13:01:00,7601.5,7601.5,2
00_mnq_03_20.Last.txt,2020-03-12 13:02:00,7601.5,7601.5,1
00_mnq_03_20.Last.txt,2020-03-12 13:03:00,7601.5,7601.5,1
00_mnq_03_20.Last.txt,2020-03-12 13:04:00,7601.5,7601.5,1
00_mnq_03_20.Last.txt,2020-03-12 13:05:00,7601.5,7601.5,1
00_mnq_03_20.Last.txt,2020-03-12 13:06:00,7601.5,7601.5,5
00_mnq_03_20.Last.txt,2020-03-12 13:07:00,7601.5,7601.5,2
00_mnq_03_20.Last.txt,2020-03-12 13:08:00,7601.5,7601.5,1
00_mnq_03_20.Last.txt,2020-03-13 11:14:00,7622.75,7622.75,16
00_mnq_03_20.Last.txt,2020-03-13 11:15:00,7622.75,7622.75,17
00_mnq_03_20.Last.txt,2020-03-13 11:16:00,7622.75,7622.75,15
00_mnq_03_20.Last.txt,2020-03-13 11:17:00,7622.75,7622.75,8
00_mnq_03_20.Last.txt,2020-03-13 11:18:00,7622.75,7622.75,14
00_mnq_03_20.Last.txt,2020-03-13 11:19:00,7622.75,7622.75,2
00_mnq_03_20.Last.txt,2020-03-13 11:21:00,7622.75,7622.75,3
00_mnq_03_20.Last.txt,2020-03-13 11:22:00,7622.75,7622.75,10
00_mnq_03_20.Last.txt,2020-03-13 11:23:00,7622.75,7622.75,6
00_mnq_03_20.Last.txt,2020-03-13 11:24:00,7622.75,7622.75,3
00_mnq_03_20.Last.txt,2020-03-13 11:25:00,7622.75,7622.75,6
00_mnq_03_20.Last.txt,2020-03-13 11:26:00,7622.75,7622.75,2
00_mnq_03_20.Last.txt,2020-03-13 11:27:00,7622.75,7622.75,6
00_mnq_03_20.Last.txt,2020-03-13 11:28:00,7622.75,7622.75,16
