variable,minute_of_day,n,point,ci_lo,ci_hi
zero_1m,744,1394,0.020086083213773313,0.013653609775496187,0.0273422894656754
zero_1m,745,1394,0.02223816355810617,0.015090831857127363,0.02934966960578149
zero_1m,746,1394,0.029411764705882353,0.020100502512562814,0.036473888705387404
zero_1m,747,1394,0.021520803443328552,0.013651438620411831,0.029360722691402462
zero_1m,748,1394,0.027977044476327116,0.02006413613909686,0.03721134211706684
zero_1m,749,1394,0.02295552367288379,0.01612829468102966,0.03090246360015535
zero_1m,750,1394,0.027977044476327116,0.020465892352854897,0.03743837206891547
zero_1m,751,1394,0.014347202295552367,0.008620689655172414,0.021181506849315055
zero_1m,752,1394,0.021520803443328552,0.014367307421362744,0.029247199957264845
zero_1m,753,1394,0.02080344332855093,0.013644281031594756,0.028694404591104734
zero_1m,754,1394,0.020086083213773313,0.013273832748081676,0.027669010769869128
zero_1m,755,1394,0.023672883787661407,0.016113765020740235,0.03089193012407214
zero_1m,756,1394,0.027259684361549498,0.019375327652816243,0.03590729200188133
zero_1m,757,1394,0.023672883787661407,0.016522403534567156,0.03210903206493018
zero_1m,758,1394,0.02654232424677188,0.018636074934635687,0.035555903413907616
zero_1m,759,1394,0.019368723098995694,0.012889137180983402,0.026601535911585074
zero_1m,760,1394,0.025107604017216643,0.01683229055590529,0.0329189708141321
zero_1m,761,1394,0.02223816355810617,0.015090831857127363,0.03090246360015535
zero_1m,762,1394,0.024390243902439025,0.017969139646845097,0.03296875320940741
zero_1m,763,1394,0.020086083213773313,0.01324659223762478,0.028574621005912782
zero_1m,764,1394,0.025107604017216643,0.017901579418032502,0.03364063629790309
zero_1m,765,1394,0.019368723098995694,0.012181796941594521,0.02654232424677188
zero_1m,766,1394,0.021520803443328552,0.014356993848843154,0.029718193016544495
zero_1m,767,1394,0.018651362984218076,0.011489520147453346,0.025520968908170634
zero_1m,768,1394,0.027259684361549498,0.019027842335223574,0.03580444074798022
zero_1m,769,1394,0.029411764705882353,0.02142857142857143,0.037266087231579925
zero_1m,770,1394,0.03156384505021521,0.02255802638403196,0.04123317528433659
zero_1m,771,1394,0.023672883787661407,0.016822848146310954,0.03144270839183618
zero_1m,772,1394,0.018651362984218076,0.012159800204973079,0.025458407503484104
zero_1m,773,1394,0.018651362984218076,0.011469128849387264,0.026012513997979592
zero_1m,774,1394,0.020086083213773313,0.013268629360156284,0.027551373096006446
zero_1m,775,1394,0.027259684361549498,0.01931987152113204,0.0355137777283731
zero_1m,776,1394,0.02295552367288379,0.015064029826552116,0.03148771121351766
zero_1m,777,1394,0.02223816355810617,0.014419098352815931,0.03002480083711766
zero_1m,778,1393,0.028715003589375447,0.020400199405682808,0.03799859096232339
zero_1m,779,1392,0.028017241379310345,0.020041555540183595,0.0367008169039016
zero_1m,780,1393,0.03374012921751615,0.02513420190030613,0.04441422094965402
zero_1m,781,1346,0.02674591381872214,0.017957017901370033,0.036587371254681644
zero_1m,782,1347,0.014105419450631032,0.008130081300813009,0.021216184494915483
zero_1m,783,1347,0.022271714922048998,0.015572011878247959,0.029620341168781605
zero_1m,784,1347,0.021529324424647365,0.013395323558058286,0.029494114872216256
zero_1m,785,1347,0.026726057906458798,0.018628228342281325,0.03514359382860976
zero_1m,786,1347,0.0200445434298441,0.012698389441110278,0.0271332554061952
zero_1m,787,1347,0.016332590942835932,0.00968048502510243,0.02290165589627697
zero_1m,788,1347,0.015590200445434299,0.009992633844610691,0.02360250609119387
zero_1m,789,1347,0.017074981440237565,0.010459784048358688,0.023892795198879973
zero_1m,790,1347,0.03637713437268003,0.028084712838576036,0.04584188872415889
zero_1m,791,1347,0.0200445434298441,0.012990352321187884,0.02749958572004618
zero_1m,792,1347,0.022271714922048998,0.01362440754105404,0.03076722653452993
zero_1m,793,1347,0.01855976243504083,0.011881596597126618,0.026478363439493204
zero_1m,794,1347,0.028953229398663696,0.020871017214745335,0.03843455289171685
zero_1m,795,1346,0.030460624071322436,0.020739983945121505,0.03921886712893552
zero_1m,796,1346,0.022288261515601784,0.014247953855030474,0.030545498883085144
zero_1m,797,1347,0.020786933927245732,0.014005391595827586,0.028966769366197184
zero_1m,798,1347,0.028953229398663696,0.019613093996984337,0.03931898742118636
zero_1m,799,1347,0.031180400890868598,0.022704415113435104,0.040001503430180205
zero_1m,800,1347,0.0200445434298441,0.013362066352330379,0.028307017018216682
zero_1m,801,1347,0.0200445434298441,0.013288793079954434,0.028406537896343165
zero_1m,802,1346,0.02526002971768202,0.017111270550681023,0.033410126184616994
zero_1m,803,1346,0.018573551263001486,0.011922503725782414,0.025101980192623198
zero_1m,804,1347,0.017817371937639197,0.012186706559898113,0.025130284583045632
zero_1m,805,1347,0.0200445434298441,0.01327433628318584,0.02716852128292678
zero_1m,806,1346,0.02600297176820208,0.01638063524590164,0.03411525555336809
zero_1m,807,1346,0.02600297176820208,0.017876118568232662,0.03538241541647522
zero_1m,808,1347,0.0200445434298441,0.013437114394919795,0.028359282891113217
zero_1m,809,1347,0.024498886414253896,0.016700489107545704,0.03223649664113566
zero_1m,810,1347,0.020786933927245732,0.013410936906562544,0.029051938518696068
zero_1m,811,1347,0.020786933927245732,0.01335082294165526,0.028673433939266888
zero_1m,812,1347,0.023756495916852263,0.015156282168654644,0.032975790185263615
zero_1m,813,1347,0.023756495916852263,0.015572572165776165,0.03156872654882473
zero_1m,814,1347,0.030438010393466965,0.020036736764190783,0.03891015510456901
zero_1m,815,1346,0.0274888558692422,0.018609142307749887,0.037014105978479615
zero_1m,816,1346,0.033432392273402674,0.02449627976190476,0.04437595670238354
zero_1m,817,1347,0.0200445434298441,0.013521317094318152,0.026738556338028165
zero_1m,818,1346,0.021545319465081723,0.014120374973486054,0.029224658613445368
zero_1m,819,1346,0.02897473997028232,0.019984467455621303,0.037961262432188066
zero_1m,820,1347,0.021529324424647365,0.014530992259865498,0.030217194152402465
zero_1m,821,1347,0.028210838901262063,0.01997743562734595,0.036900581967887286
zero_1m,822,1347,0.023756495916852263,0.015657759006598024,0.0317935679861102
zero_1m,823,1347,0.028953229398663696,0.02008854946618429,0.03783525204680197
zero_1m,824,1347,0.0200445434298441,0.013357824509460521,0.028241185393221208
zero_1m,825,1347,0.019302152932442463,0.011860637509266123,0.026380044513825553
zero_1m,826,1347,0.025241276911655532,0.017035812424279668,0.033361917186139955
zero_1m,827,1347,0.028953229398663696,0.020036736764190783,0.038200456219733364
zero_1m,828,1347,0.022271714922048998,0.015011484210971296,0.030658426379651334
zero_1m,829,1347,0.019302152932442463,0.012643416028739632,0.027129899689254756
zero_1m,830,1346,0.02451708766716196,0.017369776496918784,0.033224471675529305
zero_1m,831,1346,0.02674591381872214,0.01855253404091739,0.035682358010097545
zero_1m,832,1347,0.017074981440237565,0.009927723534174556,0.02515964558242716
zero_1m,833,1347,0.017074981440237565,0.01033572795107567,0.023818831330000352
zero_1m,834,1347,0.034892353377876766,0.025263158766932147,0.043807929153165816
zero_1m,835,1346,0.034918276374442794,0.02559964844137618,0.04479367538706765
zero_1m,836,1345,0.02379182156133829,0.016779092616480747,0.030409564393939388
zero_1m,837,1345,0.02453531598513011,0.017466901211569283,0.033311462881117374
zero_1m,838,1346,0.023031203566121844,0.014997300671457974,0.03055498332828971
zero_1m,839,1347,0.02746844840386043,0.020019783440751414,0.03641976382702301
zero_1m,840,1346,0.03194650817236255,0.023036921426590765,0.042199355021104806
zero_1m,841,1346,0.015601783060921248,0.009636074792957675,0.02234678794832842
zero_1m,842,1347,0.020786933927245732,0.013252116989710043,0.02874634079183815
zero_1m,843,1347,0.016332590942835932,0.010480352160690416,0.024117668893838144
zero_1m,844,1346,0.02823179791976226,0.020462537113582115,0.03573676459189209
zero_1m,845,1346,0.020059435364041606,0.013283181401519918,0.026278308214313893
zero_1m,846,1346,0.018573551263001486,0.01185602503912363,0.02535421327367636
zero_1m,847,1346,0.018573551263001486,0.01120556705381184,0.025185185185185185
zero_1m,848,1346,0.022288261515601784,0.014109888806768667,0.029731589890209922
zero_1m,849,1346,0.022288261515601784,0.015139081286688453,0.0307311176675241
zero_1m,850,1346,0.0237741456166419,0.015659380074293214,0.03153019896174742
zero_1m,851,1345,0.015613382899628252,0.00893838227248869,0.023668639053254437
zero_1m,852,1345,0.02379182156133829,0.015543474687705457,0.032470320966797354
zero_1m,853,1346,0.021545319465081723,0.014798100464700703,0.028936298076923075
zero_1m,854,1347,0.0200445434298441,0.01191784302998492,0.02793163338572897
zero_1m,855,1347,0.021529324424647365,0.01376845715097994,0.03070915258134989
zero_1m,856,1347,0.017817371937639197,0.011460454616735151,0.023812299766321376
zero_1m,857,1347,0.023756495916852263,0.015202101649926367,0.03224643490580023
zero_1m,858,1347,0.025983667409057165,0.018647449981301422,0.03524863344405092
zero_1m,859,1347,0.026726057906458798,0.018995622146448593,0.035259545280809636
zero_1m,860,1346,0.020802377414561663,0.013347438752783965,0.029611917209004576
zero_1m,861,1346,0.020802377414561663,0.013447640130342903,0.028480209111277067
zero_1m,862,1346,0.020059435364041606,0.013303285028799175,0.027856909801984985
zero_1m,863,1346,0.021545319465081723,0.01372541551858132,0.029554684600100436
zero_1m,864,1346,0.0237741456166419,0.016433732128723427,0.03288743408704978
zero_1m,865,1346,0.0274888558692422,0.018510012369478968,0.03638136574074074
zero_1m,866,1346,0.017830609212481426,0.011085679324594875,0.02592893462848376
zero_1m,867,1346,0.0237741456166419,0.016405064839735747,0.032086114515125504
zero_1m,868,1346,0.021545319465081723,0.014136386661388944,0.029773539162500442
zero_1m,869,1346,0.029717682020802376,0.021393161886122506,0.039025798839317366
zero_1m,870,1347,0.02301410541945063,0.014776234441544092,0.03253811973960713
zero_1m,871,1347,0.014847809948032665,0.009258688109269154,0.02113845732825131
zero_1m,872,1347,0.019302152932442463,0.011883629980652835,0.026587887740029542
zero_1m,873,1347,0.023756495916852263,0.015867477278309998,0.03270346139569413
zero_1m,874,1347,0.026726057906458798,0.018441740766985928,0.03566121842496285
zero_1m,875,1347,0.03414996288047513,0.02417141647035375,0.04435739379432002
zero_1m,876,1347,0.020786933927245732,0.013377679700834635,0.029289630864240263
zero_1m,877,1347,0.03192279138827023,0.022761351365822753,0.04123422983489618
zero_1m,878,1347,0.021529324424647365,0.013381149135286534,0.02909416841964673
zero_1m,879,1347,0.031180400890868598,0.021853523410135113,0.039615102643316254
zero_1m,880,1346,0.0274888558692422,0.018049648158645997,0.03665817638051996
zero_1m,881,1346,0.022288261515601784,0.014116494315733651,0.03127445044709389
zero_1m,882,1346,0.022288261515601784,0.01421545657614081,0.029845624210430338
zero_1m,883,1347,0.028953229398663696,0.020939463053682883,0.03853350904648162
zero_1m,884,1347,0.02301410541945063,0.015162515146696786,0.032174194057658805
zero_1m,885,1347,0.025983667409057165,0.01883203972635077,0.035134109290539305
zero_1m,886,1347,0.022271714922048998,0.014819498470195723,0.031113483925341946
zero_1m,887,1347,0.017074981440237565,0.01033172768983412,0.024355155488163555
zero_1m,888,1347,0.017074981440237565,0.01107399423329536,0.02441965600647342
zero_1m,889,1347,0.0200445434298441,0.013283649886929583,0.028299326969510978
zero_1m,890,1347,0.022271714922048998,0.015525420254202543,0.03231254639940607
zero_1m,891,1347,0.022271714922048998,0.015570433758314857,0.02982961496541139
zero_1m,892,1347,0.019302152932442463,0.01220994083776016,0.027531871217472755
zero_1m,893,1347,0.022271714922048998,0.014852514533440702,0.030946806276089235
zero_1m,894,1347,0.025983667409057165,0.016611234294161125,0.03402761099516109
zero_1m,895,1347,0.025241276911655532,0.016992060416166292,0.03417533432392273
zero_1m,896,1347,0.019302152932442463,0.011101708751736803,0.026486046874043396
zero_1m,897,1347,0.025983667409057165,0.017856488414386036,0.034598706731545824
zero_1m,898,1347,0.03192279138827023,0.023700400113252022,0.04236422664980087
zero_1m,899,1347,0.02969561989606533,0.02174531946625157,0.039195307195502356
zero_1m,900,1347,0.030438010393466965,0.021018054252939903,0.03980288051956672
zero_1m,901,1347,0.015590200445434299,0.00889861266615781,0.021378944639724534
zero_1m,902,1347,0.020786933927245732,0.014042356419288018,0.030360849698001145
zero_1m,903,1346,0.019316493313521546,0.01146921298584341,0.02706355214100101
zero_1m,904,1346,0.020802377414561663,0.013015447697677578,0.027792678064837113
zero_1m,905,1346,0.020059435364041606,0.012591255594677834,0.027432031805955097
zero_1m,906,1346,0.021545319465081723,0.014875143830766506,0.029352743627788665
zero_1m,907,1346,0.02451708766716196,0.016707940208144596,0.03178241873738124
zero_1m,908,1346,0.017830609212481426,0.011089585895858959,0.026273187437719683
zero_1m,909,1346,0.021545319465081723,0.014874607092634861,0.02952029520295203
zero_1m,910,1346,0.020802377414561663,0.01403550166981269,0.028339321993962798
zero_1m,911,1346,0.018573551263001486,0.011228321754781409,0.025450068491423863
zero_1m,912,1346,0.0237741456166419,0.01620428002261783,0.030794186483888476
zero_1m,913,1346,0.018573551263001486,0.011155187235709213,0.025975503840277924
zero_1m,914,1346,0.022288261515601784,0.014847809948032665,0.030007383044184672
zero_1m,915,1345,0.013382899628252789,0.007396180213063822,0.019727654733135674
zero_1m,916,1346,0.017830609212481426,0.01004369594927416,0.02562525352957256
zero_1m,917,1347,0.017817371937639197,0.011221225258957274,0.025541597775028183
zero_1m,918,1347,0.028210838901262063,0.018698578908002993,0.037091988130563795
zero_1m,919,1347,0.023756495916852263,0.015949251541592668,0.03160020930668404
zero_1m,920,1347,0.02301410541945063,0.015729194078624366,0.03155228788766648
zero_1m,921,1347,0.01855976243504083,0.011155955319476146,0.02638477263035097
zero_1m,922,1347,0.015590200445434299,0.009590038086882503,0.023427611415531166
zero_1m,923,1347,0.016332590942835932,0.010529693907108523,0.02289131064745818
zero_1m,924,1347,0.01855976243504083,0.012033935893838315,0.024955006653359937
zero_1m,925,1347,0.02746844840386043,0.020007042253521127,0.035913208035099856
zero_1m,926,1347,0.017074981440237565,0.011081393330407498,0.023792719167904902
zero_1m,927,1347,0.026726057906458798,0.01846248756349165,0.035687732342007436
zero_1m,928,1347,0.02746844840386043,0.018600508764985455,0.037151426803561496
zero_1m,929,1347,0.02969561989606533,0.02083256981678371,0.038708610482297366
zero_1m,930,1347,0.023756495916852263,0.016460599742922532,0.032545902649069966
zero_1m,931,1346,0.01634472511144131,0.01034663403628855,0.02300064718934911
zero_1m,932,1346,0.021545319465081723,0.015175776745412014,0.030872199594919675
zero_1m,933,1346,0.017830609212481426,0.011060411590671771,0.025297619047619048
zero_1m,934,1346,0.019316493313521546,0.011518842805428963,0.0266604270774049
zero_1m,935,1346,0.018573551263001486,0.012573506362208497,0.025685510233480705
zero_1m,936,1347,0.01855976243504083,0.011798162533100346,0.026658307051903446
zero_1m,937,1347,0.021529324424647365,0.014831021110263016,0.029853040438940603
zero_1m,938,1347,0.023756495916852263,0.015895587969579003,0.03217224633386228
zero_1m,939,1347,0.023756495916852263,0.01628937828152346,0.03181709308029555
zero_1m,940,1347,0.020786933927245732,0.013773114833168667,0.02883941398741775
zero_1m,941,1346,0.022288261515601784,0.015601212111176427,0.029887093821305933
zero_1m,942,1346,0.020802377414561663,0.01337672976263337,0.028498534372977703
zero_1m,943,1346,0.020059435364041606,0.012696041822255415,0.026765799256505577
zero_1m,944,1346,0.018573551263001486,0.01198414786942809,0.025732925244294505
zero_1m,945,1346,0.01634472511144131,0.010385377163539987,0.02349190026928714
zero_1m,946,1346,0.019316493313521546,0.012957168293326299,0.02676784846610404
zero_1m,947,1347,0.022271714922048998,0.014402855212213787,0.02981792843163731
zero_1m,948,1347,0.014105419450631032,0.00814468914076173,0.01928177843768044
