group,n,zero_fraction,sigma_delta_close_points,tick_to_sigma_points,sigma_r_1m,tick_return_representative,tick_to_sigma_return,close_representative,median_range_points,tick_to_median_range,median_abs_ticks,prop_0_ticks,prop_abs_1_tick,prop_abs_le_2_ticks,prop_abs_le_5_ticks,n_distinct_r1m_central,n_distinct_ticks_central
GLOBAL,1914530,0.04293481951183842,5.652131542858328,0.04423110079875689,0.0004191587723174421,1.7402956762871464e-05,0.041518770242250015,14365.25,4.5,0.05555555555555555,7.0,0.04293481951183842,0.08284905433709579,0.20379832125900352,0.39979577233054586,299178,11
