series,config,theoretical_q,empirical_q
z,rolling_std_120_raw,-0.5680514983389829,-0.4234459113181708
z,rolling_std_120_raw,-0.5621702922579264,-0.4186624541770525
z,rolling_std_120_raw,-0.5563084669589183,-0.413867765971356
z,rolling_std_120_raw,-0.5504656950201127,-0.4090116583615251
z,rolling_std_120_raw,-0.5446416547999992,-0.40425012158834184
z,rolling_std_120_raw,-0.5388360302784503,-0.3995950022259108
z,rolling_std_120_raw,-0.5330485109029091,-0.39486113488692526
z,rolling_std_120_raw,-0.5272787914395083,-0.3901432194201043
z,rolling_std_120_raw,-0.5215265718289321,-0.3854888005965629
z,rolling_std_120_raw,-0.5157915570468274,-0.38090478811165285
z,rolling_std_120_raw,-0.5100734569685947,-0.3763958346419196
z,rolling_std_120_raw,-0.5043719862383813,-0.37173362027757206
z,rolling_std_120_raw,-0.49868686414212227,-0.36710908745556997
z,rolling_std_120_raw,-0.4930178144844647,-0.362742762765954
z,rolling_std_120_raw,-0.48736456546944074,-0.35816500509662436
z,rolling_std_120_raw,-0.4817268495847302,-0.35372655679916953
z,rolling_std_120_raw,-0.47610440348939487,-0.34931118382252885
z,rolling_std_120_raw,-0.4704969679049413,-0.3448329813740598
z,rolling_std_120_raw,-0.4649042875095944,-0.34028530665678464
z,rolling_std_120_raw,-0.4593261108356628,-0.33583810439600653
z,rolling_std_120_raw,-0.4537621901698793,-0.3313812395159005
z,rolling_std_120_raw,-0.448212281456609,-0.3269232390314881
z,rolling_std_120_raw,-0.4426761442038212,-0.3224983466656104
z,rolling_std_120_raw,-0.43715354139172213,-0.3181944673819151
z,rolling_std_120_raw,-0.431644239383956,-0.31380066190531036
z,rolling_std_120_raw,-0.4261480078412781,-0.30939086659766096
z,rolling_std_120_raw,-0.4206646196376155,-0.30502681805003967
z,rolling_std_120_raw,-0.41519385077842663,-0.30062894283522595
z,rolling_std_120_raw,-0.40973548032128104,-0.29642201514949085
z,rolling_std_120_raw,-0.4042892902985787,-0.2921433551054505
z,rolling_std_120_raw,-0.39885506564233686,-0.2879257163066359
z,rolling_std_120_raw,-0.3934325941109666,-0.283729265871598
z,rolling_std_120_raw,-0.38802166621797707,-0.279435028675296
z,rolling_std_120_raw,-0.3826220751625341,-0.27526558497177045
z,rolling_std_120_raw,-0.37723361676181155,-0.271132753036995
z,rolling_std_120_raw,-0.3718560893850747,-0.2670331216425664
z,rolling_std_120_raw,-0.36648929388943363,-0.26292150196337916
z,rolling_std_120_raw,-0.36113303355721227,-0.25880763090084985
z,rolling_std_120_raw,-0.3557871140348752,-0.2547410716671337
z,rolling_std_120_raw,-0.35045134327346134,-0.25066278555127464
z,rolling_std_120_raw,-0.34512553147047226,-0.24663518880918828
z,rolling_std_120_raw,-0.3398094910131667,-0.24257239589518062
z,rolling_std_120_raw,-0.3345030364232122,-0.23854017336771202
z,rolling_std_120_raw,-0.32920598430265113,-0.23459095574286656
z,rolling_std_120_raw,-0.323918153281133,-0.23051735349834168
z,rolling_std_120_raw,-0.31863936396437514,-0.22661595265022058
z,rolling_std_120_raw,-0.31336943888380603,-0.22260902832749005
z,rolling_std_120_raw,-0.3081082024473549,-0.21870960947208642
z,rolling_std_120_raw,-0.30285548089134917,-0.2147385639235686
z,rolling_std_120_raw,-0.2976111022334798,-0.2109384540165155
z,rolling_std_120_raw,-0.2923748962268042,-0.20709444165781532
z,rolling_std_120_raw,-0.28714669431474543,-0.2031218939686672
z,rolling_std_120_raw,-0.2819263295870614,-0.19925294348042374
z,rolling_std_120_raw,-0.27671363673674687,-0.1953904267425523
z,rolling_std_120_raw,-0.2715084520178386,-0.19163608941344548
z,rolling_std_120_raw,-0.26631061320409494,-0.1877869953852573
z,rolling_std_120_raw,-0.26111995954851813,-0.1839619199972314
z,rolling_std_120_raw,-0.2559363317436934,-0.1802676293122218
z,rolling_std_120_raw,-0.250759571882916,-0.1766322563408647
z,rolling_std_120_raw,-0.24558952342208085,-0.1728648425779085
z,rolling_std_120_raw,-0.24042603114230793,-0.1690887937432692
z,rolling_std_120_raw,-0.2352689411132797,-0.16537909621790112
z,rolling_std_120_raw,-0.23011810065726568,-0.16171535690439173
z,rolling_std_120_raw,-0.22497335831381154,-0.15796964299766636
z,rolling_std_120_raw,-0.2198345638050687,-0.15430096521251796
z,rolling_std_120_raw,-0.21470156800174453,-0.1505867415805439
z,rolling_std_120_raw,-0.20957422288964928,-0.14677552272594535
z,rolling_std_120_raw,-0.2044523815368209,-0.14313295454643113
z,rolling_std_120_raw,-0.1993358980612069,-0.13947761805404188
z,rolling_std_120_raw,-0.1942246275988834,-0.13582556067536958
z,rolling_std_120_raw,-0.1891184262727925,-0.13215385275254904
z,rolling_std_120_raw,-0.1840171511619796,-0.12843307410866173
z,rolling_std_120_raw,-0.17892066027131207,-0.12477005752781627
z,rolling_std_120_raw,-0.1738288125016624,-0.12109600802870249
z,rolling_std_120_raw,-0.16874146762053802,-0.11739549974655478
z,rolling_std_120_raw,-0.16365848623314122,-0.11382427493009405
z,rolling_std_120_raw,-0.15857972975384346,-0.11008425811400606
z,rolling_std_120_raw,-0.15350506037805708,-0.1063533181633815
z,rolling_std_120_raw,-0.14843434105448977,-0.10265172495349834
z,rolling_std_120_raw,-0.14336743545776665,-0.09898273439468859
z,rolling_std_120_raw,-0.1383042079614045,-0.0953800498692052
z,rolling_std_120_raw,-0.13324452361112382,-0.09168421589446668
z,rolling_std_120_raw,-0.12818824809848547,-0.08785904993803817
z,rolling_std_120_raw,-0.1231352477348365,-0.08410867861568001
z,rolling_std_120_raw,-0.11808538942555283,-0.08006267668831264
z,rolling_std_120_raw,-0.11303854064456507,-0.075974087831189
z,rolling_std_120_raw,-0.10799456940915403,-0.07174648976803237
z,rolling_std_120_raw,-0.1029533442550038,-0.0674996318788379
z,rolling_std_120_raw,-0.09791473421149931,-0.06304003680473459
z,rolling_std_120_raw,-0.09287860877725637,-0.058776169297004216
z,rolling_std_120_raw,-0.08784483789587168,-0.05392735099263756
z,rolling_std_120_raw,-0.08281329193188118,-0.04877354539303789
z,rolling_std_120_raw,-0.07778384164691525,-0.043015588394029435
z,rolling_std_120_raw,-0.07275635817603748,-0.03621708364519081
z,rolling_std_120_raw,-0.06773071300425916,-0.027190975517069404
z,rolling_std_120_raw,-0.06270677794321383,-0.0017400788540057614
z,rolling_std_120_raw,-0.05768442510798417,-0.0017400788540057614
z,rolling_std_120_raw,-0.05266352689406846,-0.0017400788540057614
z,rolling_std_120_raw,-0.04764395595447656,-0.0017400788540057614
z,rolling_std_120_raw,-0.04262558517694437,-0.0017400788540057614
z,rolling_std_120_raw,-0.037608287661255936,-0.0017400788540057614
z,rolling_std_120_raw,-0.032591936696663076,-0.0017400788540057614
z,rolling_std_120_raw,-0.027576405739391723,-0.0017400788540057614
z,rolling_std_120_raw,-0.022561568390224718,-0.0017400788540057614
z,rolling_std_120_raw,-0.017547298372150796,-0.0017400788540057614
z,rolling_std_120_raw,-0.012533469508069278,-0.0017400788540057614
z,rolling_std_120_raw,-0.007519955698540525,-0.0017400788540057614
z,rolling_std_120_raw,-0.0025066308995717666,-0.0017400788540057614
z,rolling_std_120_raw,0.0025066308995717666,-0.0017400788540057614
z,rolling_std_120_raw,0.007519955698540525,-0.0017400788540057614
z,rolling_std_120_raw,0.012533469508069278,-0.0017400788540057614
z,rolling_std_120_raw,0.017547298372150796,-0.0017400788540057614
z,rolling_std_120_raw,0.022561568390224718,-0.0017400788540057614
z,rolling_std_120_raw,0.027576405739391723,-0.0017400788540057614
z,rolling_std_120_raw,0.032591936696663076,-0.0017400788540057614
z,rolling_std_120_raw,0.037608287661255936,-0.0017400788540057614
z,rolling_std_120_raw,0.04262558517694437,-0.0017400788540057614
z,rolling_std_120_raw,0.04764395595447656,0.02814197214204402
z,rolling_std_120_raw,0.05266352689406846,0.03597413873760693
z,rolling_std_120_raw,0.05768442510798417,0.04230018839915712
z,rolling_std_120_raw,0.06270677794321383,0.04769413019895454
z,rolling_std_120_raw,0.06773071300425916,0.052678427712858265
z,rolling_std_120_raw,0.07275635817603748,0.057211338744623384
z,rolling_std_120_raw,0.07778384164691525,0.06175579746043293
z,rolling_std_120_raw,0.08281329193188132,0.06600339948248862
z,rolling_std_120_raw,0.08784483789587182,0.07020324490847031
z,rolling_std_120_raw,0.09287860877725654,0.07421850500083807
z,rolling_std_120_raw,0.09791473421149946,0.07800791125299623
z,rolling_std_120_raw,0.10295334425500394,0.08198498491533336
z,rolling_std_120_raw,0.1079945694091542,0.08576474778835218
z,rolling_std_120_raw,0.11303854064456521,0.08950524448409584
z,rolling_std_120_raw,0.11808538942555302,0.09322189649003651
z,rolling_std_120_raw,0.12313524773483664,0.09682540071323231
z,rolling_std_120_raw,0.1281882480984856,0.1005304320974067
z,rolling_std_120_raw,0.13324452361112396,0.10419168449590525
z,rolling_std_120_raw,0.13830420796140463,0.1078012951839163
z,rolling_std_120_raw,0.14336743545776678,0.11149362263718725
z,rolling_std_120_raw,0.1484343410544899,0.11498285498680187
z,rolling_std_120_raw,0.15350506037805722,0.118531774452719
z,rolling_std_120_raw,0.15857972975384332,0.12227920987630816
z,rolling_std_120_raw,0.16365848623314108,0.1259438667668076
z,rolling_std_120_raw,0.16874146762053788,0.1296133807166284
z,rolling_std_120_raw,0.17382881250166224,0.13332050387434147
z,rolling_std_120_raw,0.17892066027131193,0.13688629722208412
z,rolling_std_120_raw,0.18401715116197945,0.14050065151695684
z,rolling_std_120_raw,0.18911842627279238,0.14422584996973942
z,rolling_std_120_raw,0.1942246275988833,0.14799343843781115
z,rolling_std_120_raw,0.19933589806120677,0.15170732208916612
z,rolling_std_120_raw,0.20445238153682072,0.15537613412722878
z,rolling_std_120_raw,0.2095742228896491,0.1591654033411766
z,rolling_std_120_raw,0.2147015680017444,0.16278252911522023
z,rolling_std_120_raw,0.21983456380506858,0.16640187041574284
z,rolling_std_120_raw,0.22497335831381138,0.17020766488491995
z,rolling_std_120_raw,0.23011810065726557,0.17393173806349113
z,rolling_std_120_raw,0.23526894111327962,0.17766163043581967
z,rolling_std_120_raw,0.24042603114230793,0.1813103871052816
z,rolling_std_120_raw,0.24558952342208085,0.18501545007889478
z,rolling_std_120_raw,0.250759571882916,0.18873801002275004
z,rolling_std_120_raw,0.2559363317436934,0.1926267032027687
z,rolling_std_120_raw,0.26111995954851813,0.19649559033179148
z,rolling_std_120_raw,0.26631061320409494,0.20037032339274766
z,rolling_std_120_raw,0.2715084520178386,0.20436628807709079
z,rolling_std_120_raw,0.27671363673674687,0.2082210125613894
z,rolling_std_120_raw,0.2819263295870614,0.2121283267399992
z,rolling_std_120_raw,0.28714669431474543,0.21608619407387733
z,rolling_std_120_raw,0.2923748962268042,0.22023710462687787
z,rolling_std_120_raw,0.2976111022334798,0.22427738745054496
z,rolling_std_120_raw,0.30285548089134917,0.22816702225577368
z,rolling_std_120_raw,0.3081082024473549,0.23198345570485107
z,rolling_std_120_raw,0.31336943888380603,0.23594466086216204
z,rolling_std_120_raw,0.31863936396437514,0.23985764459204495
z,rolling_std_120_raw,0.323918153281133,0.2438457290312675
z,rolling_std_120_raw,0.32920598430265113,0.24792762826182435
z,rolling_std_120_raw,0.3345030364232122,0.25213703260710774
z,rolling_std_120_raw,0.3398094910131667,0.25615385486060094
z,rolling_std_120_raw,0.34512553147047226,0.260310520792919
z,rolling_std_120_raw,0.35045134327346134,0.2643343247479527
z,rolling_std_120_raw,0.3557871140348752,0.2684796465937513
z,rolling_std_120_raw,0.36113303355721227,0.2726392396611273
z,rolling_std_120_raw,0.36648929388943363,0.27681149331966576
z,rolling_std_120_raw,0.3718560893850747,0.2808797668194447
z,rolling_std_120_raw,0.37723361676181155,0.2851391778833111
z,rolling_std_120_raw,0.3826220751625341,0.289339460873754
z,rolling_std_120_raw,0.38802166621797707,0.2937115717944175
z,rolling_std_120_raw,0.3934325941109666,0.2979073775762816
z,rolling_std_120_raw,0.39885506564233686,0.3022150079370509
z,rolling_std_120_raw,0.40428929029857885,0.30636792713653915
z,rolling_std_120_raw,0.4097354803212812,0.3107520971302083
z,rolling_std_120_raw,0.41519385077842685,0.31497473920244595
z,rolling_std_120_raw,0.4206646196376157,0.319259395436224
z,rolling_std_120_raw,0.42614800784127826,0.32349182826782324
z,rolling_std_120_raw,0.43164423938395613,0.3278905703603752
z,rolling_std_120_raw,0.43715354139172224,0.332147824409614
z,rolling_std_120_raw,0.44267614420382156,0.33651437160509523
z,rolling_std_120_raw,0.44821228145660913,0.34080057316915935
z,rolling_std_120_raw,0.4537621901698796,0.3451186937649793
z,rolling_std_120_raw,0.45932611083566305,0.34945648854218675
z,rolling_std_120_raw,0.46490428750959456,0.35386517404042356
z,rolling_std_120_raw,0.4704969679049415,0.3582207035334295
z,rolling_std_120_raw,0.47610440348939514,0.362668300185957
z,rolling_std_120_raw,0.48172684958473033,0.36726852454602765
z,rolling_std_120_raw,0.4873645654694408,0.37165260204629397
z,rolling_std_120_raw,0.4930178144844647,0.3761739880586968
z,rolling_std_120_raw,0.49868686414212166,0.3807688129343083
z,rolling_std_120_raw,0.5043719862383814,0.38532658729812985
z,rolling_std_120_raw,0.5100734569685945,0.389776051703196
z,rolling_std_120_raw,0.5157915570468273,0.39427655294239977
z,rolling_std_120_raw,0.521526571828932,0.3988626151114586
z,rolling_std_120_raw,0.5272787914395082,0.40351063136765714
z,rolling_std_120_raw,0.5330485109029087,0.4080893425326529
z,rolling_std_120_raw,0.5388360302784502,0.412733655617318
z,rolling_std_120_raw,0.544641654799999,0.4173781177161602
z,rolling_std_120_raw,0.5504656950201124,0.4221738978346374
z,rolling_std_120_raw,0.5563084669589181,0.42677607615692276
z,rolling_std_120_raw,0.5621702922579263,0.43161206082556774
z,rolling_std_120_raw,0.5680514983389827,0.4363162740929179
z,rolling_std_120_raw,0.5739524185685733,0.44108127063249036
z,rolling_std_120_raw,0.5798733924277044,0.44595493207737247
z,rolling_std_120_raw,0.5858147656875988,0.4508058392831393
z,rolling_std_120_raw,0.5917768905914464,0.45561388826794463
z,rolling_std_120_raw,0.5977601260424784,0.46044929873837004
z,rolling_std_120_raw,0.6037648377986299,0.46535884909785213
z,rolling_std_120_raw,0.6097913986740797,0.4702942420122375
z,rolling_std_120_raw,0.6158401887479719,0.4751658496342511
z,rolling_std_120_raw,0.6219115955806241,0.48012175562702064
z,rolling_std_120_raw,0.6280060144375696,0.485092612187349
z,rolling_std_120_raw,0.6341238485217698,0.4900741879121121
z,rolling_std_120_raw,0.6402655092143741,0.4951696529917138
z,rolling_std_120_raw,0.6464314163244075,0.500213729058
z,rolling_std_120_raw,0.652621998347801,0.5053127743910589
z,rolling_std_120_raw,0.6588376927361879,0.5105395776536746
z,rolling_std_120_raw,0.6650789461759234,0.5158327511829361
z,rolling_std_120_raw,0.6713462148778053,0.5210679941041616
z,rolling_std_120_raw,0.6776399648779956,0.5261398580821837
z,rolling_std_120_raw,0.6839606723506823,0.5315557163982627
z,rolling_std_120_raw,0.690308823933034,0.5367875705732245
z,rolling_std_120_raw,0.6966849170630507,0.5422293645122377
z,rolling_std_120_raw,0.7030894603309286,0.5475299676190574
z,rolling_std_120_raw,0.7095229738446082,0.5528911731062122
z,rolling_std_120_raw,0.7159859896102049,0.5584207523104208
z,rolling_std_120_raw,0.7224790519280627,0.5638602414336278
z,rolling_std_120_raw,0.7290027178052185,0.5692699222370268
z,rolling_std_120_raw,0.7355575573851106,0.5747524899000709
z,rolling_std_120_raw,0.7421441543954094,0.580341030791335
z,rolling_std_120_raw,0.7487631066149087,0.585859832060543
z,rolling_std_120_raw,0.7554150263604693,0.5914834604772808
z,rolling_std_120_raw,0.7621005409950667,0.5971723866319226
z,rolling_std_120_raw,0.7688202934580621,0.6031175455233253
z,rolling_std_120_raw,0.7755749428188843,0.6089462744330155
z,rolling_std_120_raw,0.7823651648553872,0.614905158209963
z,rolling_std_120_raw,0.7891916526582223,0.620864880929705
z,rolling_std_120_raw,0.7960551172626629,0.6267174793222217
z,rolling_std_120_raw,0.8029562883093937,0.6326048971553554
z,rolling_std_120_raw,0.809895914735898,0.6385722561305678
z,rolling_std_120_raw,0.8168747655001637,0.6445919842793507
z,rolling_std_120_raw,0.8238936303385576,0.6506915446491766
z,rolling_std_120_raw,0.830953320559838,0.6568083540136007
z,rolling_std_120_raw,0.8380546698774067,0.6631125927212724
z,rolling_std_120_raw,0.84519853528205,0.6693620657957078
z,rolling_std_120_raw,0.8523857979575752,0.6757131459641651
z,rolling_std_120_raw,0.8596173642419117,0.6820388695703595
z,rolling_std_120_raw,0.866894166636438,0.6885808487247989
z,rolling_std_120_raw,0.8742171648664836,0.6949469879303279
z,rolling_std_120_raw,0.8815873469961749,0.7015132321333484
z,rolling_std_120_raw,0.8890057306010245,0.7080710018185693
z,rolling_std_120_raw,0.8964733640019159,0.7144114666927434
z,rolling_std_120_raw,0.9039913275644013,0.7211613086207921
z,rolling_std_120_raw,0.9115607350675405,0.7278898441924015
z,rolling_std_120_raw,0.9191827351468197,0.7345086991585167
z,rolling_std_120_raw,0.9268585128160437,0.7413440791508191
z,rolling_std_120_raw,0.9345892910734798,0.7481381562368452
z,rolling_std_120_raw,0.9423763325979503,0.7552200302214398
z,rolling_std_120_raw,0.9502209415410151,0.7623531679216233
z,rolling_std_120_raw,0.9581244654219027,0.7693596947560485
z,rolling_std_120_raw,0.9660882971323729,0.7765975566109307
z,rolling_std_120_raw,0.974113877059309,0.7837757326789135
z,rolling_std_120_raw,0.9822026953334697,0.7910615238484656
z,rolling_std_120_raw,0.9903562942135747,0.7984446744867425
z,rolling_std_120_raw,0.9985762706156596,0.8058053611181764
z,rolling_std_120_raw,1.0068642787985222,0.813411637365046
z,rolling_std_120_raw,1.015222033217028,0.8211811394306098
z,rolling_std_120_raw,1.0236513115560881,0.8288789684488059
z,rolling_std_120_raw,1.032153957959306,0.836840951262987
z,rolling_std_120_raw,1.0407318864675446,0.8448278827542455
z,rolling_std_120_raw,1.0493870846841045,0.8525039147445331
z,rolling_std_120_raw,1.058121617684777,0.86074415968913
z,rolling_std_120_raw,1.0669376321927655,0.8689684239077806
z,rolling_std_120_raw,1.0758373610404315,0.8773908341132555
z,rolling_std_120_raw,1.0848231279419567,0.8858925415295289
z,rolling_std_120_raw,1.0938973526034377,0.8945147664796854
z,rolling_std_120_raw,1.1030625561995975,0.9030039655274039
z,rolling_std_120_raw,1.1123213672493113,0.9119227489513423
z,rolling_std_120_raw,1.1216765279254888,0.9207579495101148
z,rolling_std_120_raw,1.131130900838633,0.9298855947705493
z,rolling_std_120_raw,1.140687476337622,0.939104395038144
z,rolling_std_120_raw,1.1503493803760079,0.9486977070231216
z,rolling_std_120_raw,1.1601198829975194,0.9585875530911769
z,rolling_std_120_raw,1.1700024075004787,0.9681312314355697
z,rolling_std_120_raw,1.180000540347729,0.9777847629213566
z,rolling_std_120_raw,1.1901180418964235,0.9875157378029304
z,rolling_std_120_raw,1.200358858030859,0.9975907486223361
z,rolling_std_120_raw,1.2107271327915974,1.007650658882999
z,rolling_std_120_raw,1.2212272221055693,1.0180650630432788
z,rolling_std_120_raw,1.2318637087349833,1.0288102130157686
z,rolling_std_120_raw,1.242641418577882,1.0398004752060372
z,rolling_std_120_raw,1.2535654384704509,1.0504549056702766
z,rolling_std_120_raw,1.2646411356610803,1.062041765161105
z,rolling_std_120_raw,1.2758741791491297,1.0733876050007205
z,rolling_std_120_raw,1.2872705631079415,1.084927210826713
z,rolling_std_120_raw,1.2988366326425054,1.0967338961893343
z,rolling_std_120_raw,1.310579112168129,1.1085707802725806
z,rolling_std_120_raw,1.3225051367384355,1.120669047530012
z,rolling_std_120_raw,1.3346222867001933,1.1328798099999562
z,rolling_std_120_raw,1.3469386261102796,1.1455240388595607
z,rolling_std_120_raw,1.3594627454182584,1.1582795943290232
z,rolling_std_120_raw,1.3722038089987263,1.1713508935817112
z,rolling_std_120_raw,1.3851716082134358,1.1849805349504943
z,rolling_std_120_raw,1.398376620797496,1.1991283391498118
z,rolling_std_120_raw,1.4118300775008088,1.2135211085665627
z,rolling_std_120_raw,1.4255440370804517,1.2280235051336106
z,rolling_std_120_raw,1.439531470938456,1.2430768489124022
z,rolling_std_120_raw,1.453806358940575,1.258595926774874
z,rolling_std_120_raw,1.4683837982456598,1.2748851947900128
z,rolling_std_120_raw,1.483280127335621,1.2913051172332783
z,rolling_std_120_raw,1.4985130678799756,1.3078902167759587
z,rolling_std_120_raw,1.514101887619284,1.3250876932893747
z,rolling_std_120_raw,1.530067588137829,1.3433261957609883
z,rolling_std_120_raw,1.5464331222567471,1.3624608541423917
z,rolling_std_120_raw,1.5632236468662757,1.381848025337187
z,rolling_std_120_raw,1.580466818399361,1.4018019273041877
z,rolling_std_120_raw,1.5981931399228169,1.4229917044126068
z,rolling_std_120_raw,1.6164363711150211,1.4434560769736244
z,rolling_std_120_raw,1.635234015388649,1.465812481215448
z,rolling_std_120_raw,1.654627902351077,1.4890357704808317
z,rolling_std_120_raw,1.6746648890243248,1.5132080981596225
z,rolling_std_120_raw,1.6953977102721358,1.5377775002664713
z,rolling_std_120_raw,1.7168860184310404,1.5640208481836224
z,rolling_std_120_raw,1.7391976652852514,1.5917670374071753
z,rolling_std_120_raw,1.7624102978623888,1.6203784545085462
z,rolling_std_120_raw,1.7866133654934697,1.6518241269441116
z,rolling_std_120_raw,1.8119106729525971,1.684703771700959
z,rolling_std_120_raw,1.8384236692477764,1.7204852577871552
z,rolling_std_120_raw,1.8662957434581071,1.7581938557284522
z,rolling_std_120_raw,1.895697923991838,1.7974920635593385
z,rolling_std_120_raw,1.9268365732639101,1.841466849368294
z,rolling_std_120_raw,1.9599639845400536,1.8883116747639979
z,rolling_std_120_raw,1.9953933101678243,1.9377928456596574
z,rolling_std_120_raw,2.0335201492530506,1.9955733944762877
z,rolling_std_120_raw,2.0748547343933095,2.056839951484317
z,rolling_std_120_raw,2.1200716897421503,2.127274967066274
z,rolling_std_120_raw,2.17009037758456,2.2084427125144463
z,rolling_std_120_raw,2.2262117693171737,2.302799170616781
z,rolling_std_120_raw,2.290367877855267,2.4186018241399747
z,rolling_std_120_raw,2.365618126864292,2.5611242883845495
z,rolling_std_120_raw,2.457263390205436,2.7490617644534816
z,rolling_std_120_raw,2.5758293035489,3.0217315386406116
z,rolling_std_120_raw,2.7477813854449917,3.4745314749409757
z,rolling_std_120_raw,3.090232306167813,4.733281783987281
z,rolling_std_390_raw,-3.090232306167813,-5.3977114750368935
z,rolling_std_390_raw,-2.747781385444993,-3.98775584926296
z,rolling_std_390_raw,-2.5758293035489,-3.4263469970299
z,rolling_std_390_raw,-2.4572633902054375,-3.0887978375210876
z,rolling_std_390_raw,-2.365618126864292,-2.840419545838132
z,rolling_std_390_raw,-2.290367877855267,-2.6602479308489624
z,rolling_std_390_raw,-2.226211769317175,-2.513003429173
z,rolling_std_390_raw,-2.17009037758456,-2.3906304821798026
z,rolling_std_390_raw,-2.1200716897421503,-2.2859132695366653
z,rolling_std_390_raw,-2.0748547343933095,-2.1958642165964237
z,rolling_std_390_raw,-2.0335201492530506,-2.1142633106063355
z,rolling_std_390_raw,-1.9953933101678247,-2.042665466634269
z,rolling_std_390_raw,-1.9599639845400538,-1.975801862983176
z,rolling_std_390_raw,-1.9268365732639106,-1.9172099574486212
z,rolling_std_390_raw,-1.8956979239918383,-1.8643177694214794
z,rolling_std_390_raw,-1.8662957434581073,-1.815284634269995
z,rolling_std_390_raw,-1.8384236692477767,-1.7692283368326953
z,rolling_std_390_raw,-1.8119106729525978,-1.7260167363559613
z,rolling_std_390_raw,-1.78661336549347,-1.6871260392419973
z,rolling_std_390_raw,-1.7624102978623895,-1.6489418382174903
z,rolling_std_390_raw,-1.7391976652852517,-1.6143675391726262
z,rolling_std_390_raw,-1.7168860184310404,-1.581500746975762
z,rolling_std_390_raw,-1.6953977102721358,-1.5495958176226985
z,rolling_std_390_raw,-1.6746648890243252,-1.5199852160655374
z,rolling_std_390_raw,-1.6546279023510773,-1.491361013459614
z,rolling_std_390_raw,-1.63523401538865,-1.4637016736869994
z,rolling_std_390_raw,-1.6164363711150214,-1.4376207379301258
z,rolling_std_390_raw,-1.5981931399228173,-1.4124790313512685
z,rolling_std_390_raw,-1.5804668183993618,-1.387975150939549
z,rolling_std_390_raw,-1.563223646866276,-1.3644928800672722
z,rolling_std_390_raw,-1.5464331222567476,-1.3419841748734764
z,rolling_std_390_raw,-1.530067588137828,-1.3208788365380428
z,rolling_std_390_raw,-1.5141018876192833,-1.29996674162221
z,rolling_std_390_raw,-1.4985130678799752,-1.279091573012164
z,rolling_std_390_raw,-1.4832801273356204,-1.2596103211511913
z,rolling_std_390_raw,-1.4683837982456598,-1.2411445177030158
z,rolling_std_390_raw,-1.4538063589405745,-1.2228219950156891
z,rolling_std_390_raw,-1.4395314709384557,-1.20504841951195
z,rolling_std_390_raw,-1.4255440370804515,-1.1877847062457152
z,rolling_std_390_raw,-1.4118300775008081,-1.1713682316624656
z,rolling_std_390_raw,-1.398376620797495,-1.1552751309793052
z,rolling_std_390_raw,-1.3851716082134353,-1.1395204010688695
z,rolling_std_390_raw,-1.3722038089987258,-1.1240091851040204
z,rolling_std_390_raw,-1.3594627454182584,-1.1085556592374828
z,rolling_std_390_raw,-1.3469386261102796,-1.0940402802582583
z,rolling_std_390_raw,-1.3346222867001933,-1.0796108128269972
z,rolling_std_390_raw,-1.3225051367384355,-1.0652938625029262
z,rolling_std_390_raw,-1.310579112168129,-1.0520076662376106
z,rolling_std_390_raw,-1.2988366326425054,-1.0389022673249995
z,rolling_std_390_raw,-1.2872705631079415,-1.0257381696821708
z,rolling_std_390_raw,-1.2758741791491297,-1.0128416548153722
z,rolling_std_390_raw,-1.2646411356610803,-1.0000723261925577
z,rolling_std_390_raw,-1.2535654384704509,-0.9874792793132071
z,rolling_std_390_raw,-1.242641418577882,-0.9753785995605078
z,rolling_std_390_raw,-1.2318637087349833,-0.9637542612500855
z,rolling_std_390_raw,-1.2212272221055693,-0.9521598075952082
z,rolling_std_390_raw,-1.2107271327915974,-0.9409064249604318
z,rolling_std_390_raw,-1.200358858030859,-0.9300510467232989
z,rolling_std_390_raw,-1.1901180418964235,-0.9192317002893486
z,rolling_std_390_raw,-1.180000540347729,-0.908568603982171
z,rolling_std_390_raw,-1.1700024075004787,-0.8980126948178648
z,rolling_std_390_raw,-1.1601198829975194,-0.887866284310743
z,rolling_std_390_raw,-1.1503493803760079,-0.8777205990898493
z,rolling_std_390_raw,-1.140687476337622,-0.8677696354962264
z,rolling_std_390_raw,-1.131130900838633,-0.857901650415327
z,rolling_std_390_raw,-1.1216765279254888,-0.8483761377716349
z,rolling_std_390_raw,-1.1123213672493113,-0.8390487133594947
z,rolling_std_390_raw,-1.1030625561995975,-0.8297462416632776
z,rolling_std_390_raw,-1.0938973526034377,-0.8203135965734797
z,rolling_std_390_raw,-1.0848231279419567,-0.8114486615508913
z,rolling_std_390_raw,-1.0758373610404315,-0.8025880830079564
z,rolling_std_390_raw,-1.0669376321927655,-0.7941220427986487
z,rolling_std_390_raw,-1.058121617684777,-0.7854284240027073
z,rolling_std_390_raw,-1.0493870846841045,-0.7768843000776509
z,rolling_std_390_raw,-1.0407318864675446,-0.7684789489566604
z,rolling_std_390_raw,-1.032153957959306,-0.7601927768098005
z,rolling_std_390_raw,-1.0236513115560881,-0.751940569703481
z,rolling_std_390_raw,-1.015222033217028,-0.7434166064461891
z,rolling_std_390_raw,-1.0068642787985222,-0.7352704140991679
z,rolling_std_390_raw,-0.9985762706156596,-0.7272073472376719
z,rolling_std_390_raw,-0.9903562942135747,-0.719391631683318
z,rolling_std_390_raw,-0.9822026953334697,-0.7118792026111475
z,rolling_std_390_raw,-0.974113877059309,-0.7043479577988335
