series,config,theoretical_q,empirical_q
r_1m_raw,NA,-0.5739524185685735,-0.2491115877799824
r_1m_raw,NA,-0.5680514983389829,-0.24598518093975053
r_1m_raw,NA,-0.5621702922579264,-0.24221994211910436
r_1m_raw,NA,-0.5563084669589183,-0.23903772458994535
r_1m_raw,NA,-0.5504656950201127,-0.23611905357510618
r_1m_raw,NA,-0.5446416547999992,-0.2333313904640543
r_1m_raw,NA,-0.5388360302784503,-0.2303363361679412
r_1m_raw,NA,-0.5330485109029091,-0.22703319376894973
r_1m_raw,NA,-0.5272787914395083,-0.22428085618747506
r_1m_raw,NA,-0.5215265718289321,-0.22078386293329802
r_1m_raw,NA,-0.5157915570468274,-0.2180849736717745
r_1m_raw,NA,-0.5100734569685947,-0.2144763148981549
r_1m_raw,NA,-0.5043719862383813,-0.2104312332298437
r_1m_raw,NA,-0.49868686414212227,-0.20694469608677024
r_1m_raw,NA,-0.4930178144844647,-0.20450915197082647
r_1m_raw,NA,-0.48736456546944074,-0.20210344841514866
r_1m_raw,NA,-0.4817268495847302,-0.2000889168059233
r_1m_raw,NA,-0.47610440348939487,-0.19826829885843433
r_1m_raw,NA,-0.4704969679049413,-0.19631764954571476
r_1m_raw,NA,-0.4649042875095944,-0.19430961766077842
r_1m_raw,NA,-0.4593261108356628,-0.1922262465616273
r_1m_raw,NA,-0.4537621901698793,-0.1893643458658929
r_1m_raw,NA,-0.448212281456609,-0.18670708894379875
r_1m_raw,NA,-0.4426761442038212,-0.18381729913880673
r_1m_raw,NA,-0.43715354139172213,-0.18086019475648657
r_1m_raw,NA,-0.431644239383956,-0.17763838602952664
r_1m_raw,NA,-0.4261480078412781,-0.1742835400863726
r_1m_raw,NA,-0.4206646196376155,-0.1704290845708243
r_1m_raw,NA,-0.41519385077842663,-0.1673615827369423
r_1m_raw,NA,-0.40973548032128104,-0.1649646740590239
r_1m_raw,NA,-0.4042892902985787,-0.1624234448166634
r_1m_raw,NA,-0.39885506564233686,-0.1604458781855385
r_1m_raw,NA,-0.3934325941109666,-0.15825741453957717
r_1m_raw,NA,-0.38802166621797707,-0.15633416363101044
r_1m_raw,NA,-0.3826220751625341,-0.15426160013854978
r_1m_raw,NA,-0.37723361676181155,-0.15172791413485268
r_1m_raw,NA,-0.3718560893850747,-0.1498315259390997
r_1m_raw,NA,-0.36648929388943363,-0.14719173638423402
r_1m_raw,NA,-0.36113303355721227,-0.14422902615122962
r_1m_raw,NA,-0.3557871140348752,-0.14129353456738633
r_1m_raw,NA,-0.35045134327346134,-0.13891542541656945
r_1m_raw,NA,-0.34512553147047226,-0.1372392324256184
r_1m_raw,NA,-0.3398094910131667,-0.13526748761566515
r_1m_raw,NA,-0.3345030364232122,-0.1329018192041149
r_1m_raw,NA,-0.32920598430265113,-0.13111962856260836
r_1m_raw,NA,-0.323918153281133,-0.12875485415329915
r_1m_raw,NA,-0.31863936396437514,-0.1252327906682425
r_1m_raw,NA,-0.31336943888380603,-0.12254508026579772
r_1m_raw,NA,-0.3081082024473549,-0.12069595678812987
r_1m_raw,NA,-0.30285548089134917,-0.11906881038233189
r_1m_raw,NA,-0.2976111022334798,-0.1173644304276847
r_1m_raw,NA,-0.2923748962268042,-0.1151729888384266
r_1m_raw,NA,-0.28714669431474543,-0.11285106199331581
r_1m_raw,NA,-0.2819263295870614,-0.11067953101393756
r_1m_raw,NA,-0.27671363673674687,-0.10777424419019294
r_1m_raw,NA,-0.2715084520178386,-0.10468437829464346
r_1m_raw,NA,-0.26631061320409494,-0.1018823601763421
r_1m_raw,NA,-0.26111995954851813,-0.09993973223270392
r_1m_raw,NA,-0.2559363317436934,-0.09771374373698864
r_1m_raw,NA,-0.250759571882916,-0.09527148717930299
r_1m_raw,NA,-0.24558952342208085,-0.0930766723287511
r_1m_raw,NA,-0.24042603114230793,-0.09126951754756303
r_1m_raw,NA,-0.2352689411132797,-0.08951092072157013
r_1m_raw,NA,-0.23011810065726568,-0.08798134061613525
r_1m_raw,NA,-0.22497335831381154,-0.0858027470623745
r_1m_raw,NA,-0.2198345638050687,-0.08365408867000616
r_1m_raw,NA,-0.21470156800174453,-0.08186234974932564
r_1m_raw,NA,-0.20957422288964928,-0.08041561137147504
r_1m_raw,NA,-0.2044523815368209,-0.07902759175849502
r_1m_raw,NA,-0.1993358980612069,-0.07692125911305989
r_1m_raw,NA,-0.1942246275988834,-0.07429807085521564
r_1m_raw,NA,-0.1891184262727925,-0.06971293169043109
r_1m_raw,NA,-0.1840171511619796,-0.06770738341205315
r_1m_raw,NA,-0.17892066027131207,-0.06620517315736499
r_1m_raw,NA,-0.1738288125016624,-0.06389477800662728
r_1m_raw,NA,-0.16874146762053802,-0.06125970820606732
r_1m_raw,NA,-0.16365848623314122,-0.058798778556931046
r_1m_raw,NA,-0.15857972975384346,-0.056495158072375325
r_1m_raw,NA,-0.15350506037805708,-0.054951481082641036
r_1m_raw,NA,-0.14843434105448977,-0.05280697376551694
r_1m_raw,NA,-0.14336743545776665,-0.05111347602321895
r_1m_raw,NA,-0.1383042079614045,-0.04918081351113732
r_1m_raw,NA,-0.13324452361112382,-0.04765841566298131
r_1m_raw,NA,-0.12818824809848547,-0.046424479309051726
r_1m_raw,NA,-0.1231352477348365,-0.04505334868067621
r_1m_raw,NA,-0.11808538942555283,-0.04377534469922771
r_1m_raw,NA,-0.11303854064456507,-0.04190216271785161
r_1m_raw,NA,-0.10799456940915403,-0.04107025937341351
r_1m_raw,NA,-0.1029533442550038,-0.04036566977424388
r_1m_raw,NA,-0.09791473421149931,-0.03967899371979528
r_1m_raw,NA,-0.09287860877725637,-0.038441159082453207
r_1m_raw,NA,-0.08784483789587168,-0.03633837389207104
r_1m_raw,NA,-0.08281329193188118,-0.03415221718991474
r_1m_raw,NA,-0.07778384164691525,-0.03218415086554655
r_1m_raw,NA,-0.07275635817603748,-0.030697117382013864
r_1m_raw,NA,-0.06773071300425916,-0.029146775904081063
r_1m_raw,NA,-0.06270677794321383,-0.0014819378145661056
r_1m_raw,NA,-0.05768442510798417,-0.0014819378145661056
r_1m_raw,NA,-0.05266352689406846,-0.0014819378145661056
r_1m_raw,NA,-0.04764395595447656,-0.0014819378145661056
r_1m_raw,NA,-0.04262558517694437,-0.0014819378145661056
r_1m_raw,NA,-0.037608287661255936,-0.0014819378145661056
r_1m_raw,NA,-0.032591936696663076,-0.0014819378145661056
r_1m_raw,NA,-0.027576405739391723,-0.0014819378145661056
r_1m_raw,NA,-0.022561568390224718,-0.0014819378145661056
r_1m_raw,NA,-0.017547298372150796,-0.0014819378145661056
r_1m_raw,NA,-0.012533469508069278,-0.0014819378145661056
r_1m_raw,NA,-0.007519955698540525,-0.0014819378145661056
r_1m_raw,NA,-0.0025066308995717666,-0.0014819378145661056
r_1m_raw,NA,0.0025066308995717666,-0.0014819378145661056
r_1m_raw,NA,0.007519955698540525,-0.0014819378145661056
r_1m_raw,NA,0.012533469508069278,-0.0014819378145661056
r_1m_raw,NA,0.017547298372150796,-0.0014819378145661056
r_1m_raw,NA,0.022561568390224718,-0.0014819378145661056
r_1m_raw,NA,0.027576405739391723,-0.0014819378145661056
r_1m_raw,NA,0.032591936696663076,-0.0014819378145661056
r_1m_raw,NA,0.037608287661255936,-0.0014819378145661056
