variable,flatness_raw,flatness_adjusted,ratio,clock_effectively_removed
abs_r,0.5840100049383595,0.045450929221595805,0.07782560031037998,True
log_hl,0.6014537747126655,9.340833371566276e-17,1.5530426051492824e-16,True
