rho_1,beta_1,beta_over_rho_ratio,escala_usada_sigma_r,movimiento_previo_referencia,movimiento_lineal_implicito_return,close_representativo,conversion_puntos,tick_return_representativo,conversion_ticks,supuestos
0.005921100675958302,0.005915184560903213,0.9990008420091369,0.0004191587723174421,0.0004191587723174421,2.4794014985792787e-06,14365.25,0.035617222377465986,1.7402956762871464e-05,0.14247012920637636,"movimiento lineal implicito = beta_1 * sigma_r, EXACTO por definicion de pendiente OLS (no presupone Var(r_t)=Var(r_t-1); rho_1 se reporta aparte, no se usa para esta conversion); aproximacion lineal r~R de primer orden para la conversion a puntos (TH07/TDA-04: despreciable a escala de 1 minuto); close_representativo = mediana del grupo analizado (misma convencion que TDA-05/07)."
