lag,rho,beta,n_pairs,estimable,series,bartlett_se
132,-0.002011632991626522,-0.0019708361164329463,1687814,True,r_tilde,0.0007235545647242405
133,0.0004826544471494645,0.0004728627203378935,1686315,True,r_tilde,0.0007235574859367977
134,0.0019172082349220737,0.0018779675231508936,1684816,True,r_tilde,0.0007235576541024735
135,0.0012934616514910244,0.0012671033752623092,1683318,True,r_tilde,0.0007235603075008382
136,0.002792452141944278,0.0027353655602939566,1681823,True,r_tilde,0.0007235615152308026
137,-0.001157016979576543,-0.0011333155392732606,1680328,True,r_tilde,0.0007235671442425196
138,-0.0012419813063591885,-0.0012169114789495124,1678833,True,r_tilde,0.0007235681106007739
139,0.0021495798571712645,0.00210623673756266,1677339,True,r_tilde,0.0007235692240955655
140,0.0007545774899662637,0.0007394318820586945,1675847,True,r_tilde,0.0007235725596182929
141,0.003811613383163929,0.0037346534093978517,1674355,True,r_tilde,0.0007235729706386226
142,-0.001575294881305693,-0.0015437814419277448,1672863,True,r_tilde,0.0007235834580916282
143,-0.0013701166748240103,-0.001342481070723439,1671372,True,r_tilde,0.0007235852494083511
144,-0.0012699396328431554,-0.0012445626060386392,1669881,True,r_tilde,0.0007235866044817383
145,-0.0009821910342136275,-0.0009625243661458442,1668391,True,r_tilde,0.0007235877686429109
146,0.0004595980285426043,0.0004504190437198524,1666902,True,r_tilde,0.000723588465010146
147,0.0021324928425576215,0.002089876939056748,1665413,True,r_tilde,0.0007235886174864855
148,-0.0055032383226458845,-0.005393332931585156,1663924,True,r_tilde,0.0007235919001039578
149,0.00010515709762872461,0.00010306658917719841,1662435,True,r_tilde,0.0007236137613145731
150,0.0005773571318887587,0.0005658879301513593,1660946,True,r_tilde,0.0007236137692965081
151,0.004570228532982796,0.004478604563813237,1659457,True,r_tilde,0.000723614009910013
152,-0.0007236652732535954,-0.0007090125892747093,1657968,True,r_tilde,0.0007236290864668011
153,-0.0024494017787673275,-0.002399390630907516,1656479,True,r_tilde,0.0007236294644714669
154,3.136785441709288e-06,3.0722526398052493e-06,1654990,True,r_tilde,0.000723633794994375
155,0.0010035689779472911,0.0009827873243047852,1653501,True,r_tilde,0.0007236337950014772
156,-0.0009355380182845322,-0.000916069008043128,1652012,True,r_tilde,0.0007236345219660067
157,-0.0012708555195212958,-0.0012443238961231588,1650524,True,r_tilde,0.0007236351537101714
158,-0.00038689883374442007,-0.00037884147167761395,1649037,True,r_tilde,0.0007236363194729285
159,-0.0026185544605679305,-0.002563540524671438,1647551,True,r_tilde,0.00072363642751982
160,-0.002990047180358033,-0.002926679430543514,1646065,True,r_tilde,0.0007236413767669451
161,0.0017933224027773913,0.001755035034587095,1644579,True,r_tilde,0.0007236478298696723
162,0.0020170585708771545,0.001974041035206849,1643093,True,r_tilde,0.0007236501511447636
163,-0.002540464324646198,-0.0024858335785446707,1641607,True,r_tilde,0.0007236530877482115
164,-0.0035140456206966654,-0.0034381442324710487,1640121,True,r_tilde,0.0007236577460991994
165,-0.0011188697111170146,-0.0010943648537459912,1638635,True,r_tilde,0.000723666658951817
166,-0.002513414321773646,-0.002457981084004507,1637149,True,r_tilde,0.0007236675625139527
167,2.8262626712741576e-05,2.7632828406144567e-05,1635663,True,r_tilde,0.0007236721221010953
168,0.0012767451734695357,0.0012481571563452319,1634177,True,r_tilde,0.0007236721226776241
169,0.004221930494692229,0.004126786046845173,1632691,True,r_tilde,0.0007236732992105279
170,-0.0015474517026707736,-0.0015121545391265539,1631206,True,r_tilde,0.0007236861643225793
171,0.0028774081589593914,0.0028112814683224825,1629722,True,r_tilde,0.0007236878926309847
172,0.0002494485973714395,0.00024369806191093394,1628238,True,r_tilde,0.000723693868315563
173,-0.00029110271951487656,-0.00028440439576002586,1626754,True,r_tilde,0.0007236939132257694
174,0.003795897074838851,0.0037084005639741132,1625270,True,r_tilde,0.0007236939743868867
175,0.0013963943490259173,0.0013641606131158878,1623786,True,r_tilde,0.0007237043737945512
176,0.0012312657679093575,0.0012027813281007401,1622303,True,r_tilde,0.0007237057811129634
177,-0.002522563303707035,-0.0024637642718963993,1620820,True,r_tilde,0.0007237068752685051
178,-0.0006602719157186655,-0.000644782418749809,1619337,True,r_tilde,0.0007237114678608214
179,-0.0004783200283762702,-0.0004671683372063949,1617854,True,r_tilde,0.0007237117825037137
180,0.0014636272939909547,0.0014297399625833964,1616371,True,r_tilde,0.0007237119476273574
181,0.0026098504063380382,0.002549164436139031,1614888,True,r_tilde,0.000723713493709689
182,-0.00045139876423998937,-0.00044082338651718926,1613405,True,r_tilde,0.0007237184095855634
183,0.0024324937080057044,0.002375293092049054,1611923,True,r_tilde,0.0007237185566436434
184,-0.0015104417769431016,-0.0014743590728760587,1610441,True,r_tilde,0.000723722827060645
185,-0.002355091584037096,-0.002298507081939514,1608959,True,r_tilde,0.0007237244736034949
186,0.00037846333978516414,0.0003693037806147307,1607478,True,r_tilde,0.0007237284765424293
187,0.0012248460783253559,0.0011949917245171126,1605997,True,r_tilde,0.0007237285799160593
188,-0.0010289945379121249,-0.001003812449889735,1604517,True,r_tilde,0.0007237296626576216
189,-0.0026926480496308864,-0.0026262550524592614,1603037,True,r_tilde,0.0007237304268230058
190,-0.0009629011548382366,-0.0009390159438066148,1601557,True,r_tilde,0.0007237356594358797
191,-0.001148642677113753,-0.0011199383221056013,1600078,True,r_tilde,0.0007237363285821582
192,0.00032769520358219193,0.0003195112207329678,1598599,True,r_tilde,0.0007237372807797128
193,-0.0008057298114340104,-0.000785350002657645,1597122,True,r_tilde,0.0007237373582788781
194,-0.001326161594042951,-0.0012925266965797457,1595645,True,r_tilde,0.0007237378268068862
195,-0.0014548577313758953,-0.0014172466309012408,1594169,True,r_tilde,0.000723739096062416
196,-0.00048357770228892646,-0.0004710066097687799,1592693,True,r_tilde,0.0007237406236157578
197,0.0019747948058219437,0.0019231870862597073,1591217,True,r_tilde,0.0007237407923826909
198,-0.003809231481394486,-0.003709173105787235,1589742,True,r_tilde,0.0007237436068608351
199,0.00020629570872386028,0.00020083379563756685,1588267,True,r_tilde,0.0007237540787411872
200,-0.002123421238001589,-0.002066536813660108,1586792,True,r_tilde,0.0007237541094545365
201,-0.005558911520694268,-0.005409674190070512,1585319,True,r_tilde,0.0007237573634588074
202,-0.0029386858792743525,-0.00285954862727396,1583846,True,r_tilde,0.0007237796641159706
203,4.5663967918079243e-05,4.442218020469509e-05,1582373,True,r_tilde,0.0007237858962374453
204,-0.003054983524662729,-0.002971395985183602,1580900,True,r_tilde,0.0007237858977422322
205,-4.4290420833810993e-05,-4.307053689009184e-05,1579428,True,r_tilde,0.0007237926328326626
206,0.0005455782040226515,0.0005303519340397274,1577956,True,r_tilde,0.0007237926342482714
207,-0.0023905156113391154,-0.002323250651777726,1576484,True,r_tilde,0.0007237928490499268
208,-0.0029965559903415476,-0.002912032436339823,1575012,True,r_tilde,0.000723796972924684
209,0.002044199033506574,0.0019862711399485948,1573540,True,r_tilde,0.0007238034527591461
210,0.0005453753841632014,0.0005299430743764446,1572068,True,r_tilde,0.000723806468282013
211,-0.005672437075869396,-0.005511268401256564,1570596,True,r_tilde,0.0007238066829198897
212,-0.0050325834468501135,-0.004890493935697415,1569124,True,r_tilde,0.0007238299021407983
213,0.006506811269768588,0.006321710369216604,1567652,True,r_tilde,0.0007238481779994563
214,0.0023957196220421584,0.0023272014745823874,1566180,True,r_tilde,0.0007238787284482209
215,-0.0015218402346023078,-0.0014784701249934101,1564709,True,r_tilde,0.0007238828698059543
216,-0.00035408742959290487,-0.0003439233729574894,1563238,True,r_tilde,0.000723884540924069
217,0.0014263313751129159,0.0013852206583786287,1561768,True,r_tilde,0.0007238846313909283
218,-0.004296126130569238,-0.00417169855212596,1560298,True,r_tilde,0.0007238860993329349
219,0.00013498043930856138,0.00013105786191552093,1558828,True,r_tilde,0.0007238994166775726
220,0.0010587429530642108,0.0010278024121404244,1557358,True,r_tilde,0.0007238994298238039
221,0.001072357021742548,0.0010415755085582106,1555888,True,r_tilde,0.0007239002386224438
222,-0.0006773306341789131,-0.0006578401580036347,1554418,True,r_tilde,0.000723901068354091
223,-0.0013251641192656338,-0.0012868444381329463,1552948,True,r_tilde,0.0007239013993784427
224,-0.002115081340481255,-0.002053547811561971,1551479,True,r_tilde,0.0007239026664389778
225,0.000600925672983212,0.0005833824255405211,1550010,True,r_tilde,0.0007239058942702673
226,0.0009271333683907059,0.000899877736034424,1548542,True,r_tilde,0.0007239061548239104
227,0.0019269436199562543,0.0018692724024255475,1547074,True,r_tilde,0.0007239067750353794
228,0.002965433864843917,0.002876211250727407,1545606,True,r_tilde,0.0007239094541567892
229,-0.0018687635381123351,-0.0018119728239856196,1544139,True,r_tilde,0.0007239157991061152
230,0.00028501530603185134,0.0002763100975538363,1542672,True,r_tilde,0.0007239183188576417
231,-0.0017606982682312566,-0.0017065102037861078,1541205,True,r_tilde,0.0007239183774693807
232,0.0018932549547149924,0.0018346162054343979,1539738,True,r_tilde,0.0007239206142192746
233,-0.0019143004842740105,-0.0018545868761428498,1538271,True,r_tilde,0.0007239232004323834
234,-0.0013641272316891396,-0.0013211151042999511,1536804,True,r_tilde,0.0007239258444524942
235,0.0014396719113282943,0.001393958803603178,1535337,True,r_tilde,0.000723927187072448
236,-0.0020142892987097525,-0.0019499201887781042,1533870,True,r_tilde,0.0007239286825143713
237,-0.0007669485950698442,-0.0007423404593167598,1532404,True,r_tilde,0.0007239316099331396
238,-0.0025979576038439632,-0.0025143025640365674,1530939,True,r_tilde,0.0007239320343304951
239,-0.004009153020962288,-0.003878546298038652,1529475,True,r_tilde,0.0007239369040358825
240,0.0004934268778591528,0.0004772929734665227,1528012,True,r_tilde,0.0007239485008553059
241,0.0009005613041240616,0.0008709057706079303,1526550,True,r_tilde,0.0007239486765164485
242,-0.0014639663488278307,-0.0014155303559362244,1525089,True,r_tilde,0.0007239492616519305
243,0.0009203728143765453,0.0008898763870342339,1523628,True,r_tilde,0.000723950807943609
244,-0.0037073489520832808,-0.0035835671904768094,1522168,True,r_tilde,0.0007239514191053339
245,0.000324279502536233,0.0003133932671633348,1520708,True,r_tilde,0.0007239613354669864
246,0.0006778735576685591,0.0006549962026665523,1519250,True,r_tilde,0.0007239614113354737
247,-7.955290706416651e-06,-7.68523516108e-06,1517792,True,r_tilde,0.0007239617428630765
248,-0.0005301689217432869,-0.0005120996774792557,1516334,True,r_tilde,0.0007239617429087363
249,-0.0016078908160974258,-0.001552495137275866,1514876,True,r_tilde,0.000723961945700671
250,-3.4518138354746256e-05,-3.332009525740068e-05,1513418,True,r_tilde,0.0007239638109403056
251,0.0016969352879268019,0.0016377692379141533,1511960,True,r_tilde,0.0007239638117999438
252,-0.0021447884735692375,-0.0020695422965507715,1510502,True,r_tilde,0.0007239658893471697
253,-0.0041741029203917705,-0.004026935588427844,1509045,True,r_tilde,0.0007239692081974294
254,-0.00203384758002802,-0.001961822277197394,1507590,True,r_tilde,0.0007239817783417795
255,0.0016519395899236363,0.0015932859317962064,1506135,True,r_tilde,0.0007239847626666575
256,-0.001928381986005328,-0.0018593145276453418,1504680,True,r_tilde,0.0007239867314418597
257,0.0030632629559982608,0.0029532081240737566,1503225,True,r_tilde,0.000723989414268092
258,-0.0007756181909622913,-0.0007474756796228293,1501770,True,r_tilde,0.0007239961840103672
259,0.0030521706053627824,0.002939986314053491,1500315,True,r_tilde,0.0007239966180180218
260,0.0017168818151029296,0.0016535009460839553,1498860,True,r_tilde,0.0007240033387547288
261,0.005997100407941453,0.005774433896240016,1497405,True,r_tilde,0.0007240054653136416
262,-0.0014894019304575626,-0.001433594060135963,1495950,True,r_tilde,0.0007240314113389887
263,-0.0006732009839297519,-0.0006477927888848764,1494495,True,r_tilde,0.0007240330116476688
264,0.0008273053992798486,0.000795655983208749,1493040,True,r_tilde,0.0007240333385882589
265,0.004170830642219202,0.004010096893357383,1491585,True,r_tilde,0.0007240338323424889
266,-0.0019184345510740934,-0.0018434932972438542,1490130,True,r_tilde,0.0007240463816658857
267,0.0025744801276008215,0.002472773376691403,1488675,True,r_tilde,0.0007240490366664346
268,-0.003415316634303364,-0.003278825570096937,1487221,True,r_tilde,0.0007240538179829885
269,-0.003100423923447439,-0.0029757990083034347,1485767,True,r_tilde,0.0007240622324458758
270,0.0008661251357628187,0.0008310922306085218,1484313,True,r_tilde,0.0007240691667359987
271,-0.00016641231026585414,-0.00015961388779115433,1482860,True,r_tilde,0.0007240697078875309
272,0.0007337771748883601,0.0007036230520588477,1481408,True,r_tilde,0.000724069727864442
273,0.0007811252304164202,0.0007486818498411041,1479956,True,r_tilde,0.0007240701162702483
274,-0.001699487782365076,-0.00162848055616792,1478504,True,r_tilde,0.0007240705564179108
275,0.0010811753001149095,0.001035640715795631,1477052,True,r_tilde,0.0007240726399126349
276,-0.0024800780471267046,-0.002374569938563981,1475600,True,r_tilde,0.0007240734831457715
277,0.0038231387346272833,0.0036584730265059274,1474148,True,r_tilde,0.0007240779200958925
278,-0.0020894928985492056,-0.001997901795241022,1472696,True,r_tilde,0.0007240884637093022
279,0.002203469332436088,0.0021060000658859514,1471244,True,r_tilde,0.000724091613103697
280,-1.5190665621867783e-05,-1.4513988240392957e-05,1469792,True,r_tilde,0.0007240951154354159
281,0.002348482600334588,0.0022431847292673987,1468341,True,r_tilde,0.0007240951156018706
282,-0.00019375576513035048,-0.0001850029389490373,1466890,True,r_tilde,0.0007240990940683821
283,-0.0013926274594294353,-0.0013287918048644155,1465439,True,r_tilde,0.0007240991211484082
284,0.0008172201595190654,0.0007795781713320904,1463989,True,r_tilde,0.0007241005201212787
285,-0.00011047898931505962,-0.00010534703469301554,1462539,True,r_tilde,0.0007241010018659983
286,0.0017987851638461712,0.0017141704889220776,1461089,True,r_tilde,0.0007241010106703637
287,8.954059094321625e-05,8.530182527817328e-05,1459639,True,r_tilde,0.0007241033446473219
288,0.002901690779837615,0.0027635204212166074,1458189,True,r_tilde,0.0007241033504306415
289,-0.0021311829873119645,-0.002029198704850432,1456739,True,r_tilde,0.0007241094239120333
290,0.001986040399424773,0.0018905484476538013,1455289,True,r_tilde,0.0007241127001400751
291,-0.0033387208868776554,-0.003176694401372483,1453839,True,r_tilde,0.0007241155453018371
292,-0.00039233500659917027,-0.0003732280375680446,1452389,True,r_tilde,0.0007241235858891062
293,-0.0008009550304285968,-0.0007617130786851334,1450939,True,r_tilde,0.0007241236969188194
294,-0.0011430168594224138,-0.0010865485300858321,1449489,True,r_tilde,0.000724124159663241
295,-0.003897803305772121,-0.003704172556507084,1448039,True,r_tilde,0.0007241251020513041
296,0.00022957493661432337,0.00021814140737582446,1446589,True,r_tilde,0.0007241360607951145
297,-0.00042858853191884397,-0.00040715310196544265,1445140,True,r_tilde,0.0007241360988111289
298,0.0013195944595460667,0.001253156323586646,1443692,True,r_tilde,0.0007241362313058815
299,6.341242679024839e-05,6.020229856215549e-05,1442244,True,r_tilde,0.0007241374873304567
300,0.001918384624628478,0.0018207554352559737,1440798,True,r_tilde,0.0007241374902309078
301,0.0003159743762583516,0.0002997795700585609,1439352,True,r_tilde,0.0007241401447592434
302,-0.001029744320096692,-0.000976801520272128,1437906,True,r_tilde,0.0007241402167735707
303,-0.002281366073942704,-0.002163648762794233,1436460,True,r_tilde,0.0007241409816191086
304,0.0012943004503168391,0.00122695956307954,1435014,True,r_tilde,0.0007241447356991639
305,0.0033428045200972843,0.0031679103923388284,1433568,True,r_tilde,0.0007241459440200667
306,-0.0033941333573500863,-0.003215291523609801,1432122,True,r_tilde,0.0007241540039499942
307,0.00036472521823499387,0.0003454418715996559,1430676,True,r_tilde,0.0007241623132071555
308,-0.003017424166452796,-0.002856595919742431,1429230,True,r_tilde,0.000724162409154611
309,-0.00048245216937875464,-0.000456568715906317,1427784,True,r_tilde,0.000724168976239138
310,-0.00028549835134923727,-0.0002700821852346512,1426338,True,r_tilde,0.0007241691441220081
311,-0.0011980332680480343,-0.0011328908406418867,1424892,True,r_tilde,0.0007241692029122165
312,0.0025076760378652673,0.002370354505328434,1423447,True,r_tilde,0.0007241702381383297
313,0.0001689695098918791,0.00015965183944100745,1422002,True,r_tilde,0.0007241747737791144
314,0.0010357352570669117,0.0009781197311564277,1420557,True,r_tilde,0.0007241747943717112
315,-0.0016164920441727978,-0.001526295515372955,1419112,True,r_tilde,0.0007241755681057579
316,-0.0020626079838469203,-0.0019472421755799313,1417667,True,r_tilde,0.0007241774527983919
317,0.0027673752657851078,0.0026121121455994377,1416223,True,r_tilde,0.0007241805212925012
318,-0.0005531743527570751,-0.0005219083026260593,1414779,True,r_tilde,0.0007241860449334249
319,0.0007274842390043205,0.0006861097537130765,1413336,True,r_tilde,0.0007241862656381743
320,0.002730563712676437,0.0025742171094627264,1411895,True,r_tilde,0.0007241866473491104
321,-0.004106443740097978,-0.0038685394715229846,1410454,True,r_tilde,0.0007241920249717995
322,-0.0011471369566841522,-0.0010804474612284712,1409013,True,r_tilde,0.0007242041871732798
323,0.002124897059098897,0.002000105229164045,1407573,True,r_tilde,0.0007242051362625221
324,0.0032754528495829802,0.0030818556954243905,1406133,True,r_tilde,0.0007242083927621873
325,-0.0006930314692972354,-0.0006520265839957974,1404693,True,r_tilde,0.0007242161305114875
326,-0.0011156417532874512,-0.001049372940926871,1403253,True,r_tilde,0.0007242164769095368
327,-0.005379457739555974,-0.005059333123612496,1401814,True,r_tilde,0.0007242173745835905
328,0.0018231255386022677,0.0017143810835380442,1400375,True,r_tilde,0.0007242382454090776
329,-0.0027448579257113134,-0.0025796096524779515,1398936,True,r_tilde,0.0007242406425236918
330,0.0013872126072899664,0.0013032404694468234,1397497,True,r_tilde,0.0007242460761909833
331,0.00015813578772501353,0.00014854161100560137,1396059,True,r_tilde,0.0007242474640243067
332,5.594760477881436e-05,5.254297069758851e-05,1394621,True,r_tilde,0.0007242474820591
333,0.0011146322496576391,0.0010465764600395527,1393183,True,r_tilde,0.0007242474843165275
334,-0.001346702752156871,-0.0012640132949109228,1391746,True,r_tilde,0.0007242483803284093
335,-2.5894723612565338e-05,-2.4295733711255862e-05,1390309,True,r_tilde,0.0007242496882851926
336,0.001205271225687185,0.0011304465366604292,1388873,True,r_tilde,0.0007242496887687768
337,0.00034606872998974497,0.0003244166375565986,1387438,True,r_tilde,0.0007242507364249336
338,-0.0011085500785916638,-0.0010388550890691008,1386003,True,r_tilde,0.0007242508227970519
339,0.0014703015221833751,0.0013780268315762192,1384568,True,r_tilde,0.0007242517090530657
340,0.0006127630904128898,0.0005739725358818612,1383133,True,r_tilde,0.0007242532681052125
341,-0.0014376951138913247,-0.001345992046193122,1381698,True,r_tilde,0.0007242535388951206
342,-0.0005074152120145242,-0.00047477851059549213,1380263,True,r_tilde,0.0007242550295611163
343,0.005458350438183089,0.005104975331814187,1378828,True,r_tilde,0.0007242552152445738
344,0.0018309612682596895,0.0017113919194321904,1377394,True,r_tilde,0.0007242767015913466
345,0.0015899767313525596,0.0014853673707131887,1375960,True,r_tilde,0.0007242791192272631
346,0.0010819090675932785,0.0010098119770180494,1374526,True,r_tilde,0.0007242809423371653
347,-0.0017859356665119368,-0.0016662149903597639,1373093,True,r_tilde,0.0007242817864724116
348,0.0008294991392003801,0.0007731270430523126,1371660,True,r_tilde,0.0007242840866490667
349,-0.0007428473139879396,-0.0006920479555330882,1370227,True,r_tilde,0.000724284582853467
350,0.002644316497642821,0.00246297874600581,1368794,True,r_tilde,0.0007242849808026143
351,0.002098401244662228,0.001954048048379557,1367362,True,r_tilde,0.0007242900233931198
352,-0.002883033949311568,-0.0026842798025570845,1365930,True,r_tilde,0.0007242931988150461
353,0.0019198218667368851,0.0017872032640874574,1364499,True,r_tilde,0.0007242991928756933
354,0.0005186642510193099,0.0004827105292023139,1363069,True,r_tilde,0.0007243018507895046
355,0.00017276799498903387,0.00016075953859690472,1361639,True,r_tilde,0.0007243020447846228
356,0.0023704344884693043,0.0022050952041040533,1360209,True,r_tilde,0.0007243020663096987
357,-0.0009192806741894233,-0.0008549857057396914,1358779,True,r_tilde,0.0007243061183410748
358,0.0013810308490313148,0.0012840124162259879,1357349,True,r_tilde,0.0007243067277541217
359,0.0002730751408519114,0.00025386282756847294,1355919,True,r_tilde,0.0007243081031307881
360,-0.002283517517062631,-0.0021221447213719434,1354489,True,r_tilde,0.0007243081569055872
361,1.7291584293930555e-05,1.606039711779203e-05,1353059,True,r_tilde,0.0007243119172014382
362,0.0025367715034115804,0.0023544521235647977,1351629,True,r_tilde,0.0007243119174170547
363,-0.0035022387600219117,-0.0032487851207972543,1350199,True,r_tilde,0.0007243165580102916
364,0.0014279087756151362,0.0013234996229175508,1348769,True,r_tilde,0.0007243254030188867
365,-0.0014083011386411585,-0.0013046195077980435,1347340,True,r_tilde,0.0007243268733142643
366,0.0004470807822313763,0.00041398580731561905,1345911,True,r_tilde,0.0007243283035046618
367,0.003967429615164244,0.0036731186594061126,1344482,True,r_tilde,0.0007243284476412804
368,0.0027467092084076357,0.002541250683643182,1343053,True,r_tilde,0.0007243397982026369
369,0.0007333743036513369,0.0006784943468534681,1341624,True,r_tilde,0.0007243452384570801
370,0.00041557213825854053,0.0003843199761051876,1340196,True,r_tilde,0.0007243456262889336
371,0.0007449868751857959,0.0006886908181553403,1338768,True,r_tilde,0.0007243457508220311
372,-0.0009574418933310848,-0.0008844677109559691,1337341,True,r_tilde,0.0007243461510330397
373,-0.002967762453653821,-0.0027399093191508347,1335914,True,r_tilde,0.0007243468120556605
374,-0.0026567184026220817,-0.0024508330036594637,1334487,True,r_tilde,0.0007243531631364783
375,0.003100661814725508,0.0028591365879409116,1333060,True,r_tilde,0.0007243582526583547
376,-0.0013014143139627923,-0.0011995043834910099,1331633,True,r_tilde,0.0007243651851784177
377,-0.0008151400861203745,-0.0007510309530085655,1330206,True,r_tilde,0.0007243664064466133
378,7.78012545324546e-05,7.163227647074533e-05,1328780,True,r_tilde,0.0007243668855661513
379,-0.0017740361417582485,-0.0016329333370453541,1327356,True,r_tilde,0.0007243668899308316
380,-0.0030234878732945105,-0.0027824419665910677,1325933,True,r_tilde,0.000724369159291269
381,0.00222088682872416,0.0020427326381093373,1324510,True,r_tilde,0.0007243757509142412
382,0.001912964624340014,0.0017587016634546097,1323087,True,r_tilde,0.0007243793074379756
383,-0.00023102962440044937,-0.0002123076517959679,1321664,True,r_tilde,0.0007243819461067334
384,0.0031562873329248823,0.002899047340499337,1320241,True,r_tilde,0.0007243819845929783
385,0.0030987250970470805,0.002845225266129009,1318819,True,r_tilde,0.0007243891678448487
386,-0.0007518833688450722,-0.0006899903571058946,1317399,True,r_tilde,0.0007243960914118645
387,-0.001683949141732161,-0.0015444346438659605,1315979,True,r_tilde,0.0007243964990385061
388,0.0022615211698590537,0.0020732255013510194,1314559,True,r_tilde,0.0007243985436877214
389,0.003821260545619773,0.003501724725557344,1313140,True,r_tilde,0.0007244022314291733
390,0.0029280734608552444,0.0026817099038115395,1311722,True,r_tilde,0.0007244127599700861
391,-0.002378760983626511,-0.002178015645757143,1310304,True,r_tilde,0.0007244189417539435
392,0.0006480923642269053,0.0005932697705731471,1308886,True,r_tilde,0.0007244230216435936
393,0.001186725184078809,0.0010855403102167532,1307468,True,r_tilde,0.0007244233244878205
394,-0.003544025583043977,-0.003238420712020271,1306050,True,r_tilde,0.0007244243399071172
395,-0.0005647444082726191,-0.0005158015281808703,1304632,True,r_tilde,0.0007244333958937383
396,0.002056644726921689,0.0018776653409618511,1303214,True,r_tilde,0.0007244336258489047
397,0.002814654813605649,0.0025678835283551244,1301796,True,r_tilde,0.000724436675547095
398,0.001004792026307444,0.0009165050933618536,1300378,True,r_tilde,0.0007244423875177158
399,0.0006057390691163818,0.0005524507714196925,1298960,True,r_tilde,0.0007244431154418401
400,0.0020634750735675257,0.001880839228249177,1297542,True,r_tilde,0.0007244433799899278
401,0.0025936597424256217,0.0023621091877367053,1296124,True,r_tilde,0.0007244464499371534
402,-0.002965433045673372,-0.002700748829486551,1294706,True,r_tilde,0.000724451300097359
403,0.0022879263553917876,0.0020824108974751266,1293288,True,r_tilde,0.0007244576402975838
404,-0.0012294446314812574,-0.001118705650265353,1291870,True,r_tilde,0.0007244614143487007
405,0.0031461947619684776,0.0028624620915359412,1290453,True,r_tilde,0.0007244625041320994
406,-0.0010384236727542435,-0.0009441986067907829,1289036,True,r_tilde,0.0007244696407259202
407,-0.002614536915323762,-0.0023762730025516897,1287619,True,r_tilde,0.000724470418165345
408,-0.0015868422584076312,-0.0014411341325742315,1286203,True,r_tilde,0.0007244753465573704
409,-0.001670849796391317,-0.0015165144775977364,1284787,True,r_tilde,0.0007244771619943746
410,-5.587622272731392e-05,-5.06875680938356e-05,1283371,True,r_tilde,0.0007244791747328162
411,-0.002851876163297769,-0.002584706918935527,1281955,True,r_tilde,0.0007244791769837669
412,-0.0001957642666387586,-0.00017734561571040804,1280541,True,r_tilde,0.0007244850406802949
413,-0.0027939862852421663,-0.0025297762353012564,1279127,True,r_tilde,0.0007244850683099357
414,-0.0019391199585456992,-0.0017541906245490371,1277713,True,r_tilde,0.0007244906963248292
415,0.0014993443473750915,0.001355434604059611,1276299,True,r_tilde,0.0007244934072251661
416,-0.0003093819371367799,-0.00027959035246089237,1274885,True,r_tilde,0.000724495027936517
417,0.00024487457796100405,0.000221182662667574,1273471,True,r_tilde,0.0007244950969433828
418,0.0006429515191451496,0.0005801593072218669,1272057,True,r_tilde,0.0007244951401738333
419,0.0017770363405964515,0.0016017127905306116,1270643,True,r_tilde,0.000724495438202961
420,0.0005170676303089678,0.0004658879482989712,1269230,True,r_tilde,0.0007244977148416133
421,4.204295447985336e-06,3.7852052942736e-06,1267817,True,r_tilde,0.0007244979075920841
422,-0.0005925251124527618,-0.000533173052908499,1266404,True,r_tilde,0.0007244979076048275
423,0.002410562643802453,0.0021677992859874553,1264991,True,r_tilde,0.0007244981607176435
424,0.0013258148277224956,0.0011917799180520665,1263578,True,r_tilde,0.0007245023499661673
425,0.0026974057546671026,0.002423679174511495,1262165,True,r_tilde,0.0007245036172193461
426,0.00057806407276718,0.0005190509826066044,1260752,True,r_tilde,0.000724508862735794
427,-0.0022369524135918933,-0.002007455685371996,1259339,True,r_tilde,0.0007245091036409006
428,0.002326998937661639,0.00208608350013204,1257926,True,r_tilde,0.0007245127111412924
429,-0.00031999721530121564,-0.0002867190377518944,1256514,True,r_tilde,0.0007245166149004384
430,0.0009557215173566528,0.0008554847299565906,1255103,True,r_tilde,0.0007245166887217658
431,-0.0028437928847613375,-0.0025444060595121937,1253692,True,r_tilde,0.0007245173472159764
432,0.000792873654211244,0.0007090083284003577,1252282,True,r_tilde,0.0007245231774127781
433,-0.0004727437242059906,-0.00042258561056694873,1250872,True,r_tilde,0.0007245236306164081
434,0.002986815438215119,0.0026689449019739833,1249462,True,r_tilde,0.000724523791731701
435,-0.0013170179390062124,-0.0011762380395667917,1248052,True,r_tilde,0.0007245302230502347
436,0.0014666559778826846,0.001309196998122577,1246642,True,r_tilde,0.000724531473494456
437,-0.0013229153968030418,-0.00118052993700186,1245232,True,r_tilde,0.0007245330242259845
438,-2.1068077996855125e-05,-1.879110655161517e-05,1243822,True,r_tilde,0.000724534285889088
439,-0.0018308771462797737,-0.0016315776540681273,1242412,True,r_tilde,0.0007245342862090724
440,0.0008558581930291352,0.0007623448711851413,1241002,True,r_tilde,0.0007245367027634116
441,0.0006651188327268832,0.0005921070471616988,1239592,True,r_tilde,0.0007245372308205287
442,0.002165494587075359,0.001926961298406066,1238182,True,r_tilde,0.0007245375497359436
443,9.559010815023249e-05,8.500677276499317e-05,1236772,True,r_tilde,0.0007245409303073811
444,-0.0015736516041962862,-0.0013984780663453605,1235362,True,r_tilde,0.0007245409368945804
445,0.0005647261817079245,0.0005015166575243979,1233952,True,r_tilde,0.0007245427221137363
