lag,rho,beta,n_pairs,estimable,series,bartlett_se
643,0.0007620683099907632,0.0014430149081402907,956870,True,r_1m,0.000724475199728268
644,0.0006836538178051495,0.0012950778596924953,955481,True,r_1m,0.0007244756184273221
645,0.0026481976807506934,0.005020596467441469,954092,True,r_1m,0.0007244759553935959
646,0.000592810648535114,0.001124539338693242,952703,True,r_1m,0.0007244810114642485
647,-0.0032886696115283906,-0.006241721902271846,951314,True,r_1m,0.0007244812648269805
648,0.0016018591012777422,0.003041648194060662,949925,True,r_1m,0.0007244890622091117
649,0.0017583847934361631,0.003340560315203228,948536,True,r_1m,0.0007244909121338607
650,0.0009947837781349987,0.0018911816579460581,947147,True,r_1m,0.000724493141246695
651,0.0002376959526832906,0.0004521569629050046,945758,True,r_1m,0.0007244938546920604
652,0.0022795858840186137,0.004338026133781988,944369,True,r_1m,0.0007244938954250868
653,-0.0007076899937071894,-0.0013474288596469729,942980,True,r_1m,0.0007244976418228779
654,-0.005134874643274666,-0.009780012410396477,941591,True,r_1m,0.0007244980028890898
655,0.002944185676657607,0.005611703232064361,940202,True,r_1m,0.0007245170116857718
656,-0.002179810199370173,-0.004158039151486493,938813,True,r_1m,0.0007245232607898088
657,-0.0028997308633057044,-0.005535139916316259,937424,True,r_1m,0.0007245266862728754
658,0.0007757697705070726,0.0014829863787282004,936035,True,r_1m,0.0007245327480086636
659,-0.001556250721082116,-0.002977485247155976,934646,True,r_1m,0.0007245331818644349
660,-0.0004626616270636155,-0.0008860461988313249,933257,True,r_1m,0.0007245349278399627
661,-0.00236392923731544,-0.004529479084079692,931868,True,r_1m,0.0007245350821539926
662,0.0009708859254114736,0.001861137643238886,930479,True,r_1m,0.000724539110679723
663,0.002161788617452293,0.004146745524186115,929091,True,r_1m,0.0007245397902152972
664,0.001675508553643497,0.003215828849299488,927708,True,r_1m,0.0007245431592154055
665,-0.0008994339963736555,-0.0017274161317932803,926325,True,r_1m,0.0007245451830091802
666,-0.002409775214564838,-0.004630622201346774,924942,True,r_1m,0.0007245457662001267
667,-0.0013593848052105104,-0.002614202489995541,923559,True,r_1m,0.0007245499524371349
668,-0.00014427795558782683,-0.00027765049829456793,922176,True,r_1m,0.0007245512845895452
669,0.003736986085536328,0.007195742855946046,920793,True,r_1m,0.0007245512995956733
670,-1.2071750017880113e-05,-2.326208142412113e-05,919410,True,r_1m,0.0007245613667940992
671,-0.0021439201234803485,-0.00413464619804329,918028,True,r_1m,0.0007245613668991509
672,0.0020130276514412518,0.0038847539344622926,916646,True,r_1m,0.0007245646803372255
673,-0.001001397559312557,-0.0019336917902788681,915264,True,r_1m,0.0007245676015236217
674,-0.00011313554352821311,-0.00021863505626337342,913882,True,r_1m,0.0007245683244128503
675,0.00012895706239890366,0.00024942409463034814,912500,True,r_1m,0.0007245683336397673
676,0.005123721218066814,0.009914739299564407,911118,True,r_1m,0.0007245683456278223
677,-0.0005578770808068375,-0.0010800198174241507,909736,True,r_1m,0.000724587270100156
678,-0.0006583470499996881,-0.0012751050679480327,908354,True,r_1m,0.0007245874944491345
679,-0.00011327308224061159,-0.00021951741617320047,906973,True,r_1m,0.0007245878068819796
680,0.001411980837062501,0.0027378170721554,905592,True,r_1m,0.0007245878161310958
681,-0.002103230666921655,-0.004080615061559887,904211,True,r_1m,0.0007245892532872914
682,0.0014521504999247797,0.002818875310164384,902830,True,r_1m,0.0007245924420249514
683,-0.00036151633468796683,-0.0007021104242244123,901449,True,r_1m,0.0007245939621062856
684,-0.0004275894712020415,-0.0008309420356358464,900068,True,r_1m,0.0007245940563167046
685,0.0006754157834298252,0.0013134279919753175,898687,True,r_1m,0.0007245941881111244
686,0.002415760009106477,0.004699703928206025,897306,True,r_1m,0.0007245945169516167
687,-0.0016216319092554714,-0.0031563602424650003,895926,True,r_1m,0.0007245987237247844
688,-0.002144048353128517,-0.004175422957267143,894546,True,r_1m,0.0007246006193141088
689,0.00485219261518568,0.009456019166810273,893166,True,r_1m,0.00072460393296904
690,-0.002363088786507049,-0.0046100087898809,891787,True,r_1m,0.0007246209039957241
691,-0.002171338658809987,-0.00423792656681339,890408,True,r_1m,0.0007246249291806537
692,0.000619001972161335,0.0012087146202591401,889029,True,r_1m,0.0007246283276132764
693,-0.0029147597519829003,-0.005696580881196248,887650,True,r_1m,0.0007246286038023537
694,-0.001401533897978014,-0.002741687236141172,886271,True,r_1m,0.0007246347276734944
695,0.0010696831127186203,0.0020938982708894566,884893,True,r_1m,0.0007246361435503044
696,-0.0014213990263543537,-0.002784398533549595,883516,True,r_1m,0.0007246369683108247
697,-0.0014413360463820786,-0.002825247206062071,882139,True,r_1m,0.0007246384246043831
698,-0.0008414870764629081,-0.0016505397716101513,880764,True,r_1m,0.0007246399220343229
699,0.00020857071961885665,0.0004093343060847898,879389,True,r_1m,0.0007246404324339112
700,0.0009429201472365658,0.0018519052096044747,878014,True,r_1m,0.0007246404637900033
701,0.00042691582518236145,0.000838984017357799,876639,True,r_1m,0.0007246411046525354
702,-0.002388087180068551,-0.004696034006691776,875264,True,r_1m,0.0007246412360234812
703,0.0001283503817631498,0.00025257939974947176,873889,True,r_1m,0.0007246453467056818
704,0.00038144543159504064,0.0007513091835716146,872514,True,r_1m,0.0007246453585799443
705,0.0021968699297019887,0.004330237994231482,871139,True,r_1m,0.0007246454634561853
706,-0.0002630587093260904,-0.0005188464326009787,869764,True,r_1m,0.000724648942179538
707,-0.0017012797332010218,-0.003358314815270828,868389,True,r_1m,0.0007246489920582828
708,-0.0023366440329589317,-0.004616059323431498,867014,True,r_1m,0.0007246510782824078
709,0.0010682199401253786,0.002111731985964655,865639,True,r_1m,0.0007246550137180537
710,0.002775207254953373,0.005490157348505673,864264,True,r_1m,0.0007246558362023927
711,0.001536379931803885,0.003041905796063885,862889,True,r_1m,0.0007246613875089473
712,-0.000969563019926453,-0.0019212602376243398,861514,True,r_1m,0.0007246630888815872
713,0.0007438252176234604,0.0014748904706772769,860139,True,r_1m,0.0007246637664506457
714,0.0006015339313555801,0.0011939226155877846,858764,True,r_1m,0.0007246641652394467
715,0.0005329985214796921,0.0010586798869639258,857389,True,r_1m,0.0007246644260476336
716,0.0032774426908996936,0.00651470907214654,856014,True,r_1m,0.0007246646308112678
717,-0.0020451866522916483,-0.004068586853570258,854639,True,r_1m,0.0007246723730873161
718,-0.0006577263120976191,-0.0013097363207700127,853264,True,r_1m,0.0007246753879054241
719,-0.0009951140075786231,-0.0019836113039725764,851889,True,r_1m,0.0007246756997115554
720,-0.00044153573093562464,-0.0008810764074237438,850514,True,r_1m,0.0007246764134508229
721,-0.0005703115552968673,-0.0011387926113052616,849139,True,r_1m,0.0007246765539666888
722,0.0025736239627912496,0.005141261766594061,847764,True,r_1m,0.0007246767883992249
723,0.002095146203623661,0.004188816523999491,846389,True,r_1m,0.0007246815623971478
724,0.00012205607086700814,0.0002442284326946104,845014,True,r_1m,0.0007246847262649779
725,-0.0009966832443187726,-0.0019957215244058896,843639,True,r_1m,0.0007246847370025844
726,-0.001449173629735128,-0.002903850672885265,842265,True,r_1m,0.0007246854529857471
727,-0.002125434925841673,-0.004262785235063715,840891,True,r_1m,0.0007246869666469246
728,0.003522740242107709,0.007072439843213539,839517,True,r_1m,0.000724690222629134
729,-0.0012010068068536736,-0.00241323019459199,838143,True,r_1m,0.0007246991668802371
730,-0.0060532863691715455,-0.012174928734632615,836769,True,r_1m,0.0007247002064908111
731,0.0032920987116613703,0.006626712121809519,835395,True,r_1m,0.0007247266156129976
732,0.0013596312331623918,0.002739292857193646,834021,True,r_1m,0.0007247344266189752
733,-0.001376664469387326,-0.002775824552726202,832647,True,r_1m,0.0007247357589152025
734,0.000541568182754341,0.0010934711618432187,831273,True,r_1m,0.0007247371247995622
735,0.0012827888810930186,0.0025932645750075013,829899,True,r_1m,0.0007247373361793876
736,0.0003896512583495266,0.0007883926436870948,828525,True,r_1m,0.0007247385221316479
737,0.0015519926878083759,0.0031431331920235878,827151,True,r_1m,0.0007247386315546464
738,-0.0001743035259040875,-0.00035329757434961174,825777,True,r_1m,0.0007247403674967384
739,-0.0006620938573210099,-0.0013436384311676054,824403,True,r_1m,0.000724740389392886
740,-0.002846959202888164,-0.005782171153004672,823029,True,r_1m,0.0007247407053254425
741,-0.0034228633533823615,-0.0069563020028087785,821655,True,r_1m,0.0007247465467114626
742,0.0005826751950721279,0.0011851057485917735,820281,True,r_1m,0.0007247549903233544
743,0.0008205553554041902,0.0016705393906329717,818907,True,r_1m,0.0007247552350039883
744,-0.0030527259087171667,-0.006220219517077965,817533,True,r_1m,0.0007247557202501247
745,-0.0014605048246020735,-0.002978891643932657,816159,True,r_1m,0.0007247624363908148
746,-0.0009456204546012982,-0.0019300943943381867,814785,True,r_1m,0.0007247639736520614
747,0.003584348664444755,0.007322903373503874,813411,True,r_1m,0.0007247646180805765
748,-0.00021085104803055988,-0.0004312473223595006,812037,True,r_1m,0.0007247738769628851
749,0.0014399297817629848,0.0029486985446062035,810663,True,r_1m,0.0007247739090024649
750,0.0014268417261741205,0.002925912106054028,809289,True,r_1m,0.0007247754032324728
751,-0.003196176643669999,-0.006559061162903239,807915,True,r_1m,0.0007247768704197108
752,-0.0028928059663121553,-0.00594156414615114,806541,True,r_1m,0.0007247842323693125
753,0.0001178157466749941,0.00024237795396116673,805167,True,r_1m,0.0007247902630438272
754,-0.00044709880107973726,-0.0009208503941412423,803794,True,r_1m,0.0007247902730468705
755,0.001241419749164688,0.00256030357961454,802421,True,r_1m,0.0007247904171032299
756,-0.0029128776385144994,-0.006014739034362683,801049,True,r_1m,0.0007247915277151972
757,0.0015485109798015308,0.0032002120778340222,799677,True,r_1m,0.0007247976423055549
758,-0.002080850178597617,-0.0043051797208190105,798305,True,r_1m,0.0007247993703269391
759,-0.001484807036490265,-0.003075286010139905,796933,True,r_1m,0.0007248024906582281
760,-0.0017641889362645098,-0.0036576828452751383,795561,True,r_1m,0.000724804079416062
761,-0.0003008514273634848,-0.0006245501902524887,794189,True,r_1m,0.0007248063222995381
762,-0.0006354719266946122,-0.0013213061481806853,792817,True,r_1m,0.0007248063875254237
763,-0.0034429386801090264,-0.007168859395321801,791445,True,r_1m,0.0007248066785357927
764,-0.0012252851007168387,-0.002554247182722273,790073,True,r_1m,0.0007248152207735324
765,-0.0002998101868873961,-0.0006258340390445968,788701,True,r_1m,0.0007248163026670044
766,-7.561900842573713e-05,-0.00015798328883548875,787329,True,r_1m,0.0007248163674412885
767,0.0008147974330032654,0.0017045081048476763,785957,True,r_1m,0.000724816371561996
768,-0.0021243243423519445,-0.004448448642390362,784585,True,r_1m,0.0007248168499816259
769,-0.0008384146844911968,-0.001758186897987563,783213,True,r_1m,0.0007248201019792538
770,0.0035776647016907913,0.00751077393337968,781841,True,r_1m,0.0007248206085326078
771,0.0008230806072742554,0.001730191840884313,780469,True,r_1m,0.0007248298322035297
772,0.005091294903427507,0.01071520912276571,779097,True,r_1m,0.0007248303203906943
773,0.0009844872919331955,0.0020756524750967184,777725,True,r_1m,0.0007248489993374004
774,-0.002371057020696536,-0.005006202606967284,776354,True,r_1m,0.000724849697747161
775,-0.003680525854490654,-0.0077814716587581755,774983,True,r_1m,0.0007248537488441866
776,0.0021136024950991865,0.00447469263000384,773612,True,r_1m,0.0007248635100676724
777,-0.0014112586963433557,-0.002992393196486812,772241,True,r_1m,0.0007248667291141548
778,0.0022770049804610878,0.004837634880793882,770870,True,r_1m,0.0007248681642482753
779,-0.0020224549733491607,-0.004304937568131909,769499,True,r_1m,0.0007248719002377126
780,-0.0002150253893644983,-0.00045854461794025487,768128,True,r_1m,0.0007248748475991674
781,-0.000527579664243212,-0.001125964163828067,766757,True,r_1m,0.000724874880915276
782,-0.0016422792900074672,-0.00350811874152906,765386,True,r_1m,0.0007248750814782718
783,2.1211443656405044e-05,4.5363114448777874e-05,764015,True,r_1m,0.0007248770249046975
784,0.0017036619521059461,0.0036481817099131126,762644,True,r_1m,0.0007248770252288981
