year_ny,variable,minute_of_day,n,point,ci_lo,ci_hi
2019,r_1m_mean,98,6,-9.184204605083548e-06,-8.520418206227053e-05,6.46968658822739e-05
2019,r_1m_mean,99,6,1.894365669250405e-05,-9.657455502588526e-06,5.2145584360812583e-05
2019,r_1m_mean,100,5,-5.623069435736469e-06,-2.8325803392533486e-05,1.4330498970821941e-05
2019,r_1m_mean,101,5,-4.5563377211325886e-05,-7.382651099631152e-05,-1.9171842854311603e-05
2019,r_1m_mean,102,5,8.384407055853007e-09,-1.7189760633761516e-05,1.4345761545774228e-05
2019,r_1m_mean,103,5,-5.730084375887183e-06,-1.7190253127661548e-05,0.0
2019,r_1m_mean,104,4,-4.949096987027517e-05,-0.00018132366351420964,2.044212368705876e-05
2019,r_1m_mean,105,5,-1.2557936291468235e-07,-2.8589191843961066e-05,4.5278638721059776e-05
2019,r_1m_mean,106,6,1.4188289357695182e-05,-9.563514747603255e-06,4.2597255891155744e-05
2019,r_1m_mean,107,6,1.8969864475627348e-05,-7.1679548535316015e-06,4.734375485332876e-05
2019,r_1m_mean,108,5,-5.128162143096964e-05,-6.966673643938652e-05,-3.37610519243535e-05
2019,r_1m_mean,109,5,1.7125877759189154e-05,5.680607825438387e-06,2.8589807531883844e-05
2019,r_1m_mean,110,4,1.4533155709458905e-05,-4.9643713179015314e-05,7.648195473105145e-05
2019,r_1m_mean,111,5,2.856066145120022e-05,-1.7285464840769695e-05,0.00010498618321624721
2019,r_1m_mean,112,6,-1.4305279588008445e-05,-2.3859990755841015e-05,-4.762517085854092e-06
2019,r_1m_mean,113,6,-1.4299965604235328e-05,-3.335085052303937e-05,0.0
2019,r_1m_mean,114,5,1.688329195516759e-05,-2.5966200908064323e-05,6.952132139699441e-05
2019,r_1m_mean,115,5,-3.414203056746218e-05,-7.885196871480307e-05,7.131835991258777e-06
2019,r_1m_mean,116,5,-4.6571813003068455e-08,-2.3861552787805646e-05,2.277666216861578e-05
2019,r_1m_mean,117,6,-9.60299549661455e-06,-2.859791132874006e-05,1.8798533172657485e-05
2019,r_1m_mean,118,6,4.912463303492667e-06,-3.305482849080081e-05,3.822796574934499e-05
2019,r_1m_mean,119,6,6.653722932354213e-09,-1.6763741321254232e-05,1.895753197745452e-05
2019,r_1m_mean,120,6,1.9064851607052423e-05,-4.662023669494902e-06,4.286053247718294e-05
2019,r_1m_mean,121,6,1.9982235551161925e-08,-1.9099186853451963e-05,2.164019829932726e-05
2019,r_1m_mean,122,5,-3.982359057991301e-05,-0.000111161191666849,1.4095439062913496e-05
2019,r_1m_mean,123,5,3.409520226930427e-05,-1.077206804176499e-07,7.955099641330214e-05
2019,r_1m_mean,124,5,2.8468510624396626e-05,5.73366022339374e-06,5.68263381715687e-05
2019,r_1m_mean,125,6,-9.465234169131971e-06,-5.241914513842928e-05,4.290319663871671e-05
2019,r_1m_mean,126,6,-4.750256518801176e-05,-7.596148008448211e-05,-2.3762355375514193e-05
2019,r_1m_mean,127,6,6.158776030204184e-05,9.548575404373883e-06,0.00013013894009659215
2019,r_1m_mean,128,6,3.298204869858516e-05,-1.9148759861654176e-05,9.462606543981718e-05
2019,r_1m_mean,129,5,-1.1082705419285685e-05,-8.534356103046586e-05,5.7583996735014465e-05
2019,r_1m_mean,130,5,-4.5430807957755174e-05,-0.00011343749039345977,2.8722213314404898e-05
2019,r_1m_mean,131,6,8.080091041845785e-05,6.937254120102268e-06,0.0001739756353925623
2019,r_1m_mean,132,6,-0.0001047369928700516,-0.00020508456952737645,-2.1276775262242062e-05
2019,r_1m_mean,133,6,-9.422540412235963e-06,-5.213127085529795e-05,3.8174540305162215e-05
2019,r_1m_mean,134,6,-2.3665137552534885e-05,-5.674725789264911e-05,2.3941847441646492e-05
2019,r_1m_mean,135,6,4.746226379952975e-06,-2.8398602796386857e-05,3.7915412855990916e-05
2019,r_1m_mean,136,6,-2.8527115154416313e-05,-7.631129937433802e-05,2.383124430059887e-05
2019,r_1m_mean,137,6,9.501374349616895e-06,-2.8650832314532022e-05,3.341850860223946e-05
2019,r_1m_mean,138,6,1.4478934550938946e-05,-3.310384898189806e-05,5.263634604755413e-05
2019,r_1m_mean,139,6,-1.9151146114704595e-05,-4.767641081126509e-05,2.3559918228188877e-05
2019,r_1m_mean,140,6,-6.215997155770234e-08,-3.817563011162643e-05,2.3782084991737308e-05
2019,r_1m_mean,141,6,-3.82980320356496e-05,-0.00013134321414512196,5.6902098266012445e-05
2019,r_1m_mean,142,6,-3.3427223641564886e-05,-0.0001191880892517737,2.369929473470688e-05
2019,r_1m_mean,143,6,1.4240739565661613e-05,-2.381480032671387e-05,4.2874633620705854e-05
2019,r_1m_mean,144,6,8.897092560206545e-08,-5.228037258746925e-05,5.245009209529493e-05
2019,r_1m_mean,145,6,-4.8022989804092404e-06,-6.203672770000949e-05,5.723740876156735e-05
2019,r_1m_mean,146,6,1.907110704784165e-05,-2.6293790779879696e-05,6.927752176713524e-05
2019,r_1m_mean,147,6,9.532866802923388e-06,-1.428613567122632e-05,3.339948012295597e-05
2019,r_1m_mean,148,6,-7.347105695053725e-08,-1.913746204058598e-05,1.901072042234196e-05
2019,r_1m_mean,149,6,-8.500309569464093e-09,-2.8585011091804123e-05,2.8576810562692265e-05
2019,r_1m_mean,150,6,-9.455308697881737e-06,-4.989085164625241e-05,2.861627916523555e-05
2019,r_1m_mean,151,6,-4.82296195302607e-06,-4.758750489006709e-05,3.78502040101898e-05
2019,r_1m_mean,152,6,-7.124079647618208e-05,-0.00013750797344409205,-3.3281604747594573e-05
2019,r_1m_mean,153,6,1.9182416951430498e-05,-4.5224362131867536e-05,9.063244283036578e-05
2019,r_1m_mean,154,6,-4.9454350962388015e-08,-3.8140462740081974e-05,3.812781335561429e-05
2019,r_1m_mean,155,6,-2.3881688407222524e-05,-5.5053885148028424e-05,0.0
2019,r_1m_mean,156,6,9.589343265662576e-06,-1.8984176293682198e-05,4.301908615094491e-05
2019,r_1m_mean,157,6,1.4261634089677486e-05,-4.72776178104356e-05,6.639899327203425e-05
2019,r_1m_mean,158,6,-9.498337063595887e-06,-4.7410204667600605e-05,3.7846046202962974e-05
2019,r_1m_mean,159,6,3.797901584845384e-05,-4.799250641127799e-06,8.310438265104977e-05
2019,r_1m_mean,160,6,4.7615493928237324e-06,-5.205200418278302e-05,4.7407267979253976e-05
2019,r_1m_mean,161,6,-4.689275010585263e-06,-1.8920875286571157e-05,1.2074040247165218e-05
2019,r_1m_mean,162,6,-4.7365266187149604e-05,-9.460502349728235e-05,-9.536888688039804e-06
2019,r_1m_mean,163,6,-9.53534241832635e-06,-8.07199356915826e-05,7.155303994419172e-05
2019,r_1m_mean,164,6,2.3796893199623287e-05,0.0,5.961346862530728e-05
2019,r_1m_mean,165,6,3.801327067376889e-05,9.5480889526197e-06,7.111246650164803e-05
2019,r_1m_mean,166,6,3.662609523827612e-08,-3.325382568471774e-05,2.8645125516151513e-05
2019,r_1m_mean,167,6,-4.732472804460423e-06,-5.6842814610797656e-05,3.309030186601633e-05
2019,r_1m_mean,168,6,-5.710466178642115e-05,-0.00012618093775712829,4.798184581120609e-06
2019,r_1m_mean,169,5,1.1530718914590552e-05,-2.3234144516919165e-05,4.295431882696851e-05
2019,r_1m_mean,170,5,-3.986722079544641e-05,-8.05202567897438e-05,1.1679065081233063e-07
2019,r_1m_mean,171,5,-3.4333495732089355e-05,-9.214394149243965e-05,2.2680506990598632e-05
2019,r_1m_mean,172,5,2.2760765484559795e-05,-2.1208674513274825e-05,5.129648947936105e-05
2019,r_1m_mean,173,5,2.288717713975502e-05,-1.2869643725449825e-05,6.492676740652329e-05
2019,r_1m_mean,174,5,-5.8823837003072014e-06,-5.092771361484532e-05,5.116325344548374e-05
2019,r_1m_mean,175,5,4.003125636597506e-05,-2.2914928580202756e-05,9.157176867380181e-05
2019,r_1m_mean,176,5,1.1330203440215112e-05,-3.233398968984687e-05,5.67384184738001e-05
2019,r_1m_mean,177,6,1.9072837092867702e-05,-4.785394914524876e-06,3.8122311007614185e-05
2019,r_1m_mean,178,6,-2.3734247432329834e-05,-5.447030142251751e-05,4.668455825815721e-06
2019,r_1m_mean,179,6,1.4351834735717675e-05,-4.738791896546975e-05,7.61865041468999e-05
2019,r_1m_mean,180,6,-3.7887307781309775e-05,-9.704289967945738e-05,4.7679668915751695e-06
2019,r_1m_mean,181,6,5.659723385230588e-05,-3.3410554985365654e-05,0.00016816010187627634
2019,r_1m_mean,182,5,-1.1539129478687943e-05,-0.00012210851103699932,0.0001042454879790253
2019,r_1m_mean,183,5,-3.4183876918390354e-05,-0.00012833047844532607,2.8587727765495202e-05
2019,r_1m_mean,184,6,3.327228192941144e-05,-1.4388711447801666e-05,8.121848355468069e-05
2019,r_1m_mean,185,5,-2.8672449375698595e-05,-0.00012611272689361038,5.6828858110963104e-05
2019,r_1m_mean,186,5,1.1220316454381435e-05,-9.25559162047416e-05,0.00011379561041573723
2019,r_1m_mean,187,6,-9.049563048731908e-05,-0.0001836815500625976,-3.332019133459559e-05
2019,r_1m_mean,188,6,-1.920150055447358e-05,-6.68135223905664e-05,2.3699475395730853e-05
2019,r_1m_mean,189,6,-2.8512159608242303e-05,-7.126968408626543e-05,1.4253827545892576e-05
2019,r_1m_mean,190,6,-2.3604770485834208e-05,-9.492470063651947e-05,5.988841022213281e-05
2019,r_1m_mean,191,6,2.8691888864161637e-05,-2.139888271317587e-05,7.889320570818248e-05
2019,r_1m_mean,192,6,4.656998172738434e-06,-2.1606965427118152e-05,4.2625140333519097e-05
2019,r_1m_mean,193,6,-1.899095694288334e-05,-0.00010736078959024073,4.3057619950419225e-05
2019,r_1m_mean,194,6,-9.372358484730146e-06,-5.6839107843346364e-05,3.8480576836872645e-05
2019,r_1m_mean,195,6,-9.751122337348273e-06,-6.220571512228548e-05,3.795805347166906e-05
2019,r_1m_mean,196,6,9.607623833765115e-06,-5.21177334172391e-05,5.7320176824764066e-05
2019,r_1m_mean,197,6,1.8910962997270366e-05,-2.8697944558347716e-05,6.894843241626648e-05
2019,r_1m_mean,198,5,-5.130590740899387e-05,-8.584504553897437e-05,-5.1582632845710345e-06
2019,r_1m_mean,199,5,6.851447605047186e-05,3.421966562234199e-05,0.00010453229759301771
2019,r_1m_mean,200,6,2.3590239539242536e-05,-1.9150842101363536e-05,8.999617142611869e-05
2019,r_1m_mean,201,6,4.9068847158863905e-06,-5.682463922468435e-05,5.9808549078963666e-05
2019,r_1m_mean,202,6,9.624170503165988e-06,-3.298173841570109e-05,4.2802512465716375e-05
2019,r_1m_mean,203,6,7.095681654193319e-05,-1.2036743486392018e-05,0.0001729197984510009
2019,r_1m_mean,204,6,2.845894854336009e-05,-9.426845570115446e-06,7.133910172335487e-05
2019,r_1m_mean,205,6,-4.682579370310761e-06,-3.565103651349626e-05,2.3858636275046225e-05
2019,r_1m_mean,206,6,-2.354077178280567e-05,-8.760717305394009e-05,3.8527659942451475e-05
2019,r_1m_mean,207,6,4.808122206282257e-06,-1.9026416267802373e-05,2.3866985475825697e-05
2019,r_1m_mean,208,6,5.693182111084625e-05,6.950977729570198e-06,0.0001212792435486503
2019,r_1m_mean,209,6,1.4302883459606842e-05,-2.1289556437674114e-05,5.214144175342463e-05
2019,r_1m_mean,210,6,1.879519003096173e-05,-2.861013136394514e-05,8.497462147070564e-05
2019,r_1m_mean,211,6,7.597155743145216e-08,-3.770988426194325e-05,2.8471329167608395e-05
2019,r_1m_mean,212,6,4.747938643690807e-06,-2.3834652786569702e-05,4.280896153724084e-05
2019,r_1m_mean,213,6,1.4125041975834005e-05,-9.561097805922993e-06,3.7836379919176504e-05
2019,r_1m_mean,214,6,3.316819494576817e-05,-1.4197890194446668e-05,8.52412750163472e-05
2019,r_1m_mean,215,6,4.290865311492442e-05,-2.8434777780945507e-05,0.00015496353578227376
2019,r_1m_mean,216,6,4.714646587621659e-06,-3.817665323603439e-05,3.332116642404389e-05
2019,r_1m_mean,217,6,-1.4222912889730113e-05,-6.673639199472724e-05,2.3759116936074123e-05
2019,r_1m_mean,218,6,-3.779082044418486e-05,-0.00010905762998377487,2.3951422935245495e-05
2019,r_1m_mean,219,6,-1.4254617384647855e-05,-3.8161770797804425e-05,2.16351912123362e-05
2019,r_1m_mean,220,5,-5.367610951078221e-06,-0.0001136110542531265,7.642073936195296e-05
2019,r_1m_mean,221,5,5.545522923748517e-06,-6.447326196729935e-05,8.528432789644355e-05
2019,r_1m_mean,222,5,-5.701883516772872e-06,-4.575922632217635e-05,2.149338240129395e-05
2019,r_1m_mean,223,6,1.906234204104153e-05,-7.30165544967651e-06,4.2925752437344676e-05
2019,r_1m_mean,224,6,-5.5469304651344516e-08,-3.8210548952974435e-05,3.8134961323460774e-05
2019,r_1m_mean,225,6,1.4384936189619896e-05,-3.3245078412663235e-05,6.20896621086847e-05
2019,r_1m_mean,226,6,3.769960975107187e-05,-2.3867435042656813e-05,0.00010388889479726044
2019,r_1m_mean,227,6,-9.483430025173535e-06,-3.810031468374766e-05,1.9076925264819757e-05
2019,r_1m_mean,228,6,2.3823590664425132e-05,-1.4141271129738236e-05,5.239005859139095e-05
2019,r_1m_mean,229,6,-4.7539048360836e-06,-3.797557650085443e-05,2.3716089359073504e-05
2019,r_1m_mean,230,6,-2.863230679300506e-05,-7.634768398513657e-05,1.9058102621954428e-05
2019,r_1m_mean,231,6,7.081444279456168e-05,-4.922418357572773e-06,0.0002030545281833892
2019,r_1m_mean,232,6,-2.8278765300718664e-05,-7.558234027114867e-05,1.219603771748752e-05
2019,r_1m_mean,233,6,1.915091163704286e-05,-1.8934552723605117e-05,5.2477182396665086e-05
2019,r_1m_mean,234,5,2.2627466117611274e-05,-1.1472988284011462e-05,6.960532321709736e-05
2019,r_1m_mean,235,5,6.839778978974119e-05,0.0,0.00015251167734037148
2019,r_1m_mean,236,6,-6.606667171286839e-05,-0.00024079227863412877,5.960300708184126e-05
2019,r_1m_mean,237,6,4.649488643907884e-06,-3.845230509038459e-05,5.201823133083684e-05
2019,r_1m_mean,238,6,-4.276850791554667e-05,-0.00010667947917793127,9.52802853528967e-06
2019,r_1m_mean,239,6,4.255437011935464e-05,4.774796713338723e-06,9.440631835376448e-05
2019,r_1m_mean,240,6,-1.4103237799020545e-05,-5.913599602657792e-05,1.9093212244255406e-05
2019,r_1m_mean,241,6,-5.22338961850633e-05,-0.00011890891411251164,1.7108615223383986e-05
2019,r_1m_mean,242,5,-3.125888357638192e-08,-2.290771652595905e-05,2.283520418956547e-05
2019,r_1m_mean,243,5,3.44370141481136e-05,-1.8159719741018483e-05,0.00010039152729234581
2019,r_1m_mean,244,6,3.3982974772527437e-07,-8.787164034069831e-05,0.0001055949527449434
2019,r_1m_mean,245,6,4.80857859970765e-06,-4.737572551873218e-05,5.709077964627296e-05
2019,r_1m_mean,246,6,-4.719792294563037e-06,-7.572432021534562e-05,7.105437804411102e-05
2019,r_1m_mean,247,6,7.496447312339015e-08,-2.8520821755015154e-05,5.019191862841617e-05
2019,r_1m_mean,248,6,-3.3351339317729194e-05,-4.771832806224453e-05,-1.898218595135198e-05
2019,r_1m_mean,249,6,-1.883215482341023e-05,-6.655436527759313e-05,2.4023995677165252e-05
2019,r_1m_mean,250,6,-9.57402826856961e-06,-3.809490135001276e-05,1.903149044760067e-05
2019,r_1m_mean,251,6,1.8983625690276802e-05,4.767830494401573e-06,3.786562265534981e-05
2019,r_1m_mean,252,6,4.64173444686798e-06,-2.86201574431248e-05,4.727376575523634e-05
2019,r_1m_mean,253,6,-2.8507452489050233e-05,-8.52754284068001e-05,1.4275363857732374e-05
2019,r_1m_mean,254,6,-1.864719394972577e-05,-8.505427203188647e-05,4.7700376280558294e-05
2019,r_1m_mean,255,6,9.35252190966627e-08,-8.525149210765813e-05,7.386599077129038e-05
2019,r_1m_mean,256,6,-1.4119232737401906e-05,-6.619059591469223e-05,3.333454092565483e-05
2019,r_1m_mean,257,6,4.729904835304661e-05,-2.6377232731889873e-05,0.0001324485522424711
2019,r_1m_mean,258,6,5.730537604068595e-05,-1.4302264057178854e-05,0.00014119002567120276
2019,r_1m_mean,259,6,9.582946113511358e-06,-4.262029581065016e-05,5.720823804873241e-05
2019,r_1m_mean,260,6,-1.2373478766927997e-09,-8.357025316741878e-05,6.451677616408724e-05
2019,r_1m_mean,261,6,-9.634514357236488e-06,-6.193343375457812e-05,3.790032013059211e-05
2019,r_1m_mean,262,6,3.825327624406665e-05,-2.1327040028267418e-05,0.00010966133696411619
2019,r_1m_mean,263,6,4.514279228317253e-06,-5.736822576281423e-05,6.638517499668287e-05
2019,r_1m_mean,264,6,-4.74791754709331e-05,-9.50818451867643e-05,4.749011291620251e-06
2019,r_1m_mean,265,6,9.566292928584808e-06,-1.9038764798958274e-05,3.8087426684121435e-05
2019,r_1m_mean,266,6,-4.2638476176447266e-05,-9.030993914797126e-05,2.402901227251375e-05
2019,r_1m_mean,267,6,9.600702690108901e-06,-2.3737196637114696e-05,4.771620404973023e-05
2019,r_1m_mean,268,6,2.8486336577566234e-05,-1.4339887161723119e-05,6.17773084882468e-05
2019,r_1m_mean,269,6,-2.3833829046250023e-05,-3.8110750797388744e-05,-4.772609042516953e-06
2019,r_1m_mean,270,6,-4.652666145571292e-06,-4.02962623125215e-05,2.3822188363566766e-05
2019,r_1m_mean,271,6,5.0138008197318855e-06,-4.715827375864213e-05,4.774766112552474e-05
2019,r_1m_mean,272,6,4.2586102916783015e-05,-1.4693289175420488e-05,0.0001042735646814307
2019,r_1m_mean,273,6,-1.4083912579778088e-05,-6.627316623115432e-05,3.346349668495701e-05
2019,r_1m_mean,274,5,-5.1512596098677036e-05,-9.29948641476995e-05,0.0
2019,r_1m_mean,275,4,-2.866927118758554e-05,-7.857469747610795e-05,2.8247269512138924e-05
2019,r_1m_mean,276,5,-5.7717319105795815e-06,-6.368399207312048e-05,5.137367331050202e-05
2019,r_1m_mean,277,5,-1.138537997604321e-05,-4.6487499662229287e-05,1.4162901696290546e-05
