year_ny,variable,minute_of_day,n,point,ci_lo,ci_hi
2019,r_1m_mean,610,6,-2.850299314498316e-05,-8.810138415580668e-05,3.125182733412673e-05
2019,r_1m_mean,611,6,-2.3895251635841247e-05,-0.00018634396582335678,0.00011473819305828271
2019,r_1m_mean,612,6,-1.9514256459245137e-05,-0.0002109093901336332,0.00014678128554202114
2019,r_1m_mean,613,6,-1.4439888981640875e-05,-0.00024868041169596555,0.00019581550004571982
2019,r_1m_mean,614,6,-0.0001580352214909576,-0.00031588097654698503,1.6135613116631376e-05
2019,r_1m_mean,615,6,1.8520278983966478e-05,-0.00030177017849339,0.00021227171556841874
2019,r_1m_mean,616,6,-9.067719085945058e-05,-0.0003396181248563577,0.0001436635418509056
2019,r_1m_mean,617,6,0.00014818916795508816,-8.841153153949241e-05,0.0004717396084280641
2019,r_1m_mean,618,6,0.00016690361774853208,5.962506860634809e-05,0.0002855396117815895
2019,r_1m_mean,619,6,-4.3404920958759124e-05,-0.00027314321676601345,0.00013333460488755496
2019,r_1m_mean,620,6,0.00010022386667687087,3.555363408375568e-05,0.00017686743913622506
2019,r_1m_mean,621,6,5.266720025979636e-05,-0.00022909238648572528,0.0003539263479342502
2019,r_1m_mean,622,6,-3.3260271562014246e-05,-0.00011453222995477334,4.3419756164385826e-05
2019,r_1m_mean,623,6,8.05661844820133e-05,-7.6587940023669e-05,0.00023006167872249356
2019,r_1m_mean,624,6,2.3631251035539095e-05,-4.2971103883587414e-05,9.724475364563878e-05
2019,r_1m_mean,625,6,-8.598659668531051e-05,-0.00016990854465378044,-1.8953813504387653e-05
2019,r_1m_mean,626,6,-0.00011444764091952199,-0.00016740519299434593,-6.647964063659874e-05
2019,r_1m_mean,627,6,-3.878305017026344e-05,-0.00022781040405391728,0.00012815819779897643
2019,r_1m_mean,628,6,-2.8645201380619016e-05,-0.00017441086050485602,6.686213956259207e-05
2019,r_1m_mean,629,6,-8.500979093402797e-06,-0.00031325278580897776,0.0003954375098771537
2019,r_1m_mean,630,6,0.00010013882746392302,-0.00012652548005155442,0.0003778049631578722
2019,r_1m_mean,631,6,-9.78472787467017e-06,-0.0001243225533936511,8.826944487407202e-05
2019,r_1m_mean,632,6,-4.294926536958433e-05,-0.00015056708561758897,3.8177727194150935e-05
2019,r_1m_mean,633,6,-8.968962389286601e-05,-0.0003841740714185285,0.00016724888804997608
2019,r_1m_mean,634,6,-1.9148007335441716e-05,-8.598535202381908e-05,4.7687452882568516e-05
2019,r_1m_mean,635,6,-2.934084405874551e-05,-0.0002105028221598521,0.00015623575969127645
2019,r_1m_mean,636,6,0.0002430821825597925,0.00012405360701045557,0.00036194018481785904
2019,r_1m_mean,637,6,9.535935248444619e-05,-1.4322848982965383e-05,0.00023625382361007756
2019,r_1m_mean,638,6,-2.362574358277855e-05,-0.00011169301183879704,6.210768108993993e-05
2019,r_1m_mean,639,6,-3.756393245903435e-05,-0.00021330738419094572,0.00018905447501346446
2019,r_1m_mean,640,6,4.28618376482429e-05,-0.0001432052211236874,0.0002817634886315847
2019,r_1m_mean,641,6,2.3578224528227567e-05,-7.648328485546434e-05,9.741302391103693e-05
2019,r_1m_mean,642,6,-3.28178425726792e-05,-0.0002294822558689278,0.00015768119053119877
2019,r_1m_mean,643,6,0.00018138167850305755,1.6386574925114693e-05,0.00037719407931177744
2019,r_1m_mean,644,6,-9.55402316820753e-06,-0.00010991652642314559,6.459919803409155e-05
2019,r_1m_mean,645,6,-0.00010037991463588196,-0.00022451180069204936,9.355262381894084e-06
2019,r_1m_mean,646,6,8.650664812866716e-06,-0.00023010309881080158,0.0002254278285211663
2019,r_1m_mean,647,6,1.4264745653994664e-05,-0.00024189656743608514,0.00020557282289282276
2019,r_1m_mean,648,6,-9.517068728460894e-05,-0.00020681568526335195,4.791637429542536e-05
2019,r_1m_mean,649,6,-5.303628534937218e-05,-0.00019898334999083323,8.290646750646144e-05
2019,r_1m_mean,650,6,-4.706490111529722e-06,-4.7784503811430944e-05,5.9984551758833007e-05
2019,r_1m_mean,651,6,-0.00016262287415815392,-0.000310741754907273,-2.4000887973248375e-05
2019,r_1m_mean,652,6,0.00010960707478368388,6.208233612764974e-05,0.00016161919782495404
2019,r_1m_mean,653,6,9.047826195550179e-05,4.384476753199972e-06,0.00018604873462150324
2019,r_1m_mean,654,6,0.00012911201786453322,2.8715803791812927e-05,0.0002728469984581968
2019,r_1m_mean,655,6,0.00018120343666775502,0.00012365619487771025,0.00024348876267865112
2019,r_1m_mean,656,6,4.2848237475093017e-05,-7.427382561341795e-05,0.00011939715237970638
2019,r_1m_mean,657,6,-0.00011918157625408768,-0.00023386340328351277,-3.298191552987039e-05
2019,r_1m_mean,658,6,4.827055495514443e-06,-0.00016492592224279232,0.00016250484327235041
2019,r_1m_mean,659,6,3.8217506378386796e-05,-8.59969339867487e-05,0.0001814810790816999
2019,r_1m_mean,660,6,-2.8493565859988257e-05,-0.0001719274801584211,9.364622908980846e-05
2019,r_1m_mean,661,6,8.093763826858232e-05,-0.00014355032866730072,0.00028899081283869277
2019,r_1m_mean,662,6,0.00015722700832528688,3.5607186585225724e-05,0.0003200001307389396
2019,r_1m_mean,663,6,-3.392527416971931e-05,-0.00020558451659452416,0.00015425175945278218
2019,r_1m_mean,664,6,-8.134391817808959e-05,-0.00021764078759368277,1.89421446399917e-05
2019,r_1m_mean,665,6,5.267319727910054e-05,-4.281268327839247e-05,0.0001816265080372661
2019,r_1m_mean,666,6,9.533573312495104e-05,2.3500189236038327e-05,0.00018391985861302752
2019,r_1m_mean,667,6,-0.0001098692399671875,-0.0002102817691203177,-2.8750039648863383e-05
2019,r_1m_mean,668,6,-3.0684009166360857e-07,-9.5556168319696e-05,9.926825869835964e-05
2019,r_1m_mean,669,6,4.2824334201105384e-05,-3.3591285864255225e-05,0.00011447223459591053
2019,r_1m_mean,670,6,-8.55876101329545e-05,-0.0001570773906403197,-2.8642905471680997e-05
2019,r_1m_mean,671,6,5.24146238853219e-05,-9.453555307356737e-06,0.00010968673801191785
2019,r_1m_mean,672,6,0.00015262763043033138,9.029069454243309e-05,0.0002223383266459461
2019,r_1m_mean,673,6,5.271208285290072e-06,-0.0001666544306910229,0.0002682867212474259
2019,r_1m_mean,674,6,-0.00018518521807508407,-0.0003815611299418563,-1.6461975644506025e-05
2019,r_1m_mean,675,6,0.00014268182699987144,7.627424199810563e-05,0.00021849750754513977
2019,r_1m_mean,676,6,2.8503082002297698e-05,-4.3175827564511716e-05,0.0001049480164630807
2019,r_1m_mean,677,6,9.494937654990951e-06,-0.00013889383557421007,0.00013372961020705808
2019,r_1m_mean,678,6,6.701430127216227e-05,-3.774153088438078e-05,0.0001911303538458844
2019,r_1m_mean,679,6,4.516694883497218e-06,-6.682751012108917e-05,8.51231776738943e-05
2019,r_1m_mean,680,6,0.0001336417824414026,2.850996261531747e-05,0.00024617493959510673
2019,r_1m_mean,681,6,-5.12946724092009e-06,-0.00014581316318750413,0.0001115958145892062
2019,r_1m_mean,682,6,9.982487018514754e-05,-6.961276750185474e-05,0.00028873936268507163
2019,r_1m_mean,683,6,-1.906475024711258e-05,-0.00016264074679037225,0.00011232983574219667
2019,r_1m_mean,684,6,1.4755984629616673e-05,-0.00010370464979560484,0.00010992540602676175
2019,r_1m_mean,685,6,-1.4114728396932575e-05,-9.769542667787931e-05,7.153472772817812e-05
2019,r_1m_mean,686,6,-1.9538308123456445e-05,-0.00015744023581730664,9.913900642239e-05
2019,r_1m_mean,687,6,2.8512616706176754e-05,-8.081766896977015e-05,0.0001280263457031103
2019,r_1m_mean,688,6,-9.060392597969072e-05,-0.00019088456666277597,-6.961412842746229e-06
2019,r_1m_mean,689,6,4.282810397546505e-05,-2.6491064604803387e-05,0.00010927091021872823
2019,r_1m_mean,690,6,-5.241868842871118e-05,-0.00014798372480651838,9.079074564425683e-05
2019,r_1m_mean,691,6,3.7770226453761876e-05,-6.956622043306655e-05,0.0001541183588366789
2019,r_1m_mean,692,6,-1.8989454552273968e-05,-0.00014791770805200997,0.00010502856300044513
2019,r_1m_mean,693,6,-9.106620073411162e-05,-0.00020315877266361071,2.8482573699812594e-05
2019,r_1m_mean,694,6,-3.335380621860152e-05,-0.00016009708288915864,0.0001028611646515011
2019,r_1m_mean,695,6,4.9703334844811245e-06,-0.00013138148813515875,0.00018920533594821428
2019,r_1m_mean,696,6,0.00010969631598988515,2.8400916963041524e-05,0.00021468214759402563
2019,r_1m_mean,697,6,4.3366956785519314e-05,-7.097490247015658e-05,0.00015762182082332407
2019,r_1m_mean,698,6,-5.7338576569613544e-05,-0.00013384401213746447,1.9082512790459405e-05
2019,r_1m_mean,699,6,-2.3794989787144518e-05,-6.203187001731552e-05,9.65845808230063e-06
2019,r_1m_mean,700,6,6.697242977842914e-05,-1.6694421347647612e-05,0.0001746046751262935
2019,r_1m_mean,701,6,1.372685177311743e-05,-0.00010777882848428917,0.0001420249196626333
2019,r_1m_mean,702,6,-1.9124857598005955e-05,-0.00012181287977335164,7.153470565483565e-05
2019,r_1m_mean,703,6,5.2481100804810545e-05,-3.5980603523443946e-05,0.00016966260336938823
2019,r_1m_mean,704,6,0.00011911575352280767,1.1970912758958113e-05,0.0002282879421802211
2019,r_1m_mean,705,6,0.00010047473575855751,-4.758602472184435e-05,0.0002719526494923765
2019,r_1m_mean,706,6,5.2838056138523664e-05,-0.00010432299447902876,0.0002004331200655718
2019,r_1m_mean,707,6,2.856974622079706e-05,-0.00015520747182316176,0.00020776050989080748
2019,r_1m_mean,708,6,3.349832356858005e-05,-2.8416743001881595e-05,0.00011224085635033625
2019,r_1m_mean,709,6,3.328975060376482e-05,-0.00010329902801647288,0.00013825935510194322
2019,r_1m_mean,710,6,-5.70693924333235e-05,-9.508606906860333e-05,-1.8998362337098554e-05
2019,r_1m_mean,711,6,1.4391382778585016e-05,-5.729307746091549e-05,0.00011698407886169243
2019,r_1m_mean,712,6,-1.896127253369751e-05,-0.00010965034837792873,8.117945904826205e-05
2019,r_1m_mean,713,6,-4.2840936633913166e-05,-0.00013092396341389734,5.2506543966486054e-05
2019,r_1m_mean,714,6,9.494194844198868e-06,-9.550764782056648e-05,8.594678540294608e-05
2019,r_1m_mean,715,6,-4.621002185555212e-06,-9.501832697310644e-05,6.929776978010919e-05
2019,r_1m_mean,716,6,-7.62912872827162e-05,-0.00016464511638960942,-2.1673483228211342e-06
2019,r_1m_mean,717,6,7.611267742186657e-05,-2.1029274049993817e-07,0.00016182878549849774
2019,r_1m_mean,718,6,-2.375811825706622e-05,-9.29514714041785e-05,4.7563308345524744e-05
2019,r_1m_mean,719,6,-3.791684663046795e-05,-0.00010898646033244195,1.44620818503669e-05
2019,r_1m_mean,720,6,-2.826227683912832e-05,-0.00010642850900673786,3.867138622062602e-05
2019,r_1m_mean,721,6,3.795908521716465e-05,-3.797713420937246e-05,0.00013516893077694607
2019,r_1m_mean,722,6,3.776938550213707e-05,-7.661103749496132e-05,0.00014196846557622495
2019,r_1m_mean,723,6,-0.0001047153342471481,-0.000250824701612512,3.370894343109035e-05
2019,r_1m_mean,724,6,5.2707826268148034e-05,-5.2392756326859115e-05,0.00016723217002188192
2019,r_1m_mean,725,6,-8.984909079835374e-05,-0.00029594556536314783,5.2558668463052605e-05
2019,r_1m_mean,726,6,4.891521502087693e-06,-5.195326631430194e-05,5.0199487793310544e-05
2019,r_1m_mean,727,6,-1.4720844304745424e-05,-0.00021512147675525832,0.00012130132616232632
2019,r_1m_mean,728,6,-2.818125595907127e-05,-0.00013513142537166162,7.169170754710619e-05
2019,r_1m_mean,729,6,5.7218361017718826e-05,-2.2224150295472848e-08,0.00012165557396442141
2019,r_1m_mean,730,6,-2.8572570263112448e-05,-6.673615957866493e-05,1.684490639145106e-05
2019,r_1m_mean,731,6,4.384050484919625e-06,-0.00011450312751880958,0.00016787535966656398
2019,r_1m_mean,732,6,1.4189410172695184e-05,-6.690230615349698e-05,8.580175131690771e-05
2019,r_1m_mean,733,6,-9.022738076593365e-05,-0.00029927198984510214,3.11133736209994e-05
2019,r_1m_mean,734,6,-4.765975300441777e-05,-0.00011438825223101959,1.4243084092365288e-05
2019,r_1m_mean,735,6,1.9046470012843577e-05,-2.3777314891644182e-05,6.42834948878241e-05
2019,r_1m_mean,736,6,4.757377504708236e-05,-4.550797640830723e-05,0.00018100338046397893
2019,r_1m_mean,737,6,-3.812813052797653e-05,-0.00012869204590113036,4.52957787897957e-05
2019,r_1m_mean,738,6,5.233357448327004e-05,4.793321324880271e-06,0.00011448584508390529
2019,r_1m_mean,739,6,-0.00010486732246394778,-0.0002002748624896738,-1.6525100141619452e-05
2019,r_1m_mean,740,6,9.394914626894258e-06,-4.76920763836619e-05,7.15070551835504e-05
2019,r_1m_mean,741,6,4.541690608349533e-06,-7.647741116454571e-05,0.00010244747935461824
2019,r_1m_mean,742,6,-7.53519791953332e-05,-0.0002887399044419257,9.819281730321901e-05
2019,r_1m_mean,743,6,-4.7614800476379275e-05,-0.00012637091554634414,1.674032100958455e-05
2019,r_1m_mean,744,6,1.4500612026682733e-05,-4.991145123437721e-05,9.339874834931904e-05
2019,r_1m_mean,745,6,-6.655405515315632e-05,-0.00013778073313077844,3.112410278132702e-05
2019,r_1m_mean,746,6,8.097410240408838e-05,-4.773151252988775e-06,0.00020262660452861618
2019,r_1m_mean,747,6,0.00013334350343263167,4.984948344324097e-05,0.00022628003207534746
2019,r_1m_mean,748,6,-9.632425400588648e-06,-7.879477473254025e-05,5.031917195158394e-05
2019,r_1m_mean,749,6,1.4213897956750964e-05,-3.810389860123347e-05,7.606196868273963e-05
2019,r_1m_mean,750,6,-7.100663424536416e-05,-0.00023199562713727804,5.727622433993926e-05
2019,r_1m_mean,751,6,2.3811527775888504e-07,-0.00015157630647230023,0.0001478764670285391
2019,r_1m_mean,752,6,8.093877359382526e-05,-1.4273979228190371e-05,0.00019306219924704722
2019,r_1m_mean,753,6,4.775403520916563e-05,-9.449118718898844e-06,0.0001051376395831653
2019,r_1m_mean,754,6,-1.4494062209794215e-05,-0.00011909762735743772,6.623870071773043e-05
2019,r_1m_mean,755,6,9.737146338434777e-06,-0.00011384872632777689,0.00013832131739459377
2019,r_1m_mean,756,6,1.8677463809536683e-05,-6.665926545363135e-05,0.00016558314965573254
2019,r_1m_mean,757,6,1.7502793847375914e-07,-9.729378347610213e-05,0.00011905077259934139
2019,r_1m_mean,758,6,-2.8568029209794158e-05,-0.00011447276361737628,7.169719208347628e-05
2019,r_1m_mean,759,6,-3.3208892653887214e-05,-0.00011366369352244966,3.802877247440003e-05
2019,r_1m_mean,760,6,4.620898697135354e-06,-5.7018722580586316e-05,8.522670092192732e-05
2019,r_1m_mean,761,6,-3.310741596758712e-05,-0.00011398195803960244,4.5541294441328046e-05
2019,r_1m_mean,762,6,4.7953078337073805e-06,-9.513092973213943e-05,0.00010962138227581732
2019,r_1m_mean,763,6,-1.420760264919242e-05,-6.150005461043192e-05,3.330980898884634e-05
2019,r_1m_mean,764,6,8.541975324662609e-05,1.4303367376461815e-05,0.00018257195764472843
2019,r_1m_mean,765,6,-4.897348810274279e-06,-6.191386146293066e-05,6.400680175632143e-05
2019,r_1m_mean,766,6,6.664309258553805e-05,-4.751017999946645e-05,0.00018580221619960774
2019,r_1m_mean,767,6,-1.4577466810528916e-05,-0.000109765970698135,9.94230792688038e-05
2019,r_1m_mean,768,6,9.24051263940371e-06,-6.213742148474922e-05,7.811795210530642e-05
2019,r_1m_mean,769,6,-2.3849983010089027e-05,-0.0001263511011717274,5.720669190432484e-05
2019,r_1m_mean,770,6,8.11020943790985e-05,3.33298265559295e-05,0.00014798140556253803
2019,r_1m_mean,771,6,-4.856718070161132e-06,-9.538469539754854e-05,0.00010946750573371959
2019,r_1m_mean,772,6,5.228010753784119e-05,-9.684958009931907e-06,9.034791804585108e-05
2019,r_1m_mean,773,6,-2.376071653262395e-05,-8.315659772222694e-05,4.757265531130708e-05
2019,r_1m_mean,774,6,-2.36440122886984e-05,-8.087652520437449e-05,5.267984070183164e-05
2019,r_1m_mean,775,6,-9.472966257367738e-06,-4.529502719003647e-05,4.301162198905644e-05
2019,r_1m_mean,776,6,4.767541963728145e-05,-1.885065758341994e-05,0.00013102950314793058
2019,r_1m_mean,777,6,-9.636125715126183e-06,-9.517833704338569e-05,5.691668731994332e-05
2019,r_1m_mean,778,6,-2.3877209366578547e-05,-8.594726104602188e-05,5.726961809818108e-05
2019,r_1m_mean,779,6,1.4230733825246353e-05,-4.77906289476566e-05,7.616966860360223e-05
2019,r_1m_mean,780,6,6.18333612425335e-05,-4.286992869671161e-05,0.00018101192572842872
2019,r_1m_mean,781,5,8.56982162005174e-05,3.381933859322172e-05,0.0001485836469658214
2019,r_1m_mean,782,5,3.451619607601398e-05,-6.18163148903135e-05,0.00011434110848052076
2019,r_1m_mean,783,5,-8.557349531146453e-05,-0.00016079246527071013,-1.9042178430404866e-05
2019,r_1m_mean,784,5,3.976484979492354e-05,-0.0001668197935104908,0.00015379422423560094
2019,r_1m_mean,785,5,-0.00016580316883270315,-0.00040021473743325555,-3.5985626371629405e-05
2019,r_1m_mean,786,5,6.311369959186337e-05,-7.263255645783862e-05,0.00022601787307701432
2019,r_1m_mean,787,5,-1.12980549689898e-05,-6.216878710832411e-05,2.8703838171817955e-05
2019,r_1m_mean,788,5,3.981982173823102e-05,-8.585651105906548e-05,0.0001231070393889068
2019,r_1m_mean,789,5,-5.783439979705408e-06,-5.012938705570009e-05,2.8555542748644588e-05
2019,r_1m_mean,790,5,-1.1381393985181548e-05,-6.529803854856183e-05,4.2745189489471604e-05
2019,r_1m_mean,791,5,5.7218735178568556e-05,6.288892643885693e-08,0.00014295807452471823
2019,r_1m_mean,792,5,-5.23132258777777e-06,-0.00021946416111560382,0.00014587373216546671
2019,r_1m_mean,793,5,-5.7061279831439163e-05,-0.00010846930098224082,-2.014790962490092e-05
2019,r_1m_mean,794,5,5.133983493845245e-05,1.5632914823092925e-05,9.20124746468458e-05
2019,r_1m_mean,795,5,5.7341958166444415e-06,-8.192234112556105e-05,0.0001233429883847777
2019,r_1m_mean,796,5,-1.1417988035778725e-05,-7.529460975173194e-05,5.9686446791333664e-05
2019,r_1m_mean,797,5,5.638627116638032e-06,-5.7386986791612476e-05,5.145008334571559e-05
2019,r_1m_mean,798,5,-4.00491920394311e-05,-0.00021384070610807124,0.00012388451197825303
2019,r_1m_mean,799,5,-7.438436662561298e-05,-0.0001974064642669976,2.2025865809324046e-05
2019,r_1m_mean,800,5,-4.527970489137352e-05,-0.00025009345093459935,7.605189587659315e-05
2019,r_1m_mean,801,5,5.558378248332358e-06,-0.00016583317083807085,0.00011397021886990252
2019,r_1m_mean,802,5,5.701788697456849e-05,0.0,0.00014248005276088556
2019,r_1m_mean,803,5,0.0001142388351599562,3.987213635419156e-05,0.00021107938413305902
2019,r_1m_mean,804,5,-6.844983384044402e-05,-0.00013718675540264015,-1.180906163827121e-05
2019,r_1m_mean,805,5,-5.105305415769126e-05,-0.0001810016745298021,3.3916715808571086e-05
2019,r_1m_mean,806,5,-4.5914737537555606e-05,-0.00010883164758524582,4.11013077735096e-05
2019,r_1m_mean,807,5,2.3168963734844575e-05,-9.856932293106397e-05,0.00011759401672619255
2019,r_1m_mean,808,5,-2.8457076846223807e-05,-0.00011385606005356178,4.751936350868725e-05
2019,r_1m_mean,809,5,-1.4766904407809006e-07,-0.00011435680695778476,0.0001007468065066735
2019,r_1m_mean,810,5,-0.00010274337948534196,-0.00019202228480663831,-3.306026608221632e-05
2019,r_1m_mean,811,5,1.7296960704377594e-05,-4.267000443512961e-05,7.638438331981849e-05
2019,r_1m_mean,812,5,4.552628186234462e-05,-0.00011872191568182075,0.00022182889334727778
2019,r_1m_mean,813,5,-3.445322301650002e-05,-9.890558191644091e-05,3.137994087359404e-05
2019,r_1m_mean,814,5,2.840305666807102e-05,-1.1453933711140103e-05,7.962204825208733e-05
2019,r_1m_mean,815,5,1.731383413296762e-05,-6.997731642046424e-05,9.370959816358124e-05
2019,r_1m_mean,816,5,5.7044940455247896e-05,-1.1453605739025301e-05,0.00015692935831190135
2019,r_1m_mean,817,5,9.116837584032766e-05,1.1382715349817219e-05,0.00018415759726284842
2019,r_1m_mean,818,5,4.546922391212467e-05,-3.440608215299326e-05,0.00015168657474701002
2019,r_1m_mean,819,5,-3.999794474287778e-05,-9.852761510967674e-05,1.8071948904871017e-05
2019,r_1m_mean,820,5,0.00013705059983900607,5.6930133943375683e-05,0.00022792036569657206
2019,r_1m_mean,821,5,5.1445060901313384e-05,0.0,0.00012019917915582053
2019,r_1m_mean,822,5,-5.7057893529741157e-05,-0.0001084886316987783,-2.014236317264491e-05
2019,r_1m_mean,823,5,-3.984638479415452e-05,-8.539148227338278e-05,-2.219327688380869e-06
2019,r_1m_mean,824,5,-4.557712643493022e-05,-0.00011403428493531544,5.088772481016966e-05
2019,r_1m_mean,825,5,-4.0039956866002646e-05,-0.00011167367555051487,5.676858422053994e-05
2019,r_1m_mean,826,5,7.422253926098879e-05,9.68189459718352e-06,0.0001556508460462813
2019,r_1m_mean,827,5,2.847819517699408e-05,-5.715592136901525e-05,0.0001202666752037261
2019,r_1m_mean,828,5,-5.695139165686398e-05,-0.00020702533443998824,6.017201603120754e-05
2019,r_1m_mean,829,5,-7.426330333572686e-05,-0.00019097498723294584,1.446212044231463e-05
2019,r_1m_mean,830,5,-1.697687935314366e-05,-8.540097754691756e-05,7.15416716971649e-05
2019,r_1m_mean,831,5,-3.990862508608877e-05,-0.000149167201356893,9.458674753999484e-05
2019,r_1m_mean,832,5,0.0001085492803191173,5.68923752516652e-05,0.00018582909845678367
2019,r_1m_mean,833,5,-5.763514108209823e-06,-2.860134107467953e-05,3.0943915813380275e-05
2019,r_1m_mean,834,5,6.251428149659018e-05,-8.583092120910173e-05,0.0001736627298387805
2019,r_1m_mean,835,5,-5.863571797295016e-06,-5.7246637206629706e-05,5.685048329037909e-05
2019,r_1m_mean,836,5,5.7190566569914905e-05,1.0915370719450973e-08,0.00016197681146125947
2019,r_1m_mean,837,5,2.852715299908378e-05,-1.2862239025320451e-05,7.598938559865483e-05
2019,r_1m_mean,838,5,2.2796830235312506e-05,-8.818595566352043e-05,0.00016648399764285208
2019,r_1m_mean,839,5,1.7056500731207895e-05,-2.1428150349655793e-05,7.586546508056182e-05
2019,r_1m_mean,840,5,-3.408746440855297e-05,-8.541868007586378e-05,1.4345537755057405e-05
2019,r_1m_mean,841,5,-3.438642983819503e-05,-0.00015044507005369898,3.989790848708519e-05
2019,r_1m_mean,842,5,-8.603091082552008e-05,-0.00035846631897875806,0.00011074088734599707
2019,r_1m_mean,843,5,-9.710409015235274e-05,-0.0003763907505111174,8.597563464724845e-05
2019,r_1m_mean,844,5,8.54725727463266e-05,-1.3570279789050947e-05,0.0002086826375827753
2019,r_1m_mean,845,5,1.1790464839906424e-05,-0.00013176080365398854,0.0001660383002770961
2019,r_1m_mean,846,5,2.269866356040626e-05,-8.022073116783608e-05,0.00013332349480558946
2019,r_1m_mean,847,5,-3.4192278987294496e-05,-5.701979292061264e-05,4.2361867301071184e-08
2019,r_1m_mean,848,5,5.669616435850078e-06,-9.121203527731024e-05,8.102405561159216e-05
2019,r_1m_mean,849,5,1.1535103556873885e-05,-8.057557958336204e-05,0.00010404935960400252
2019,r_1m_mean,850,5,-5.742735215658941e-06,-5.6997048070211375e-05,4.659653701292573e-05
2019,r_1m_mean,851,5,-2.292348521244664e-05,-8.550166387401218e-05,5.229321714258338e-05
2019,r_1m_mean,852,5,1.1617514601943268e-05,-6.336907862134309e-05,0.00012652104256121238
2019,r_1m_mean,853,5,-4.5591883417996265e-05,-9.984913069059281e-05,6.522852806416285e-06
2019,r_1m_mean,854,5,2.2431394423188276e-05,-0.00011190822292726665,0.0001638275646483489
2019,r_1m_mean,855,5,5.465217680963736e-06,-8.011675750656266e-05,9.952209561817902e-05
2019,r_1m_mean,856,5,-0.00010820389784844577,-0.00021319997750973132,-2.2919683618753706e-05
2019,r_1m_mean,857,5,-5.153118897216178e-05,-0.00014848317583706773,4.03479637518566e-05
2019,r_1m_mean,858,5,6.8577040237431e-05,-2.4404494027150305e-07,0.0001431652527498386
2019,r_1m_mean,859,5,1.1190196166766719e-05,-0.00010619989132748828,0.00010122365164294909
2019,r_1m_mean,860,5,6.271022573882924e-05,0.0,0.0001352649140118479
2019,r_1m_mean,861,5,2.2896265101459874e-05,-6.653076088298231e-05,0.00012168445655196992
2019,r_1m_mean,862,5,1.5271790344196416e-07,-0.00010457361004316503,9.652734077485514e-05
2019,r_1m_mean,863,5,4.564072321210667e-05,2.87386262552157e-09,9.838332520283123e-05
2019,r_1m_mean,864,5,-1.7167957092098273e-05,-6.486482798717562e-05,3.41287427542353e-05
2019,r_1m_mean,865,5,-0.0001258826072917622,-0.0003720576497731242,2.468760106892621e-06
2019,r_1m_mean,866,5,7.423863813642939e-05,-2.0280089713233027e-05,0.00019971024571826786
2019,r_1m_mean,867,5,-6.278702856020277e-05,-7.982916917332293e-05,-4.132068658272028e-05
2019,r_1m_mean,868,5,-4.567535754875749e-05,-0.00012404412328276195,1.0986777237756382e-05
2019,r_1m_mean,869,5,4.580996830557319e-05,1.1544160128238873e-07,8.587499468566184e-05
2019,r_1m_mean,870,5,0.0001429639674984265,6.848423421394993e-05,0.000219697421462481
2019,r_1m_mean,871,5,-6.304063418966143e-05,-0.0002341486822277049,5.673093566353698e-05
2019,r_1m_mean,872,5,-1.2601527644928126e-07,-7.278957776082705e-05,7.557926709761242e-05
2019,r_1m_mean,873,5,2.266227041299713e-05,-5.1532372381684225e-05,0.0001010869311699222
2019,r_1m_mean,874,5,-2.2669810236294713e-05,-0.00010260109188533391,6.817596577819795e-05
2019,r_1m_mean,875,5,5.153966329504035e-05,-4.0331837412489955e-05,0.00015749069694796523
2019,r_1m_mean,876,5,-4.576215472042039e-05,-0.00012385495882365007,1.715812226496749e-05
2019,r_1m_mean,877,5,5.710863798044297e-05,-1.7914734138115894e-05,0.0001214079759631694
2019,r_1m_mean,878,5,-8.008371041664561e-05,-0.00017097216046283483,-2.847213671985941e-05
2019,r_1m_mean,879,5,3.4139460307974835e-05,-4.781791484282909e-05,0.000130061926687608
2019,r_1m_mean,880,5,5.834895417418923e-06,-5.106459938441656e-05,5.4526373447238844e-05
2019,r_1m_mean,881,5,5.5360459526014746e-06,-3.579497834743974e-05,6.721475036016925e-05
2019,r_1m_mean,882,5,8.591640822011148e-05,-1.1380286499463682e-05,0.0002290306478882844
2019,r_1m_mean,883,5,4.5459211223372614e-05,-3.154645153436911e-05,0.00014211426878038832
2019,r_1m_mean,884,5,-3.424606711683048e-05,-6.645014121504782e-05,-7.157888709622232e-06
2019,r_1m_mean,885,5,-1.7174344551020573e-05,-6.297434366244229e-05,1.4315777419239108e-05
2019,r_1m_mean,886,5,-5.706457262860208e-05,-0.00012600131830599665,-4.773155772273507e-06
2019,r_1m_mean,887,5,-5.697382662970367e-05,-0.00014600327552272295,1.1455573853414694e-05
2019,r_1m_mean,888,5,6.276741258471215e-05,-1.678655323551702e-05,0.00015294714285789542
2019,r_1m_mean,889,5,4.010020421835347e-05,-2.013937460591304e-05,0.00012216542755627547
2019,r_1m_mean,890,5,2.2700144134884234e-05,-6.517046022255419e-05,8.072482756734536e-05
2019,r_1m_mean,891,5,-2.8596386552493917e-05,-9.314165324528853e-05,2.8655375716584993e-05
2019,r_1m_mean,892,5,-2.88606770760037e-05,-0.00010892236038941652,7.38971797212179e-05
2019,r_1m_mean,893,5,2.2951576382197932e-05,-2.3831270872926227e-05,7.547633967770534e-05
2019,r_1m_mean,894,5,-3.435526504379069e-05,-8.953390914339254e-05,2.8264672175351545e-05
