family,param,input_series,scope,scope_value,n,kurt_r,kurt_z,fraction_removed,kurt_r_trimmed,kurt_z_trimmed,fraction_removed_trimmed
rolling_std,390.0,raw,YEAR,2020,342648,44.36892468153314,9.80946481389432,0.7789113690650895,12.706382826236513,4.189921102760867,0.670250679516015
rolling_std,390.0,raw,YEAR,2021,349039,24.022583472900223,20.035545237451295,0.16597041862490303,8.75258381409433,4.916159819715052,0.4383190239437027
rolling_std,390.0,raw,YEAR,2022,349996,130.76252311280814,415.9342351877631,-2.180836720540631,6.906982050777355,4.251931257429872,0.38440099797981475
rolling_std,390.0,raw,YEAR,2023,349636,53.795167913597034,194.15165541452782,-2.60909098241619,7.876129428476881,4.149375289495591,0.4731707589145072
rolling_std,390.0,raw,YEAR,2024,352261,54.18265280512187,166.08459783113213,-2.065272540798006,8.447466411629483,4.2183346263211465,0.5006390767634379
rolling_std,390.0,raw,YEAR,2025,163544,138.7665219751117,196.76121698290623,-0.4179300178626377,13.098322493149986,4.313335195603828,0.6706956025964723
ewma,20.0,raw,GLOBAL,GLOBAL,1914470,111.55246619222174,96.33008724688504,0.13645936719235097,11.490632570366088,2.1278954039382194,0.8148147727370569
ewma,20.0,raw,YEAR,2019,7346,32.85407664913574,8.410004564585842,0.7440194513941065,10.588640863957883,3.5967942403910964,0.6603157773880088
ewma,20.0,raw,YEAR,2020,342648,44.36892468153314,8.3099077305737,0.8127088319083744,12.706382826236513,2.495245165144815,0.8036226989798734
ewma,20.0,raw,YEAR,2021,349039,24.022583472900223,26.792454674590754,-0.11530280266546722,8.75258381409433,2.2425299398575724,0.7437865220728974
ewma,20.0,raw,YEAR,2022,349996,130.76252311280814,218.1908142904071,-0.6686035807230106,6.906982050777355,2.1324553895655116,0.6912609047064902
ewma,20.0,raw,YEAR,2023,349636,53.795167913597034,126.7937105063063,-1.3569721115092657,7.876129428476881,1.8555377733615313,0.7644099439690946
ewma,20.0,raw,YEAR,2024,352261,54.18265280512187,50.08466616664873,0.07563281652547205,8.447466411629483,1.849872425859548,0.7810145272299798
ewma,20.0,raw,YEAR,2025,163544,138.7665219751117,161.92749884623777,-0.16690608470593582,13.098322493149986,2.3174000679422386,0.8230765757100448
ewma,60.0,raw,GLOBAL,GLOBAL,1914350,111.54538214724022,154.3495515718042,-0.3837377092676266,11.489737907652255,2.8215415149137106,0.7544294275821086
ewma,60.0,raw,YEAR,2019,7226,32.34399590136759,10.828197250313638,0.6652177027435318,10.399959759816038,4.898702819267654,0.5289690602269883
ewma,60.0,raw,YEAR,2020,342648,44.36892468153314,8.568831745679296,0.8068731255674144,12.706382826236513,2.9918045482975684,0.7645431757242508
ewma,60.0,raw,YEAR,2021,349039,24.022583472900223,23.678564241769745,0.014320659204642316,8.75258381409433,3.094380608296082,0.6464608995445225
ewma,60.0,raw,YEAR,2022,349996,130.76252311280814,354.2860770627101,-1.7093854464483633,6.906982050777355,2.81419163204482,0.5925584269140973
ewma,60.0,raw,YEAR,2023,349636,53.795167913597034,196.2526217338818,-2.648145908738354,7.876129428476881,2.565605089361144,0.6742555956375019
ewma,60.0,raw,YEAR,2024,352261,54.18265280512187,104.27967898535448,-0.9245953010166559,8.447466411629483,2.6144353828427818,0.6905065666501458
ewma,60.0,raw,YEAR,2025,163544,138.7665219751117,237.40712827282385,-0.7108386438870591,13.098322493149986,2.9053956375525347,0.778185669266277
ewma,240.0,raw,GLOBAL,GLOBAL,1913810,111.51702405152112,216.24515263184696,-0.9391223400289197,11.490411231135402,4.775512403683316,0.5843915150100827
ewma,240.0,raw,YEAR,2019,6686,32.58277268095676,17.867903757139693,0.4516150012125051,10.350970648443871,7.614906249029309,0.26432925880491154
ewma,240.0,raw,YEAR,2020,342648,44.36892468153314,9.903057888031158,0.7768019405673601,12.706382826236513,4.183599785930608,0.6707481709670995
ewma,240.0,raw,YEAR,2021,349039,24.022583472900223,25.85105205258259,-0.07611456868263389,8.75258381409433,5.2792134725652975,0.3968394265400631
ewma,240.0,raw,YEAR,2022,349996,130.76252311280814,517.9591312236746,-2.961067123007668,6.906982050777355,4.703415257196352,0.3190346778638291
ewma,240.0,raw,YEAR,2023,349636,53.795167913597034,264.17457017612816,-3.910749058362109,7.876129428476881,4.904551138685093,0.3772891642750015
ewma,240.0,raw,YEAR,2024,352261,54.18265280512187,183.67710755695495,-2.3899615106994543,8.447466411629483,4.839280554287273,0.4271323118106609
ewma,240.0,raw,YEAR,2025,163544,138.7665219751117,237.62414202625223,-0.7124025207525995,13.098322493149986,4.7007254866577615,0.6411200373852382
rolling_std,30.0,clock_adjusted,GLOBAL,GLOBAL,1914454,78.28743074495019,15.989161661851789,0.7957633618870147,11.360824312718425,1.6041308166619297,0.8588015470967095
rolling_std,30.0,clock_adjusted,YEAR,2019,7376,4.72787244037704,5.241802483435709,-0.10870218042889568,2.801848288656002,2.4870860730056066,0.11234092042912902
rolling_std,30.0,clock_adjusted,YEAR,2020,342602,50.91134204305686,9.388221040488336,0.8155966693522141,14.847832362473067,2.0688714452214523,0.8606617185111551
rolling_std,30.0,clock_adjusted,YEAR,2021,349039,13.82394129771906,6.6304075848394,0.5203677849866584,5.896603184505439,1.6287296928921613,0.723785094243413
rolling_std,30.0,clock_adjusted,YEAR,2022,349996,31.241867340249343,19.296975197547276,0.38233604965453816,4.057234806026708,1.5861936361932631,0.6090456401889545
rolling_std,30.0,clock_adjusted,YEAR,2023,349636,61.467843753864344,28.284898479920695,0.53984235085288,3.8862600253229784,1.283645467689138,0.6696964538335396
rolling_std,30.0,clock_adjusted,YEAR,2024,352261,62.445221162957935,15.571127949004367,0.7506434013842351,6.611321062905594,1.40411869930917,0.7876190422535496
rolling_std,30.0,clock_adjusted,YEAR,2025,163544,101.82068109428391,17.7854111944536,0.825326141965357,13.54833185715254,1.8689767547715173,0.8620511532728043
rolling_std,120.0,clock_adjusted,GLOBAL,GLOBAL,1914410,78.28356345285356,28.154406356345564,0.6403535414774314,11.360543160701887,1.755303075612094,0.8454912717832017
rolling_std,120.0,clock_adjusted,YEAR,2019,7286,4.7223480003902045,6.24080076637299,-0.3215461388820384,2.797949254006161,2.358523335586426,0.15705285497603494
rolling_std,120.0,clock_adjusted,YEAR,2020,342648,50.914702940245604,9.431092748507384,0.8147668118661935,14.849109298017279,2.2364216528922825,0.8493901817268663
rolling_std,120.0,clock_adjusted,YEAR,2021,349039,13.82394129771906,7.067482360179957,0.4887505518165006,5.896603184505439,1.7943267748190648,0.6957016236849658
rolling_std,120.0,clock_adjusted,YEAR,2022,349996,31.241867340249343,33.80561283716775,-0.0820612119306805,4.057234806026708,1.6987737942315633,0.5812976385522064
rolling_std,120.0,clock_adjusted,YEAR,2023,349636,61.467843753864344,59.042348807079854,0.0394595742856525,3.8862600253229784,1.374647424301842,0.6462801214163229
rolling_std,120.0,clock_adjusted,YEAR,2024,352261,62.445221162957935,30.419596144602856,0.5128595018469155,6.611321062905594,1.557326478196055,0.7644454923035262
rolling_std,120.0,clock_adjusted,YEAR,2025,163544,101.82068109428391,28.64421105106901,0.7186798325917203,13.54833185715254,2.1957798564047053,0.8379298736142566
rolling_std,390.0,clock_adjusted,GLOBAL,GLOBAL,1914140,78.27284118569601,35.832851854535576,0.5422058109590653,11.358675106342849,2.3504443089858436,0.7930705573510664
rolling_std,390.0,clock_adjusted,YEAR,2019,7016,4.660514488518968,6.519996650317987,-0.3989864566197132,2.745245933445501,2.5115423399324737,0.08513029403515437
rolling_std,390.0,clock_adjusted,YEAR,2020,342648,50.914702940245604,13.347510195204627,0.7378456629537935,14.849109298017279,3.148535915768522,0.7879646615444518
rolling_std,390.0,clock_adjusted,YEAR,2021,349039,13.82394129771906,8.966955112858745,0.35134597870881534,5.896603184505439,2.36158270717762,0.5995011647751415
rolling_std,390.0,clock_adjusted,YEAR,2022,349996,31.241867340249343,44.79399077361819,-0.43378083921089616,4.057234806026708,2.1731668110845552,0.46437243221504354
rolling_std,390.0,clock_adjusted,YEAR,2023,349636,61.467843753864344,67.8800664843755,-0.10431832872139823,3.8862600253229784,1.794047645522781,0.538361397890847
rolling_std,390.0,clock_adjusted,YEAR,2024,352261,62.445221162957935,46.100861134864346,0.26173916472232706,6.611321062905594,2.0504329077667203,0.6898603337733562
