20260608 030300;29513.25;29513.25;29500;29500;3
20260608 030400;29494.25;29494.25;29494.25;29494.25;1
20260608 030500;29494.25;29495.25;29481.75;29481.75;10
20260608 030600;29483.25;29485.25;29483.25;29485.25;7
20260608 030700;29499.75;29500;29497.75;29500;19
20260608 031000;29515.5;29515.5;29515.5;29515.5;1
20260608 031100;29510.75;29510.75;29510.75;29510.75;1
20260608 031200;29500.5;29500.5;29500.25;29500.25;7
20260608 031400;29484.5;29485.25;29484.5;29485.25;5
20260608 031500;29489;29499.75;29488.75;29499.75;6
20260608 031600;29496.75;29496.75;29496.75;29496.75;5
20260608 031700;29483.25;29483.25;29483;29483;6
20260608 031800;29475;29475;29468.5;29468.5;19
20260608 031900;29471.25;29471.25;29465;29465;4
20260608 032000;29460.25;29471.5;29460.25;29467;8
20260608 032100;29467;29472;29467;29472;4
20260608 032200;29480.25;29481;29478;29478;3
20260608 032300;29490.25;29490.25;29490.25;29490.25;2
20260608 032400;29490;29495;29490;29495;6
20260608 032500;29495;29500.75;29482.5;29500.75;11
20260608 032600;29500.75;29500.75;29500.75;29500.75;6
20260608 032700;29498;29498;29498;29498;2
20260608 032900;29501;29505.5;29501;29505.5;2
20260608 033000;29498.5;29498.5;29498.5;29498.5;2
20260608 033100;29505.5;29515;29505.5;29511;6
20260608 033200;29513;29516.25;29504.5;29504.5;7
20260608 033300;29501.5;29501.5;29501.5;29501.5;8
20260608 033400;29501;29501;29501;29501;3
20260608 033500;29506;29506;29506;29506;1
20260608 033600;29499.25;29499.25;29499.25;29499.25;1
20260608 033700;29509.75;29510.25;29507;29510.25;5
20260608 033800;29499.25;29505;29499.25;29505;3
20260608 033900;29500;29500;29500;29500;1
20260608 034000;29499;29500;29495;29500;5
20260608 034100;29498;29506.5;29496.75;29506.5;11
20260608 034200;29500.25;29512;29500.25;29508.5;9
20260608 034300;29504.25;29511.75;29504.25;29511.75;12
20260608 034400;29497.75;29499.5;29489.75;29489.75;5
20260608 034500;29493;29494.25;29488.75;29494.25;12
20260608 034700;29499;29499.5;29494;29494;9
20260608 034800;29496.25;29500;29496.25;29500;2
20260608 035100;29486.5;29489.75;29479.5;29489.75;27
20260608 035200;29487.25;29487.25;29487.25;29487.25;1
20260608 035400;29500;29502;29498;29502;8
20260608 035500;29504.25;29510.25;29499;29500.25;7
20260608 035600;29499.75;29499.75;29490.75;29494.75;54
20260608 035800;29491.25;29496.75;29491.25;29496.75;3
20260608 035900;29491;29496.75;29491;29494.25;19
20260608 040000;29487.5;29494;29487.25;29494;4
20260608 040100;29500.25;29506.25;29500.25;29506.25;6
20260608 040200;29498.5;29508;29498.5;29508;5
20260608 040300;29502.5;29502.5;29502.5;29502.5;1
20260608 040400;29489.25;29489.25;29480;29480;3
20260608 040500;29470;29472.25;29465;29465;8
