20210920 030100;15210.25;15217.25;15209.75;15214.75;711
20210920 030200;15214.25;15218.25;15211.75;15212.5;474
20210920 030300;15213;15214.5;15205.5;15210.75;789
20210920 030400;15210.5;15218.25;15209.25;15215.5;466
20210920 030500;15215.5;15217.75;15213;15215.75;280
20210920 030600;15215.5;15217.5;15212.75;15214;269
20210920 030700;15213.75;15216.75;15211.75;15211.75;205
20210920 030800;15212.75;15213.75;15211.5;15212.75;115
20210920 030900;15213;15217.25;15212;15216.5;259
20210920 031000;15216.75;15219;15216.25;15218.25;246
20210920 031100;15218.5;15218.75;15213.75;15217;209
20210920 031200;15216.75;15221.75;15216.75;15221;397
20210920 031300;15221.25;15224.25;15220.5;15224.25;327
20210920 031400;15224.5;15232.75;15223.75;15232;940
20210920 031500;15232.25;15234.25;15230;15234;366
20210920 031600;15234.25;15238.5;15233;15235.75;477
20210920 031700;15236.25;15239.5;15235.75;15237;346
20210920 031800;15237;15238;15231.5;15234.75;311
20210920 031900;15235;15236;15231.75;15232.25;208
20210920 032000;15232.25;15235.25;15232;15233;213
20210920 032100;15233;15235.25;15228;15228.75;279
20210920 032200;15228.5;15233.75;15228.5;15233.25;246
20210920 032300;15233.75;15234.5;15230.25;15233.5;177
20210920 032400;15233.5;15238.5;15232.75;15237.5;271
20210920 032500;15237.25;15237.25;15233.5;15233.5;161
20210920 032600;15234.5;15237;15231.75;15232;226
20210920 032700;15232.5;15236;15231.5;15232.25;130
20210920 032800;15231.75;15237;15231.5;15234.25;246
20210920 032900;15234;15237.75;15234;15236.5;177
20210920 033000;15236.25;15237;15234.5;15234.75;122
20210920 033100;15235.25;15237.25;15233.75;15235;148
20210920 033200;15235;15235.75;15232;15232.5;216
20210920 033300;15233.25;15233.75;15228.25;15229.5;270
20210920 033400;15229;15232.5;15229;15230.25;135
20210920 033500;15230.25;15235;15229.5;15235;128
20210920 033600;15234.5;15235.5;15231.25;15232.75;119
20210920 033700;15233.25;15234.25;15231.5;15232.5;122
20210920 033800;15232;15232.5;15229.75;15232.5;94
20210920 033900;15232;15232;15226.25;15226.5;252
20210920 034000;15227;15229.25;15223.75;15224.75;333
20210920 034100;15225;15228.25;15222;15228.25;356
20210920 034200;15228.25;15232.75;15226.75;15229.75;215
20210920 034300;15230;15234.25;15228;15230.5;179
20210920 034400;15230.5;15233;15230;15230.5;90
20210920 034500;15230.5;15233;15229.5;15232.75;88
20210920 034600;15232.75;15232.75;15230.25;15230.5;73
20210920 034700;15231.25;15233.75;15230.75;15232.75;121
20210920 034800;15233.5;15236.5;15232.5;15234.75;361
20210920 034900;15235;15238.75;15234.5;15238.5;214
20210920 035000;15238;15241.25;15235.5;15239.5;302
20210920 035100;15239.75;15243;15239.5;15240.75;374
20210920 035200;15241.25;15242.5;15240;15242.5;205
20210920 035300;15242;15242.75;15240.25;15242;133
20210920 035400;15242.25;15243.75;15241;15243.5;190
